Source,Zone,BGC_Label,Map_Label,ZoneName,SubzoneName,General Location,OldSubzoneLabel,DataSet,State
USA_2019,CDF,CDF xm_CA,CDFxm_CA,Coastal Douglas-fir,Very Dry Maritime California CDF,SW Oregon and NC California,CDF xmz,USA,CA
BGCv11,CMA ,CMA un,CMAun,Coastal Mountain-heather Alpine,Undifferentiated  CMA ,Undifferentiated,,BC,BC
USA_2019,CMA,CMA un_CA,CMAun_CA,Coastal Mountain-heather Alpine,California CMA,California,CMA us,USA,CA
USA_2019,CMA,CMA un_OR,CMAun_OR,Coastal Mountain-heather Alpine,Oregon CMA,Oregon,CMA us,USA,OR
USA_2019,CMA,CMA un_WA,CMAun_WA,Coastal Mountain-heather Alpine,Washington CMA,Washington,CMA us,USA,WA
BGCv11,CMA ,CMA unp,CMAunp,Coastal Mountain-heather Alpine,Undifferentiated and Parkland  CMA ,Undifferentiated and Parkland,,BC,BC
BGCv11,CMA ,CMA wh,CMAwh,Coastal Mountain-heather Alpine,Wet Hypermaritime  CMA ,Wet Hypermaritime,,BC,BC
USA_2019,CMX,CMX dm_OR,CMXdm_OR,Coastal Mixed Evergreen,Dry Maritime Oregon CMX,SW Oregon and NW California,CMX dmz,USA,OR
USA_2019,CMX,CMX wm_OR,CMXwm_OR,Coastal Mixed Evergreen,Wet Maritime Oregon CMX,SW Oregon and NW California,CMX wmz,USA,OR
USA_2019,CMX,CMX xm_CA,CMXxm_CA,Coastal Mixed Evergreen,Very Dry Maritime California CMX,California,CMX dmy,USA,CA
USA_2019,CRF,CRF dh_CA,CRFdh_CA,Coastal Redwood Forest,Dry Hypermaritime USA CRF,N California,CRF dhz,USA,CA
USA_2019,CVG,CVG dm_CA,CVGdm_CA,California Valley Grassland ,Undifferentiated CVG,"Central Valley, California",CVG un,USA,CA
USA_2019,CWF,CWF ds_CA,CWFds_CA,Coastal White Fir,Dry Submaritime California CWF,EC California,CWF msz,USA,CA
USA_2019,CWF,CWF mm_OR,CWFmm_OR,Coastal White Fir,Moist Maritime Oregon CWF,SW Oregon and NW California,CWF wsz,USA,OR
USA_2019,CWF,CWF wm_OR,CWFwm_OR,Coastal White Fir,Wet Maritime Oregon CWF,SW Oregon and NW California,CWF wmz,USA,OR
BGCv11,CWH ,CWH dm,CWHdm,Coastal Western Hemlock,Dry Maritime   CWH ,Dry Maritime,,BC,BC
USA_2019,CWH,CWH dm_OR,CWHdm_OR,Coastal Western Hemlock,Dry Maritime Oregon CWH,W Oregon,CWH dmx,USA,OR
USA_2019,CWH,CWH dm_WA,CWHdm_WA,Coastal Western Hemlock,Dry Maritime Washington CWH,W Washington,CWH dmz,USA,WA
BGCv11,CWH ,CWH ds 1,CWHds1,Coastal Western Hemlock,Dry Submaritime Southern CWH ,Dry Submaritime,,BC,BC
BGCv11,CWH ,CWH ds 2,CWHds2,Coastal Western Hemlock,Dry Submaritime Central CWH ,Dry Submaritime,,BC,BC
USA_2019,CWH,CWH ds_WA,CWHds_WA,Coastal Western Hemlock,Dry Submaritime Washington CWH,NW Washington,CWH dsz,USA,WA
USA_2019,CWH,CWH mh_OR,CWHmh_OR,Coastal Western Hemlock,Moist Hypermaritime Oregon CWH,W Oregon,CWH mhz,USA,OR
BGCv11,CWH ,CWH mm 1,CWHmm1,Coastal Western Hemlock,Moist Maritime Submontane CWH ,Moist Maritime,,BC,BC
BGCv11,CWH ,CWH mm 2,CWHmm2,Coastal Western Hemlock,Moist Maritime Montane CWH ,Moist Maritime,,BC,BC
BGCv11,CWH ,CWH ms 1,CWHms1,Coastal Western Hemlock,Moist Submaritime Southern CWH ,Moist Submaritime,,BC,BC
BGCv11,CWH ,CWH ms 2,CWHms2,Coastal Western Hemlock,Moist Submaritime Central CWH ,Moist Submaritime,,BC,BC
USA_2019,CWH,CWH ms_OR,CWHms_OR,Coastal Western Hemlock,Moist Submaritime Oregon CWH,W Oregon,CWH msy,USA,OR
USA_2019,CWH,CWH ms_WA,CWHms_WA,Coastal Western Hemlock,Moist Submaritime Washington CWH,W Washington,CWH msz,USA,WA
BGCv11,CWH ,CWH vh 1,CWHvh1,Coastal Western Hemlock,Very Wet Hypermaritime Southern CWH ,Very Wet Hypermaritime,,BC,BC
BGCv11,CWH ,CWH vh 2,CWHvh2,Coastal Western Hemlock,Very Wet Hypermaritime Central CWH ,Very Wet Hypermaritime,,BC,BC
BGCv11,CWH ,CWH vh 3,CWHvh3,Coastal Western Hemlock,Very Wet Hypermaritime Haida Gwaii CWH ,Very Wet Hypermaritime,,BC,BC
USA_2019,CWH,CWH vh_WA,CWHvh_WA,Coastal Western Hemlock,Very Wet Hypermaritime Washington CWH,W Washington,CWH vhz,USA,WA
BGCv11,CWH ,CWH vm 1,CWHvm1,Coastal Western Hemlock,Very Wet Maritime Submontane CWH ,Very Wet Maritime,,BC,BC
BGCv11+,CWH ,CWH vm 1_PR,CWHvm1_PR,Coastal Western Hemlock,Very Wet Maritime Submontane CWH_PrinceRupert,Very Wet Maritime,,BC,BC
BGCv11,CWH ,CWH vm 2,CWHvm2,Coastal Western Hemlock,Very Wet Maritime Montane CWH ,Very Wet Maritime,,BC,BC
USA_2019,CWH,CWH vm_OR,CWHvm_OR,Coastal Western Hemlock,Very Wet Maritime Oregon CWH,"W Washington & Oregon, S of Mt Ranier",CWH vmy,USA,OR
USA_2019,CWH,CWH vm_WA,CWHvm_WA,Coastal Western Hemlock,Very Wet Maritime Washington CWH,W Washington,CWH vmz,USA,WA
BGCv11,CWH ,CWH wh 1,CWHwh1,Coastal Western Hemlock,Wet Hypermaritime Submontane CWH ,Wet Hypermaritime,,BC,BC
BGCv11,CWH ,CWH wh 2,CWHwh2,Coastal Western Hemlock,Wet Hypermaritime Montane CWH ,Wet Hypermaritime,,BC,BC
USA_2019,CWH,CWH wh_WA,CWHwh_WA,Coastal Western Hemlock,Wet Hypermaritime Washington CWH,"W Oregon, Washington",CWH whz,USA,WA
BGCv11,CWH ,CWH wm,CWHwm,Coastal Western Hemlock,Wet Maritime   CWH ,Wet Maritime,,BC,BC
BGCv11,CWH ,CWH ws 1,CWHws1,Coastal Western Hemlock,Wet Submaritime Submontane CWH ,Wet Submaritime,,BC,BC
BGCv11,CWH ,CWH ws 2,CWHws2,Coastal Western Hemlock,Wet Submaritime Montane CWH ,Wet Submaritime,,BC,BC
BGCv11,CWH ,CWH xm 1,CWHxm1,Coastal Western Hemlock,Very Dry Maritime Eastern CWH ,Very Dry Maritime,,BC,BC
BGCv11,CWH ,CWH xm 2,CWHxm2,Coastal Western Hemlock,Very Dry Maritime Western CWH ,Very Dry Maritime,,BC,BC
USA_2019,CWH,CWH xm_OR,CWHxm_OR,Coastal Western Hemlock,Very Dry Maritime Oregon CWH,"W Oregon, S of Eugene",CWH xmy,USA,OR
USA_2019,CWH,CWH xm_WA,CWHxm_WA,Coastal Western Hemlock,Very Dry Maritime Washington CWH,W WA and OR,CWH xmz,USA,WA
AB_2018,ESSF,ESSFab,ESSFab,Engelmann Spruce -- Subalpine Fir,Alberta ESSF,SW Alberta,ESLPab,AB,AB
BGCv11,ESSF,ESSFdc 1,ESSFdc1,Engelmann Spruce -- Subalpine Fir,Dry Cold Monashee ESSF,Dry Cold,,BC,BC
BGCv11,ESSF,ESSFdc 2,ESSFdc2,Engelmann Spruce -- Subalpine Fir,Dry Cold Cascade ESSF,Dry Cold,,BC,BC
BGCv11,ESSF,ESSFdc 3,ESSFdc3,Engelmann Spruce -- Subalpine Fir,Dry Cold North Thompson ESSF,Dry Cold,,BC,BC
BGCv11,ESSF,ESSFdcp,ESSFdcp,Engelmann Spruce -- Subalpine Fir,Dry Cold Parkland   ESSF,Dry Cold Parkland,,BC,BC
BGCv11,ESSF,ESSFdcw,ESSFdcw,Engelmann Spruce -- Subalpine Fir,Dry Cold Woodland   ESSF,Dry Cold Woodland,,BC,BC
USA_2019,ESSF,ESSFdh_WA,ESSFdh_WA,Engelmann Spruce - Subalpine Fir,Dry Hot Washington ESSF,NW Washington,ESSFdhz,USA,WA
BGCv11,ESSF,ESSFdk 1,ESSFdk1,Engelmann Spruce -- Subalpine Fir,Dry Cool Elk ESSF,Dry Cool,,BC,BC
BGCv11,ESSF,ESSFdk 2,ESSFdk2,Engelmann Spruce -- Subalpine Fir,Dry Cool Columbia ESSF,Dry Cool,,BC,BC
USA_2019,ESSF,ESSFdk_MT,ESSFdk_MT,Engelmann Spruce - Subalpine Fir,Dry Cool Montana ESSF,SE BC & NW Montana,ESSFdkz,USA,MT
BGCv11,ESSF,ESSFdkp,ESSFdkp,Engelmann Spruce -- Subalpine Fir,Dry Cool Parkland   ESSF,Dry Cool Parkland,,BC,BC
USA_2019,ESSF,ESSFdkp_MT,ESSFdkp_MT,Engelmann Spruce - Subalpine Fir,Dry Cool Montana Parkland ESSF,SE BC & NW Montana,ESSFdkzp,USA,MT
BGCv11,ESSF,ESSFdkw,ESSFdkw,Engelmann Spruce -- Subalpine Fir,Dry Cool Woodland   ESSF,Dry Cool Woodland,,BC,BC
USA_2019,ESSF,ESSFdm_ID,ESSFdm_ID,Engelmann Spruce - Subalpine Fir,Dry Mild Idaho ESSF,EC Idaho & WC Montana,ESSFxmz,USA,ID
USA_2019,ESSF,ESSFdmp_ID,ESSFdmp_ID,Engelmann Spruce - Subalpine Fir,Dry Mild Idaho Parkland ESSF,EC Idaho & WC Montana,ESSFxmzp,USA,ID
BGCv11,ESSF,ESSFdv 1,ESSFdv1,Engelmann Spruce -- Subalpine Fir,Dry Very Cold Cayoosh ESSF,Dry Very Cold,,BC,BC
BGCv11,ESSF,ESSFdv 2,ESSFdv2,Engelmann Spruce -- Subalpine Fir,Dry Very Cold Tyaughton ESSF,Dry Very Cold,,BC,BC
BGCv11,ESSF,ESSFdvp,ESSFdvp,Engelmann Spruce -- Subalpine Fir,Dry Very Cold Parkland   ESSF,Dry Very Cold Parkland,,BC,BC
BGCv11,ESSF,ESSFdvw,ESSFdvw,Engelmann Spruce -- Subalpine Fir,Dry Very Cold Woodland  ESSF,Dry Very Cold Woodland,,BC,BC
BGCv11,ESSF,ESSFmc,ESSFmc,Engelmann Spruce -- Subalpine Fir,Moist Cold   ESSF,Moist Cold,,BC,BC
BGCv11,ESSF,ESSFmcp,ESSFmcp,Engelmann Spruce -- Subalpine Fir,Moist Cold Parkland   ESSF,Moist Cold Parkland,,BC,BC
BGCv11,ESSF,ESSFmh,ESSFmh,Engelmann Spruce -- Subalpine Fir,Moist Hot  ESSF,Moist Hot,,BC,BC
BGCv11,ESSF,ESSFmk,ESSFmk,Engelmann Spruce -- Subalpine Fir,Moist Cool   ESSF,Moist Cool,,BC,BC
BGCv11,ESSF,ESSFmkp,ESSFmkp,Engelmann Spruce -- Subalpine Fir,Moist Cool Parkland   ESSF,Moist Cool Parkland,,BC,BC
BGCv11,ESSF,ESSFmm 1,ESSFmm1,Engelmann Spruce -- Subalpine Fir,Moist Mild Raush ESSF,Moist Mild,,BC,BC
BGCv11,ESSF,ESSFmm 2,ESSFmm2,Engelmann Spruce -- Subalpine Fir,Moist Mild Robson ESSF,Moist Mild,,BC,BC
BGCv11,ESSF,ESSFmm 3,ESSFmm3,Engelmann Spruce -- Subalpine Fir,Moist Mild Spillimacheen ESSF,Moist Mild,,BC,BC
BGCv11,ESSF,ESSFmmp,ESSFmmp,Engelmann Spruce -- Subalpine Fir,Moist Mild Parkland   ESSF,Moist Mild Parkland,,BC,BC
BGCv11,ESSF,ESSFmmw,ESSFmmw,Engelmann Spruce -- Subalpine Fir,Moist Mild Woodland  ESSF,Moist Mild Woodland,,BC,BC
BGCv11,ESSF,ESSFmv 1,ESSFmv1,Engelmann Spruce -- Subalpine Fir,Moist Very Cold Nechako ESSF,Moist Very Cold,,BC,BC
BGCv11,ESSF,ESSFmv 2,ESSFmv2,Engelmann Spruce -- Subalpine Fir,Moist Very Cold Bullmoose ESSF,Moist Very Cold,,BC,BC
BGCv11,ESSF,ESSFmv 3,ESSFmv3,Engelmann Spruce -- Subalpine Fir,Moist Very Cold Omineca ESSF,Moist Very Cold,,BC,BC
BGCv11,ESSF,ESSFmv 4,ESSFmv4,Engelmann Spruce -- Subalpine Fir,Moist Very Cold Graham ESSF,Moist Very Cold,,BC,BC
BGCv11,ESSF,ESSFmvp,ESSFmvp,Engelmann Spruce -- Subalpine Fir,Moist Very Cold Parkland   ESSF,Moist Very Cold Parkland,,BC,BC
BGCv11,ESSF,ESSFmw,ESSFmw,Engelmann Spruce -- Subalpine Fir,Moist Warm   ESSF,Moist Warm,,BC,BC
BGCv11,ESSF,ESSFmw 1,ESSFmw1,Engelmann Spruce -- Subalpine Fir,Moist Warm Cascade ESSF,Moist Warm,,BC,BC
BGCv11,ESSF,ESSFmw 2,ESSFmw2,Engelmann Spruce -- Subalpine Fir,Moist Warm Stein ESSF,Moist Warm,,BC,BC
USA_2019,ESSF,ESSFmw_WA,ESSFmw_WA,Engelmann Spruce - Subalpine Fir,Moist Warm Washington ESSF,NW Washington,ESSFmwz,USA,WA
BGCv11,ESSF,ESSFmwp,ESSFmwp,Engelmann Spruce -- Subalpine Fir,Moist Warm Parkland   ESSF,Moist Warm Parkland,,BC,BC
USA_2019,ESSF,ESSFmwp_WA,ESSFmwp_WA,Engelmann Spruce - Subalpine Fir,Moist Warm Washington Parkland ESSF,NW Washington,ESSFmwzp,USA,WA
BGCv11,ESSF,ESSFmww,ESSFmww,Engelmann Spruce -- Subalpine Fir,Moist Warm Woodland  ESSF,Moist Warm Woodland,,BC,BC
BGCv11,ESSF,ESSFun,ESSFun,Engelmann Spruce -- Subalpine Fir,Undifferentiated   ESSF,Undifferentiated,,BC,BC
BGCv11,ESSF,ESSFunp,ESSFunp,Engelmann Spruce -- Subalpine Fir,Undifferentiated parkland  ESSF,Undifferentiated parkland,,BC,BC
BGCv11,ESSF,ESSFvc,ESSFvc,Engelmann Spruce -- Subalpine Fir,Very Wet Cold   ESSF,Very Wet Cold,,BC,BC
BGCv11,ESSF,ESSFvcp,ESSFvcp,Engelmann Spruce -- Subalpine Fir,Very Wet Cold Parkland   ESSF,Very Wet Cold Parkland,,BC,BC
BGCv11,ESSF,ESSFvcw,ESSFvcw,Engelmann Spruce -- Subalpine Fir,Very Wet Cold Woodland  ESSF,Very Wet Cold Woodland,,BC,BC
USA_2019,ESSF,ESSFvh_ID,ESSFvh_ID,Engelmann Spruce - Subalpine Fir,Very Wet Hot Idaho ESSF,E Idaho & W Montana,ESSFvmz,USA,ID
BGCv11,ESSF,ESSFwc 2,ESSFwc2,Engelmann Spruce -- Subalpine Fir,Wet Cold Monashee ESSF,Wet Cold,,BC,BC
BGCv11,ESSF,ESSFwc 3,ESSFwc3,Engelmann Spruce -- Subalpine Fir,Wet Cold Cariboo ESSF,Wet Cold,,BC,BC
BGCv11,ESSF,ESSFwc 4,ESSFwc4,Engelmann Spruce -- Subalpine Fir,Wet Cold Selkirk ESSF,Wet Cold,,BC,BC
BGCv11,ESSF,ESSFwcp,ESSFwcp,Engelmann Spruce -- Subalpine Fir,Wet Cold Parkland   ESSF,Wet Cold Parkland,,BC,BC
BGCv11,ESSF,ESSFwcw,ESSFwcw,Engelmann Spruce -- Subalpine Fir,Wet Cold Woodland   ESSF,Wet Cold Woodland,,BC,BC
BGCv11,ESSF,ESSFwh 1,ESSFwh1,Engelmann Spruce -- Subalpine Fir,Wet Hot Columbia ESSF,Wet Hot,,BC,BC
BGCv11,ESSF,ESSFwh 2,ESSFwh2,Engelmann Spruce -- Subalpine Fir,Wet Hot St Mary ESSF,Wet Hot,,BC,BC
BGCv11,ESSF,ESSFwh 3,ESSFwh3,Engelmann Spruce -- Subalpine Fir,Wet Hot Salmo ESSF,Wet Hot,,BC,BC
USA_2019,ESSF,ESSFwh_MT,ESSFwh_MT,Engelmann Spruce - Subalpine Fir,Wet Hot Montana ESSF,NE Washington & NW Montana (prob. ID),ESSFwhz,USA,MT
BGCv11,ESSF,ESSFwk 1,ESSFwk1,Engelmann Spruce -- Subalpine Fir,Wet Cool Cariboo ESSF,Wet Cool,,BC,BC
BGCv11,ESSF,ESSFwk 2,ESSFwk2,Engelmann Spruce -- Subalpine Fir,Wet Cool Misinchinka ESSF,Wet Cool,,BC,BC
BGCv11,ESSF,ESSFwm 1,ESSFwm1,Engelmann Spruce -- Subalpine Fir,Wet Mild Fernie ESSF,Wet Mild,,BC,BC
BGCv11,ESSF,ESSFwm 2,ESSFwm2,Engelmann Spruce -- Subalpine Fir,Wet Mild Purcell ESSF,Wet Mild,,BC,BC
BGCv11,ESSF,ESSFwm 3,ESSFwm3,Engelmann Spruce -- Subalpine Fir,Wet Mild Ymir ESSF,Wet Mild,,BC,BC
BGCv11,ESSF,ESSFwm 4,ESSFwm4,Engelmann Spruce -- Subalpine Fir,Wet Mild Moyie ESSF,Wet Mild,,BC,BC
USA_2019,ESSF,ESSFwm_MT,ESSFwm_MT,Engelmann Spruce - Subalpine Fir,Wet Mild Montana ESSF,NE Washington & NW Montana (prob. ID),ESSFwmz,USA,MT
BGCv11,ESSF,ESSFwmp,ESSFwmp,Engelmann Spruce -- Subalpine Fir,Wet Mild Parkland   ESSF,Wet Mild Parkland,,BC,BC
USA_2019,ESSF,ESSFwmp_MT,ESSFwmp_MT,Engelmann Spruce - Subalpine Fir,Wet Mild Montana Parkland ESSF,NE Washington & N Idaho,ESSFwmzp,USA,MT
BGCv11,ESSF,ESSFwmw,ESSFwmw,Engelmann Spruce -- Subalpine Fir,Wet Mild Woodland   ESSF,Wet Mild Woodland,,BC,BC
BGCv11,ESSF,ESSFwv,ESSFwv,Engelmann Spruce -- Subalpine Fir,Wet Very Cold   ESSF,Wet Very Cold,,BC,BC
BGCv11,ESSF,ESSFwvp,ESSFwvp,Engelmann Spruce -- Subalpine Fir,Wet Very Cold Parkland   ESSF,Wet Very Cold Parkland,,BC,BC
BGCv11,ESSF,ESSFxc 1,ESSFxc1,Engelmann Spruce -- Subalpine Fir,Very Dry Cold Similkameen ESSF,Very Dry Cold,,BC,BC
BGCv11,ESSF,ESSFxc 2,ESSFxc2,Engelmann Spruce -- Subalpine Fir,Very Dry Cold Thompson ESSF,Very Dry Cold,,BC,BC
BGCv11,ESSF,ESSFxc 3,ESSFxc3,Engelmann Spruce -- Subalpine Fir,Very Dry Cold Pavillion ESSF,Very Dry Cold,,BC,BC
USA_2019,ESSF,ESSFxc_CO,ESSFxc_CO,Engelmann Spruce - Subalpine Fir,Very Dry Cold Colorado ESSF,Colorado,ESSFcoz,USA,CO
USA_2019,ESSF,ESSFxc_WA,ESSFxc_WA,Engelmann Spruce - Subalpine Fir,Very Dry Cold Washington ESSF,WC Washington,ESSFxcz,USA,WA
BGCv11,ESSF,ESSFxcp,ESSFxcp,Engelmann Spruce -- Subalpine Fir,Very Dry Cold Parkland   ESSF,Very Dry Cold Parkland,,BC,BC
USA_2019,ESSF,ESSFxcp_CO,ESSFxcp_CO,Engelmann Spruce - Subalpine Fir,Very Dry Cold Colorado Parkland ESSF,Colorado,ESSFcozp,USA,CO
USA_2019,ESSF,ESSFxcp_WA,ESSFxcp_WA,Engelmann Spruce - Subalpine Fir,Very Dry Cold Washington Parkland ESSF,WC Washington,ESSFxczp,USA,WA
BGCv11,ESSF,ESSFxcw,ESSFxcw,Engelmann Spruce -- Subalpine Fir,Very Dry Cold Woodland  ESSF,Very Dry Cold Woodland,,BC,BC
USA_2019,ESSF,ESSFxh_WA,ESSFxh_WA,Engelmann Spruce - Subalpine Fir,Very Dry Hot Washington ESSF,NE Washington & NW Montana (prob. ID),ESSFxhz,USA,WA
USA_2019,ESSF,ESSFxk_MT,ESSFxk_MT,Engelmann Spruce - Subalpine Fir,Very Dry Cool Montana ESSF,"S MT, SE ID, WY",ESSFxxz,USA,MT
USA_2019,ESSF,ESSFxk_UT,ESSFxk_UT,Engelmann Spruce - Subalpine Fir,Very Dry Cool Utah ESSF,Utah,ESSFutz,USA,UT
USA_2019,ESSF,ESSFxkp_MT,ESSFxkp_MT,Engelmann Spruce - Subalpine Fir,Very Dry Cool Montana Parkland ESSF,"S MT, SE ID, WY",ESSFxxzp,USA,MT
USA_2019,ESSF,ESSFxkp_UT,ESSFxkp_UT,Engelmann Spruce - Subalpine Fir,Very Dry Cool Utah Parkland ESSF,Utah,ESSFutzp,USA,UT
BGCv11,ESSF,ESSFxv 1,ESSFxv1,Engelmann Spruce -- Subalpine Fir,Very Dry Very Cold West Chilcotin ESSF,Very Dry Very Cold,,BC,BC
BGCv11,ESSF,ESSFxv 2,ESSFxv2,Engelmann Spruce -- Subalpine Fir,Very Dry Very Cold Big Creek ESSF,Very Dry Very Cold,,BC,BC
BGCv11,ESSF,ESSFxvp,ESSFxvp,Engelmann Spruce -- Subalpine Fir,Very Dry Very Cold Parkland   ESSF,Very Dry Very Cold Parkland,,BC,BC
BGCv11,ESSF,ESSFxvw,ESSFxvw,Engelmann Spruce -- Subalpine Fir,Very Dry Very Cold Woodland  ESSF,Very Dry Very Cold Woodland,,BC,BC
USA_2019,ESSF,ESSFxw_OR,ESSFxw_OR,Engelmann Spruce - Subalpine Fir,Very Dry Warm Oregon ESSF,NE Oregon,ESSFxcy,USA,OR
USA_2019,ESSF,ESSFxwp_OR,ESSFxwp_OR,Engelmann Spruce - Subalpine Fir,Very Dry Warm Oregon Parkland ESSF,NE Oregon,ESSFxcyp,USA,OR
AB_2018,FG  ,FG  ff,FGff,Fescue Grassland,Foothills FG,SW Alberta,FG  ff,AB,AB
AB_2018,FG  ,FG  nf,FGnf,Fescue Grassland,Northern FG,S Alberta,FG  nf,AB,AB
USA_2019,GBD,GBD dw_UT,GBDdw_UT,Great Basin Desert,Dry Warm Utah GBD,"E Nevada, Utah, SW Wyoming",GBD xxx,USA,UT
USA_2019,GBD,GBD xh_NV,GBDxh_NV,Great Basin Desert,Very Dry Hot Nevada GBD,"E California, W Nevada",GBD xxy,USA,NV
USA_2019,GBD,GBD xx_UT,GBDxx_UT,Great Basin Desert,Very Dry Very Hot Utah GBD,SE Utah,GBD xxw,USA,UT
USA_2019,GO,GO  un_CO,GOun_CO,Gambel Oak ,Colorado USA GO,Colorado & Utah,GO  coz,USA,CO
USA_2019,ICH,ICH dh_ID,ICHdh_ID,Interior Cedar - Hemlock,Dry Hot Idaho ICH,Idaho & W Montana,ICH dhz,USA,ID
BGCv11,ICH ,ICH dk,ICHdk,Interior Cedar -- Hemlock,Dry Cool   ICH ,Dry Cool,,BC,BC
BGCv11,ICH ,ICH dm,ICHdm,Interior Cedar -- Hemlock,Dry Mild   ICH ,Dry Mild,,BC,BC
