BGC,SS_NoSpace,Spp,SppVar,Feasible,AssessSuit,differnce,Assessor,Restrict_type,TB_Changed,WM_Comments,DM_Comments,CoastSuit,ESuit_new,AB Comment Oct-Nov 2019,ESuit_TB,ESuit_CCISS,CCISS_Change,PredSuit
IDFmw2,IDFmw2/01,Pl,Pli,1,,FALSE,,,,,,,,,,1,,
IDFmw2,IDFmw2/01,Fd,Fdi,1,,FALSE,,,,,,,,,,1,,
IDFmw2,IDFmw2/01,Ep,Ep,2,,FALSE,,,,,,,,,,2,,
IDFmw2,IDFmw2/01,Cw,Cw,2,,FALSE,,,,,,,,,,2,,
IDFmw2,IDFmw2/01,Bl,Bl,5,,FALSE,,,,,,,,,,5,,
IDFmw2,IDFmw2/01,At,At,2,,FALSE,,,,,,,,,,2,,
IDFmw2,IDFmw2/02,Py,Pyi,4,,FALSE,,,,,,,,,,,,
IDFmw2,IDFmw2/02,Pw,Pw,3,,FALSE,,,,,,,,,,,,
IDFmw2,IDFmw2/02,Pl,Pli,2,,FALSE,,,,,,,,,,,,
IDFmw2,IDFmw2/02,Fd,Fdi,2,,FALSE,,,,,,,,,,,,
IDFmw2,IDFmw2/02,At,At,3,,FALSE,,,,,,,,,,,,
IDFmw2,IDFmw2/03,Sx,Sxw,3,,FALSE,,,,,,,,,,3,,
IDFmw2,IDFmw2/03,Py,Pyi,2,,FALSE,,,,,,,,,,2,,
IDFmw2,IDFmw2/03,Pw,Pw,2,,FALSE,,,,,,,,,,2,,
IDFmw2,IDFmw2/03,Pl,Pli,1,1,FALSE,WHM,,,2 to 1 Coupe comments,,,,,,1,,
IDFmw2,IDFmw2/03,Lw,Lw,4,4,FALSE,WHM,,,added AB,,,,,,4,,
IDFmw2,IDFmw2/03,Lw,Lw,4,,FALSE,,,,,,,,,,4,,
IDFmw2,IDFmw2/03,Fd,Fdi,2,,FALSE,,,,,,,,,,2,,
IDFmw2,IDFmw2/03,Ep,Ep,3,,FALSE,,,,,,,,,,3,,
IDFmw2,IDFmw2/03,Cw,Cw,3,,FALSE,,,,,,,,,,3,,
IDFmw2,IDFmw2/03,At,At,3,,FALSE,,,,,,,,,,3,,
IDFmw2,IDFmw2/04,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
IDFmw2,IDFmw2/04,Pw,Pw,3,,FALSE,,,,,,,,,,3,,
IDFmw2,IDFmw2/04,Pl,Pli,2,,FALSE,,,,,,,,,,2,,
IDFmw2,IDFmw2/04,Lw,Lw,4,4,FALSE,WHM,,,added AB,,,,,,4,,
IDFmw2,IDFmw2/04,Lw,Lw,4,,FALSE,,,,,,,,,,4,,
IDFmw2,IDFmw2/04,Hw,Hw,3,,FALSE,,,,,,,,,,3,,
IDFmw2,IDFmw2/04,Fd,Fdi,2,2,FALSE,WHM,,,1 to 2 Coupe,,,,,,2,,
IDFmw2,IDFmw2/04,Ep,Ep,2,,FALSE,,,,,,,,,,2,,
IDFmw2,IDFmw2/04,Cw,Cw,1,,FALSE,,,,,,,,,,1,,
IDFmw2,IDFmw2/04,Bl,Bl,3,,FALSE,,,,,,,,,,3,,
IDFmw2,IDFmw2/04,At,At,2,,FALSE,,,,,,,,,,2,,
IDFmw2,IDFmw2/04,Ac,Act,3,,FALSE,,,,,,,,,,3,,
IDFmw2,IDFmw2/05,Sx,Sxw,2,,FALSE,,,,,,,,,,,,
IDFmw2,IDFmw2/05,Pl,Pli,2,,FALSE,,,,,,,,,,,,
IDFmw2,IDFmw2/05,Hw,Hw,1,,FALSE,,,,,,,,,,,,
IDFmw2,IDFmw2/05,Ep,Ep,3,,FALSE,,,,,,,,,,,,
IDFmw2,IDFmw2/05,Cw,Cw,3,3,FALSE,WHM,,,3 to 2 coupe comments,,,,,,,,
IDFmw2,IDFmw2/05,Bl,Bl,3,,FALSE,,,,,,,,,,,,
IDFmw2,IDFmw2/05,At,At,3,,FALSE,,,,,,,,,,,,
IDFmw2,IDFmw2/05,Ac,Act,2,,FALSE,,,,,,,,,,,,
IDFww,IDFww/01,Sx,Sxw,5,5,FALSE,WHM,,,Changed from 2 to 5,,,,,,5,,
IDFww,IDFww/01,Py,Pyi,4,,FALSE,,,,,,,,,,4,,
IDFww,IDFww/01,Pw,Pw,4,,FALSE,,,,,,,,,,4,,
IDFww,IDFww/01,Pl,Pli,2,,FALSE,,,,,,,,,,2,,
IDFww,IDFww/01,Mb,Mb,3,3,FALSE,HAK/SS,,,,,3,,,,3,,
IDFww,IDFww/01,Lw,Lw,4,,FALSE,,,,,,,,,,4,,
IDFww,IDFww/01,Hw,Hw,3,,FALSE,,,,,,,,,,3,,
IDFww,IDFww/01,Fd,Fdi,1,1,FALSE,HAK/SS,,,,,1,,,,1,,
IDFww,IDFww/01,Ep,Ep,3,,FALSE,,,,,,,,,,3,,
IDFww,IDFww/01,Cw,Cw,3,3,FALSE,HAK/SS,,,,,3,,,,3,,
IDFww,IDFww/01,Ac,Act,3,,FALSE,,,,,,,,,,3,,
IDFww,IDFww/02,Sx,Sxw,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/02,Py,Pyi,4,,FALSE,,,,,,,,,,,,
IDFww,IDFww/02,Pl,Pli,2,,FALSE,,,,,,,,,,,,
IDFww,IDFww/02,Mb,Mb,5,5,FALSE,HAK/SS,,,,,5,,,,,,
IDFww,IDFww/02,Lw,Lw,4,,FALSE,,,,,,,,,,,,
IDFww,IDFww/02,Fd,Fdi,3,3,FALSE,HAK/SS,,,,,3,,,,,,
IDFww,IDFww/02,Cw,Cw,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/02,Bl,Bl,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/03,Sx,Sxw,3,,FALSE,,,,,,,,,,3,,
IDFww,IDFww/03,Py,Pyi,4,,FALSE,,,,,,,,,,4,,
IDFww,IDFww/03,Pl,Pli,2,,FALSE,,,,,,,,,,2,,
IDFww,IDFww/03,Mb,Mb,3,3,FALSE,HAK/SS,,,,,3,,,,3,,
IDFww,IDFww/03,Lw,Lw,4,,FALSE,,,,,,,,,,4,,
IDFww,IDFww/03,Fd,Fdi,2,2,FALSE,HAK/SS,,,,,2,,,,2,,
IDFww,IDFww/03,Ep,Ep,3,,FALSE,,,,,,,,,,3,,
IDFww,IDFww/03,Cw,Cw,2,,FALSE,,,,,,,,,,2,,
IDFww,IDFww/03,Ac,Act,3,,FALSE,,,,,,,,,,3,,
IDFww,IDFww/04,Sx,Sxw,2,,FALSE,,,,,,,,,,,,
IDFww,IDFww/04,Py,Pyi,4,,FALSE,,,,,,,,,,,,
IDFww,IDFww/04,Pw,Pw,4,,FALSE,,,,,,,,,,,,
IDFww,IDFww/04,Pl,Pli,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/04,Mb,Mb,2,2,FALSE,HAK/SS,,,,,2,,,,,,
IDFww,IDFww/04,Lw,Lw,4,,FALSE,,,,,,,,,,,,
IDFww,IDFww/04,Fd,Fdi,1,1,FALSE,HAK/SS,,,,,1,,,,,,
IDFww,IDFww/04,Ep,Ep,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/04,Cw,Cw,3,3,FALSE,HAK/SS,,,,,3,,,,,,
IDFww,IDFww/04,Ac,Act,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/05,Sxs,Sxl,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/05,Sx,Sxw,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/05,Mb,Mb,2,2,FALSE,HAK/SS,,,,,2,,,,,,
IDFww,IDFww/05,Hw,Hw,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/05,Fd,Fdi,1,1,FALSE,HAK/SS,,,,,1,,,,,,
IDFww,IDFww/05,Ep,Ep,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/05,Cw,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
IDFww,IDFww/05,Ac,Act,2,,FALSE,,,,,,,,,,,,
IDFww,IDFww/06,Sxs,Sxl,3,,FALSE,,,,,,,,,,3,,
IDFww,IDFww/06,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
IDFww,IDFww/06,Mb,Mb,2,2,FALSE,HAK/SS,,,,,2,,,,2,,
IDFww,IDFww/06,Lw,Lw,4,,FALSE,,,,,,,,,,4,,
IDFww,IDFww/06,Hw,Hw,3,,FALSE,,,,,,,,,,3,,
IDFww,IDFww/06,Fd,Fdi,2,2,FALSE,HAK/SS,,,,,2,,,,2,,
IDFww,IDFww/06,Ep,Ep,3,,FALSE,,,,,,,,,,3,,
IDFww,IDFww/06,Cw,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,1,,
IDFww,IDFww/06,Bg,Bg,3,3,FALSE,HAK/SS,,,,,3,,,,3,,
IDFww,IDFww/06,Ac,Act,3,,FALSE,,,,,,,,,,3,,
IDFww,IDFww/07,Sxs,Sxl,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/07,Sx,Sxw,2,,FALSE,,,,,,,,,,,,
IDFww,IDFww/07,Pl,Pli,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/07,Mb,Mb,3,3,FALSE,HAK/SS,,,,,3,,,,,,
IDFww,IDFww/07,Lw,Lw,4,,FALSE,,,,,,,,,,,,
IDFww,IDFww/07,Fd,Fdi,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/07,Ep,Ep,3,,FALSE,,,,,,,,,,,,
IDFww,IDFww/07,Cw,Cw,1,1,FALSE,HAK/SS,,,,,1,,,,,,
IDFww,IDFww/07,Bg,Bg,2,,FALSE,,,,,,,,,,,,
IDFww,IDFww/07,Ac,Act,2,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/01,Py,Pyi,2,,FALSE,,,,,,,,,,2,,
IDFww1,IDFww1/01,Pl,Pli,2,,FALSE,,,,,,,,,,2,,
IDFww1,IDFww1/01,Lw,Lw,4,,FALSE,,,,,,,,,,4,,
IDFww1,IDFww1/01,Fd,Fdi,1,,FALSE,,,,,,,,,,1,,
IDFww1,IDFww1/01,Cw,Cw,3,,FALSE,,,,,,,,,,3,,
IDFww1,IDFww1/02,Sx,Sxw,3,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/02,Pl,Pli,2,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/02,Lw,Lw,4,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/02,Fd,Fdi,3,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/02,Cw,Cw,3,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/02,Bl,Bl,3,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/03,Sx,Sxw,3,,FALSE,,,,,,,,,,3,,
IDFww1,IDFww1/03,Py,Pyi,2,,FALSE,,,,,,,,,,2,,
IDFww1,IDFww1/03,Pl,Pli,2,,FALSE,,,,,,,,,,2,,
IDFww1,IDFww1/03,Lw,Lw,4,,FALSE,,,,,,,,,,4,,
IDFww1,IDFww1/03,Fd,Fdi,2,,FALSE,,,,,,,,,,2,,
IDFww1,IDFww1/04,Py,Pyi,2,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/04,Pl,Pli,3,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/04,Lw,Lw,4,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/04,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/04,Cw,Cw,3,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/05,Sx,Sxw,3,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/05,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/05,Cw,Cw,1,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/06,Sx,Sxw,2,,FALSE,,,,,,,,,,2,,
IDFww1,IDFww1/06,Fd,Fdi,1,,FALSE,,,,,,,,,,1,,
IDFww1,IDFww1/06,Cw,Cw,1,,FALSE,,,,,,,,,,1,,
IDFww1,IDFww1/06,Bg,Bg,2,,FALSE,,,,,,,,,,2,,
IDFww1,IDFww1/07,Sx,Sxw,2,,FALSE,,,,,,,,,,,,
IDFww1,IDFww1/07,Cw,Cw,2,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/01,Py,Pyi,1,,FALSE,,,,,,,,,,1,,
IDFxc,IDFxc/01,Fd,Fdi,1,,FALSE,,,,,,,,,,1,,
IDFxc,IDFxc/01,At,At,3,,FALSE,,,,,,,,,,3,,
IDFxc,IDFxc/02,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/02,Fd,Fdi,2,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/03,Py,Pyi,1,,FALSE,,,,,,,,,,1,,
IDFxc,IDFxc/03,Fd,Fdi,2,,FALSE,,,,,,,,,,2,,
IDFxc,IDFxc/04,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/04,Fd,Fdi,2,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/05,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/05,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/06,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/06,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/06,At,At,3,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/07,Sx,Sxw,2,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/07,Py,Pyi,2,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/07,Pl,Pli,3,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/07,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/07,Ep,Ep,2,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/07,Cw,Cw,3,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/07,At,At,2,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/07,Ac,Act,3,,FALSE,,,,,,,,,,,,
IDFxc,IDFxc/08,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
IDFxc,IDFxc/08,Pl,Pli,4,,FALSE,,,,,,,,,,4,,
IDFxc,IDFxc/08,Fd,Fdi,2,,FALSE,,,,,,,,,,2,,
IDFxc,IDFxc/08,Ep,Ep,2,,FALSE,,,,,,,,,,2,,
IDFxc,IDFxc/08,Cw,Cw,3,,FALSE,,,,,,,,,,3,,
IDFxc,IDFxc/08,At,At,2,,FALSE,,,,,,,,,,2,,
IDFxc,IDFxc/08,Ac,Act,2,,FALSE,,,,,,,,,,,,
IDFxh_ID,IDFxh_ID/101,Py,Pyi,1,,FALSE,,,,,,,,,,1,,
IDFxh_ID,IDFxh_ID/101,Om,Om,3,,FALSE,,,,,,,,,,3,,
IDFxh_ID,IDFxh_ID/101,Fd,Fdi,2,,FALSE,,,,,,,,,,2,1 to 2,
IDFxh_ID,IDFxh_ID/102,Py,Pyi,1,,FALSE,,,,,,,,,,1,,
IDFxh_ID,IDFxh_ID/110,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxh_ID,IDFxh_ID/110,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxh_ID,IDFxh_ID/110,Bg,Bg,3,,FALSE,,,,,,,,,,,,
IDFxh_ID,IDFxh_ID/110,At,At,3,,FALSE,,,,,,,,,,,,
IDFxh_ID,IDFxh_ID/111,Sx,Sxw,1,,FALSE,,,,,,,,,,,,
IDFxh_ID,IDFxh_ID/111,Pl,Pli,3,,FALSE,,,,,,,,,,,,
IDFxh_ID,IDFxh_ID/111,Fd,Fdi,2,2,FALSE,DVM,,,,changed 3 to 2,,,,,,,
IDFxh_ID,IDFxh_ID/111,Bg,Bg,3,3,FALSE,DVM,,,,changed 2 to 3,,,,,,,
IDFxh_ID,IDFxh_ID/111,At,At,3,,FALSE,,,,,,,,,,,,
IDFxh_ID,IDFxh_ID/111,Ac,Act,5,5,FALSE,DVM,,,,to 113,,,,,,,
IDFxh_ID,IDFxh_ID/112,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxh_ID,IDFxh_ID/112,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxh_ID,IDFxh_ID/112,Bg,Bg,2,,FALSE,,,,,,,,,,,,
IDFxh_ID,IDFxh_ID/112,At,At,2,,FALSE,,,,,,,,,,,,
IDFxh_ID,IDFxh_ID/113,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
IDFxh_ID,IDFxh_ID/113,Pl,Pli,3,,FALSE,,,,,,,,,,3,,
IDFxh_ID,IDFxh_ID/113,Fd,Fdi,2,,FALSE,,,,,,,,,,2,,
IDFxh_ID,IDFxh_ID/113,Bg,Bg,2,,FALSE,,,,,,,,,,2,,
IDFxh_ID,IDFxh_ID/113,At,At,2,,FALSE,,,,,,,,,,2,,
IDFxh_ID,IDFxh_ID/113,Ac,Act,2,,FALSE,,,,,,,,,,2,,
IDFxh_ID,IDFxh_ID/Gg,X,X,1,,FALSE,,,,,,,,,,,,
IDFxh_WA,IDFxh_WA/101,Py,Pyi,1,1,FALSE,DVM,,,,changed 2 to 1,,,,,1,,
IDFxh_WA,IDFxh_WA/101,Fd,Fdi,2,,FALSE,,,,,,,,,,2,1 to 2,
IDFxh_WA,IDFxh_WA/102,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxh_WA,IDFxh_WA/102,Fd,Fdi,2,,FALSE,,,,,,,,,,,,
IDFxh_WA,IDFxh_WA/103,Py,Pyi,1,1,FALSE,DVM,,,,changed 2 to 1,,,,,1,,
IDFxh_WA,IDFxh_WA/103,Fd,Fdi,3,,FALSE,,,,,,,,,,3,1 to 3,
IDFxh_WA,IDFxh_WA/110,Py,Pyi,2,,FALSE,,,,,,,,,,,,
IDFxh_WA,IDFxh_WA/110,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxh_WA,IDFxh_WA/110,At,At,3,,FALSE,,,,,,,,,,,,
IDFxh_WA,IDFxh_WA/111,Sx,Sxw,2,2,FALSE,DVM,,,,changed from 1 to 2,,,,,,,
IDFxh_WA,IDFxh_WA/111,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxh_WA,IDFxh_WA/111,Bl,Bl,5,5,FALSE,DVM,,,,no Bl in FIA,,,,,,,
IDFxh_WA,IDFxh_WA/111,At,At,3,,FALSE,,,,,,,,,,,,
IDFxh_WA,IDFxh_WA/111,Ac,Act,5,5,FALSE,DVM,,,,to 113,,,,,,,
IDFxh_WA,IDFxh_WA/112,Py,Pyi,2,,FALSE,,,,,,,,,,,,
IDFxh_WA,IDFxh_WA/112,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxh_WA,IDFxh_WA/112,At,At,2,,FALSE,,,,,,,,,,,,
IDFxh_WA,IDFxh_WA/113,Sx,Sxw,2,,FALSE,,,,,,,,,,2,,
IDFxh_WA,IDFxh_WA/113,Fd,Fdi,1,,FALSE,,,,,,,,,,1,,
IDFxh_WA,IDFxh_WA/113,At,At,5,,FALSE,,,,,,,,,,5,2 to 5,
IDFxh_WA,IDFxh_WA/113,Ac,Act,2,,FALSE,,,,,,,,,,2,,
IDFxh1,IDFxh1/01,Py,Pyi,2,2,FALSE,TB,,1 to 2,,,,,,2,1,2 to 1,
IDFxh1,IDFxh1/01,Lw,Lw,1,1,FALSE,TB,,4 to 1,,,,,,1,4,1 to 4,
IDFxh1,IDFxh1/01,Fd,Fdi,2,1,FALSE,TB,,,,,,,,1,2,1 to 2,
IDFxh1,IDFxh1/01,Ep,Ep,3,3,FALSE,TB,,to 3,,,,,,3,,,
IDFxh1,IDFxh1/01,At,At,3,,FALSE,,,,,,,,,,3,,
IDFxh1,IDFxh1/02,Py,Pyi,1,1,FALSE,TB,,2 to 1,,,,,,1,,,
IDFxh1,IDFxh1/02,Fd,Fdi,2,2,FALSE,TB,,,,,,,,2,,,
IDFxh1,IDFxh1/03,Py,Pyi,1,1,FALSE,TB,,,,,,,,1,,,
IDFxh1,IDFxh1/03,Fd,Fdi,1,1,FALSE,TB,,2 to 1,,,,,,1,,,
IDFxh1,IDFxh1/04,Py,Pyi,1,1,FALSE,TB,,,,,,,,1,1,,
IDFxh1,IDFxh1/04,Lw,Lw,2,2,FALSE,TB,,to 2,,,,,,2,,,
IDFxh1,IDFxh1/04,Fd,Fdi,1,1,FALSE,TB,,2 to 1,,,,,,1,3,1 to 3,
IDFxh1,IDFxh1/05,Sx,Sxw,2,2,FALSE,TB,,to 2,,,,,,2,,,
IDFxh1,IDFxh1/05,Py,Pyi,1,1,FALSE,TB,,,,,,,,1,,,
IDFxh1,IDFxh1/05,Pl,Pli,2,2,FALSE,TB,,to 2,,,,,,2,,,
IDFxh1,IDFxh1/05,Lw,Lw,2,2,FALSE,TB,,to 2,,,,,,2,,,
IDFxh1,IDFxh1/05,Fd,Fdi,1,1,FALSE,TB,,2 to 1,,,,,,1,,,
IDFxh1,IDFxh1/05,Ep,Ep,2,2,FALSE,TB,,to 2,,,,,,2,,,
IDFxh1,IDFxh1/05,Cw,Cw,2,2,FALSE,TB,,to 2,,,,,,2,,,
IDFxh1,IDFxh1/05,At,At,2,2,FALSE,TB,,to 2,,,,,,2,,,
IDFxh1,IDFxh1/06,Sx,Sxw,1,1,FALSE,TB,,to 1,,,,,,1,,,
IDFxh1,IDFxh1/06,Py,Pyi,5,0,FALSE,TB,,1 to 0,,,,,,0,,,
IDFxh1,IDFxh1/06,Lw,Lw,2,2,FALSE,TB,,,,,,,,2,,,
IDFxh1,IDFxh1/06,Fd,Fdi,2,2,FALSE,TB,,1 to 2,,,,,,2,,,
IDFxh1,IDFxh1/06,Ep,Ep,2,2,FALSE,TB,,to 2,,,,,,2,,,
IDFxh1,IDFxh1/06,Cw,Cw,2,2,FALSE,TB,,to 2,,,,,,2,,,
IDFxh1,IDFxh1/06,At,At,3,,FALSE,,,,,,,,,,,,
IDFxh1,IDFxh1/07,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxh1,IDFxh1/07,Lw,Lw,2,,FALSE,,,,,,,,,,,,
IDFxh1,IDFxh1/07,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxh1,IDFxh1/07,Cw,Cw,3,,FALSE,,,,,,,,,,,,
IDFxh1,IDFxh1/07,At,At,3,,FALSE,,,,,,,,,,,,
IDFxh1,IDFxh1/08,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
IDFxh1,IDFxh1/08,Py,Pyi,3,,FALSE,,,,,,,,,,3,,
IDFxh1,IDFxh1/08,Pl,Pli,2,,FALSE,,,,,,,,,,2,,
IDFxh1,IDFxh1/08,Lw,Lw,3,,FALSE,,,,,,,,,,3,,
IDFxh1,IDFxh1/08,Fd,Fdi,1,,FALSE,,,,,,,,,,1,2 to 1,
IDFxh1,IDFxh1/08,Ep,Ep,2,,FALSE,,,,,,,,,,2,,
IDFxh1,IDFxh1/08,Cw,Cw,3,,FALSE,,,,,,,,,,3,,
IDFxh1,IDFxh1/08,At,At,3,,FALSE,,,,,,,,,,3,,
IDFxh1,IDFxh1/08,Ac,Act,3,,FALSE,,,,,,,,,,3,,
IDFxh2,IDFxh2/01,Py,Pyi,1,,FALSE,,,,,,,,,,1,,
IDFxh2,IDFxh2/01,Fd,Fdi,2,,FALSE,,,,,,,,,,2,1 to 2,
IDFxh2,IDFxh2/01,At,At,3,,FALSE,,,,,,,,,,3,,
IDFxh2,IDFxh2/02,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/02,Fd,Fdi,2,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/03,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/03,Fd,Fdi,2,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/04,Py,Pyi,1,,FALSE,,,,,,,,,,1,,
IDFxh2,IDFxh2/04,Fd,Fdi,3,,FALSE,,,,,,,,,,3,2 to 3,
IDFxh2,IDFxh2/05,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/05,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/06,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/06,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/06,At,At,3,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/07,Sx,Sxw,2,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/07,Py,Pyi,2,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/07,Pl,Pli,3,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/07,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/07,Ep,Ep,2,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/07,Cw,Cw,3,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/07,At,At,2,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/07,Ac,Act,3,,FALSE,,,,,,,,,,,,
IDFxh2,IDFxh2/08,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
IDFxh2,IDFxh2/08,Pl,Pli,4,,FALSE,,,,,,,,,,4,,
IDFxh2,IDFxh2/08,Fd,Fdi,1,,FALSE,,,,,,,,,,1,2 to 1,
IDFxh2,IDFxh2/08,Ep,Ep,2,,FALSE,,,,,,,,,,2,,
IDFxh2,IDFxh2/08,Cw,Cw,3,,FALSE,,,,,,,,,,3,,
IDFxh2,IDFxh2/08,At,At,2,,FALSE,,,,,,,,,,2,,
IDFxh2,IDFxh2/08,Ac,Act,2,,FALSE,,,,,,,,,,2,,
IDFxh4,IDFxh4/01,Py,Pyi,1,,FALSE,,,,,,,,,,1,,
IDFxh4,IDFxh4/01,Lw,Lw,3,,FALSE,,,,,,,,,,3,,
IDFxh4,IDFxh4/01,Fd,Fdi,2,,FALSE,,,,,,,,,,2,1 to 2,
IDFxh4,IDFxh4/01,At,At,3,,FALSE,,,,,,,,,,3,,
IDFxh4,IDFxh4/02,Py,Pyi,2,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/02,Fd,Fdi,2,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/03,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/03,Fd,Fdi,2,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/04,Py,Pyi,1,,FALSE,,,,,,,,,,1,,
IDFxh4,IDFxh4/04,Fd,Fdi,3,,FALSE,,,,,,,,,,3,2 to 3,
IDFxh4,IDFxh4/05,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/05,Fd,Fdi,2,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/06,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/06,Lw,Lw,2,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/06,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/06,At,At,3,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/07,Py,Pyi,1,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/07,Lw,Lw,2,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/07,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/07,Cw,Cw,3,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/07,At,At,3,,FALSE,,,,,,,,,,,,
IDFxh4,IDFxh4/08,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
