BGC,SS_NoSpace,Spp,SppVar,Feasible,AssessSuit,differnce,Assessor,Restrict_type,TB_Changed,WM_Comments,DM_Comments,CoastSuit,ESuit_new,AB Comment Oct-Nov 2019,ESuit_TB,ESuit_CCISS,CCISS_Change,PredSuit
CWHwh2,CWHwh2/110,Hw,Hw,1,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/110,Hm,Hm,3,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/110,Cw,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHwh2,CWHwh2/111,Yc,Yc,2,2,FALSE,AB,,,,,,2,minor restriction to Yc,,,,
CWHwh2,CWHwh2/111,Ss,Ss,3,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/111,Hw,Hw,2,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/111,Hm,Hm,2,,FALSE,,,,,,,,,,,,
CWHwh2,CWHwh2/111,Cw,Cw,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHwh2,CWHwh2/112,Yc,Yc,1,,FALSE,,,,,,,,,,1,,
CWHwh2,CWHwh2/112,Ss,Ss,2,,FALSE,,,,,,,,,,2,,
CWHwh2,CWHwh2/112,Hw,Hw,2,2,FALSE,AB,,,,,,2,2 is appropriate; rich site for Hw but acceptable growth,,2,,
CWHwh2,CWHwh2/112,Hm,Hm,3,,FALSE,,,,,,,,,,3,,
CWHwh2,CWHwh2/112,Cw,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,2,,
CWHwh2,CWHwh2/112a,Cw,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHwh2,CWHwh2/112b,Cw,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHwhz,CWHwhz/101,Pw,Pw,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/101,Mb,Mb,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/101,Dr,Dr,2,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/101,Cw,Cw,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/101,Ba,Ba,2,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/101,Ac,Act,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/102,Pw,Pw,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/102,Mb,Mb,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/102,Hw,Hw,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/102,Fd,Fdc,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/102,Ac,Act,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/110,Mb,Mb,3,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/110,Hw,Hw,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/110,Fd,Fdc,2,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/110,Dr,Dr,2,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/110,Cw,Cw,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/110,Ba,Ba,2,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/111,Hw,Hw,5,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/111,Fd,Fdc,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/111,Dr,Dr,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/111,Cw,Cw,1,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/111,Ba,Ba,2,,FALSE,,,,,,,,,,,,
CWHwhz,CWHwhz/111,Ac,Act,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/01,Yc,Yc,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/01,Ss,Ss,1,,FALSE,,,,,,,,,,1,,
CWHwm,CWHwm/01,Hw,Hw,1,,FALSE,,,,,,,,,,1,,
CWHwm,CWHwm/01,Hm,Hm,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/01,Dr,Dr,2,,FALSE,,,,,,,,,,2,,
CWHwm,CWHwm/01,Cw,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,4,,
CWHwm,CWHwm/01,Ba,Ba,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/02,Ss,Ss,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/02,Pl,Plc,1,,FALSE,,,,,,,,,,1,,
CWHwm,CWHwm/02,Hw,Hw,1,,FALSE,,,,,,,,,,1,,
CWHwm,CWHwm/02,Hm,Hm,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/02,Dr,Dr,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/02,Cw,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,4,,
CWHwm,CWHwm/03,Yc,Yc,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/03,Ss,Ss,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/03,Hw,Hw,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/03,Dr,Dr,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/03,Cw,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,,,
CWHwm,CWHwm/03,Ba,Ba,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/03,Ac,Act,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/04,Yc,Yc,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/04,Ss,Ss,1,,FALSE,,,,,,,,,,1,,
CWHwm,CWHwm/04,Hw,Hw,2,,FALSE,,,,,,,,,,2,,
CWHwm,CWHwm/04,Dr,Dr,2,2,FALSE,AB,,,,,,2,Not an alluvial site so 2 is appropriate,,2,,
CWHwm,CWHwm/04,Cw,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,4,,
CWHwm,CWHwm/04,Ba,Ba,3,,FALSE,,,,,,,,,,3,,
CWHwm,CWHwm/04,Ac,Act,2,2,FALSE,AB,,,,,,2,2 but not 1,,2,,
CWHwm,CWHwm/05,Ss,Ss,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/05,Hw,Hw,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/05,Dr,Dr,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/05,Cw,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,,,
CWHwm,CWHwm/05,Ba,Ba,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/05,Ac,Act,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/06,Ss,Ss,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/06,Dr,Dr,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/06,Cw,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,,,
CWHwm,CWHwm/06,Ba,Ba,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/06,Ac,Act,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/09,Yc,Yc,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/09,Ss,Ss,1,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/09,Hw,Hw,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/09,Hm,Hm,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/09,Dr,Dr,2,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/09,Cw,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,,,
CWHwm,CWHwm/09,Ac,Act,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/10,Yc,Yc,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHwm,CWHwm/10,Pl,Plc,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHwm,CWHwm/10,Hw,Hw,3,,FALSE,,,,,,,,,,,,
CWHwm,CWHwm/10,Cw,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw though not completely,,,,
CWHws1,CWHws1/01,Sxs,Sxs,2,,FALSE,,,,,,,,,,2,,
CWHws1,CWHws1/01,Pl,Plc,2,,FALSE,,,,,,,,,,2,,
CWHws1,CWHws1/01,Hw,Hw,1,,FALSE,,,,,,,,,,1,,
CWHws1,CWHws1/01,Dr,Dr,2,,FALSE,,,,,,,,,,2,,
CWHws1,CWHws1/01,Cw,Cw,2,,FALSE,,,,,,,,,,2,,
CWHws1,CWHws1/01,Ba,Ba,1,,FALSE,,,,,,,,,,1,,
CWHws1,CWHws1/02,Pl,Plc,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHws1,CWHws1/02,Hw,Hw,2,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/02,Cw,Cw,3,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/03,Pl,Plc,1,,FALSE,,,,,,,,,,1,,
CWHws1,CWHws1/03,Hw,Hw,1,,FALSE,,,,,,,,,,1,,
CWHws1,CWHws1/03,Cw,Cw,2,,FALSE,,,,,,,,,,2,,
CWHws1,CWHws1/03,Ba,Ba,3,,FALSE,,,,,,,,,,3,,
CWHws1,CWHws1/04,Sxs,Sxs,1,1,FALSE,AB,,,,,,1,no significant limitations; thus 1,,,,
CWHws1,CWHws1/04,Pl,Plc,3,3,FALSE,AB,,,,,,3,low natural occurrence but 3 not 5,,,,
CWHws1,CWHws1/04,Hw,Hw,2,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/04,Dr,Dr,2,2,FALSE,AB,,,,,,2,Not an alluvial site so 2 is appropriate,,,,
CWHws1,CWHws1/04,Cw,Cw,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/04,Ba,Ba,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/04,Ac,Act,2,2,FALSE,AB,,,,,,2,2 but not 1,,,,
CWHws1,CWHws1/05,Sxs,Sxs,2,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/05,Hw,Hw,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/05,Dr,Dr,2,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/05,Cw,Cw,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/05,Ba,Ba,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/06,Sxs,Sxs,2,2,FALSE,AB,,,,,,2,2 ok,,2,,
CWHws1,CWHws1/06,Hw,Hw,2,2,FALSE,AB,,,,,,2,2 is appropriate; rich site for Hw but acceptable growth,,2,,
CWHws1,CWHws1/06,Dr,Dr,2,2,FALSE,AB,,,,,,2,Not an alluvial site so 2 is appropriate,,2,,
CWHws1,CWHws1/06,Cw,Cw,1,,FALSE,,,,,,,,,,1,,
CWHws1,CWHws1/06,Ba,Ba,1,,FALSE,,,,,,,,,,1,,
CWHws1,CWHws1/06,Ac,Act,2,2,FALSE,AB,,,,,,2,2 but not 1,,2,,
CWHws1,CWHws1/07,Sxs,Sxs,2,2,FALSE,AB,,,,,,2,2 ok,,,,
CWHws1,CWHws1/07,Hw,Hw,2,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/07,Dr,Dr,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/07,Cw,Cw,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/07,Ba,Ba,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/07,Ac,Act,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/08,Sxs,Sxs,2,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/08,Hw,Hw,3,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/08,Dr,Dr,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/08,Cw,Cw,2,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/08,Ba,Ba,2,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/08,Ac,Act,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/09,Dr,Dr,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/09,Ac,Act,1,1,FALSE,AB,,,,,,1,leave as 1,,,,
CWHws1,CWHws1/10,Pl,Plc,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHws1,CWHws1/10,Hw,Hw,3,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/10,Cw,Cw,3,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/11,Sxs,Sxs,2,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/11,Hw,Hw,3,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/11,Dr,Dr,2,2,FALSE,AB,,,,,,2,Not an alluvial site so 2 is appropriate,,,,
CWHws1,CWHws1/11,Cw,Cw,1,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/11,Ba,Ba,3,,FALSE,,,,,,,,,,,,
CWHws1,CWHws1/11,Ac,Act,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/01,Sxs,Sxs,2,,FALSE,,,,,,,,,,2,,
CWHws2,CWHws2/01,Pl,Plc,2,,FALSE,,,,,,,,,,2,,
CWHws2,CWHws2/01,Hw,Hw,1,,FALSE,,,,,,,,,,1,,
CWHws2,CWHws2/01,Hm,Hm,3,,FALSE,,,,,,,,,,3,,
CWHws2,CWHws2/01,Ep,Ep,3,,FALSE,,,,,,,,,,3,,
CWHws2,CWHws2/01,Dr,Dr,2,,FALSE,,,,,,,,,,2,,
CWHws2,CWHws2/01,Cw,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,2,,
CWHws2,CWHws2/01,Bl,Bl,2,,FALSE,,,,,,,,,,2,,
CWHws2,CWHws2/01,Ba,Ba,1,,FALSE,,,,,,,,,,1,,
CWHws2,CWHws2/01,Ac,Act,3,,FALSE,,,,,,,,,,3,,
CWHws2,CWHws2/02,Pl,Plc,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHws2,CWHws2/02,Hw,Hw,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/02,Hm,Hm,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/02,Ep,Ep,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/02,Cw,Cw,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHws2,CWHws2/03,Pl,Plc,1,,FALSE,,,,,,,,,,1,,
CWHws2,CWHws2/03,Hw,Hw,1,,FALSE,,,,,,,,,,1,,
CWHws2,CWHws2/03,Hm,Hm,3,,FALSE,,,,,,,,,,3,,
CWHws2,CWHws2/03,Fd,Fdc,3,3,FALSE,AB,,,,,3,2,geographic and low elevation restrictions,,2,,
CWHws2,CWHws2/03,Ep,Ep,3,,FALSE,,,,,,,,,,3,,
CWHws2,CWHws2/03,Dr,Dr,2,,FALSE,,,,,,,,,,2,,
CWHws2,CWHws2/03,Cw,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,2,,
CWHws2,CWHws2/03,Ba,Ba,3,,FALSE,,,,,,,,,,3,,
CWHws2,CWHws2/03,Ac,Act,3,,FALSE,,,,,,,,,,3,,
CWHws2,CWHws2/04,Sxs,Sxs,2,2,FALSE,AB,,,,,,2,2 ok,,,,
CWHws2,CWHws2/04,Hw,Hw,2,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/04,Hm,Hm,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/04,Ep,Ep,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/04,Dr,Dr,2,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/04,Cw,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHws2,CWHws2/04,Bl,Bl,2,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/04,Ba,Ba,1,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/04,Ac,Act,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/05,Sxs,Sxs,2,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/05,Hw,Hw,1,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/05,Ep,Ep,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/05,Dr,Dr,2,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/05,Cw,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHws2,CWHws2/05,Bl,Bl,2,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/05,Ba,Ba,1,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/05,Ac,Act,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/06,Sxs,Sxs,2,2,FALSE,AB,,,,,,2,2 ok,,2,,
CWHws2,CWHws2/06,Hw,Hw,2,,FALSE,,,,,,,,,,2,,
CWHws2,CWHws2/06,Ep,Ep,3,,FALSE,,,,,,,,,,3,,
CWHws2,CWHws2/06,Dr,Dr,2,2,FALSE,AB,,,,,,2,Not an alluvial site so 2 is appropriate,,2,,
CWHws2,CWHws2/06,Cw,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,2,,
CWHws2,CWHws2/06,Bl,Bl,2,,FALSE,,,,,,,,,,2,,
CWHws2,CWHws2/06,Ba,Ba,1,1,FALSE,AB,,,,,,1,"Suitability similar to 04, 05, 07 which remain as 1; no change justified",,1,,
CWHws2,CWHws2/06,Ac,Act,2,2,FALSE,AB,,,,,,2,2 but not 1,,2,,
CWHws2,CWHws2/07,Sxs,Sxs,2,2,FALSE,AB,,,,,,2,depends how Sx is treated in CWHws2; Ss (more correctly Sxs) given a 2 while Sx (more typical of ICH and SBS) is given a 5; just need to be consistent throughout; should probably delete Sx,,,,
CWHws2,CWHws2/07,Hw,Hw,2,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/07,Ep,Ep,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/07,Dr,Dr,1,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/07,Cw,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHws2,CWHws2/07,Bl,Bl,2,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/07,Ba,Ba,1,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/07,Ac,Act,1,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/08,Sxs,Sxs,2,,FALSE,,,,,,,,depends how Sx is treated in CWHws2; Ss (more correctly Sxs) given a 2 while Sx (more typical of ICH and SBS) is given a 5; just need to be consistent throughout; should probably delete Sx,,,,
CWHws2,CWHws2/08,Hw,Hw,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/08,Ep,Ep,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/08,Dr,Dr,1,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/08,Cw,Cw,2,2,FALSE,HAK/SS,,,,,2,,,,,,
CWHws2,CWHws2/08,Bl,Bl,2,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/08,Ba,Ba,2,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/08,Ac,Act,1,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/09,Ep,Ep,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/09,Dr,Dr,1,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/09,Ac,Act,1,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/10,Pl,Plc,2,2,FALSE,AB,,,,,,2,productivity limitations,,,,
CWHws2,CWHws2/10,Hw,Hw,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/10,Hm,Hm,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/10,Ep,Ep,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/10,Cw,Cw,3,3,FALSE,HAK/SS,,,,,3,,,,,,
CWHws2,CWHws2/11,Sxs,Sxs,2,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/11,Hw,Hw,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/11,Ep,Ep,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/11,Dr,Dr,2,2,FALSE,AB,,,,,,2,Not an alluvial site so 2 is appropriate,,,,
CWHws2,CWHws2/11,Cw,Cw,2,2,FALSE,AB,,,,,2,2,productivity limitations,,,,
CWHws2,CWHws2/11,Ba,Ba,3,,FALSE,,,,,,,,,,,,
CWHws2,CWHws2/11,Ac,Act,2,2,FALSE,AB,,,,,,2,2 but not 1,,,,
CWHxm_OR,CWHxm_OR/101,Ra,Ra,3,,FALSE,,,,,,,,,,3,,
CWHxm_OR,CWHxm_OR/101,Oy,Oy,3,,FALSE,,,,,,,,,,3,,
CWHxm_OR,CWHxm_OR/101,Oa,Oa,2,,FALSE,,,,,,,,,,2,,
CWHxm_OR,CWHxm_OR/101,Mb,Mb,2,,FALSE,,,,,,,,,,2,,
CWHxm_OR,CWHxm_OR/101,Hw,Hw,1,,FALSE,,,,,,,,,,1,,
CWHxm_OR,CWHxm_OR/101,Fd,Fdc,1,,FALSE,,,,,,,,,,1,,
CWHxm_OR,CWHxm_OR/101,Dr,Dr,3,,FALSE,,,,,,,,,,3,,
CWHxm_OR,CWHxm_OR/101,Cw,Cw,2,,FALSE,,,,,,,,,,2,,
CWHxm_OR,CWHxm_OR/101,Bg,Bg,3,,FALSE,,,,,,,,,,3,,
CWHxm_OR,CWHxm_OR/102,Ra,Ra,2,2,FALSE,DVM,,,,changed 3 to 2,,,,,,,
CWHxm_OR,CWHxm_OR/102,Qg,Qg,3,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/102,Oy,Oy,5,5,FALSE,DVM,,,,to new 103,,,,,,,
CWHxm_OR,CWHxm_OR/102,Oa,Oa,5,5,FALSE,DVM,,,,to moister units,,,,,,,
CWHxm_OR,CWHxm_OR/102,Mb,Mb,5,5,FALSE,DVM,,,,to moister units,,,,,,,
CWHxm_OR,CWHxm_OR/102,Hw,Hw,5,5,FALSE,DVM,,,,to new 103,,,,,,,
CWHxm_OR,CWHxm_OR/102,Fd,Fdc,1,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/102,Cw,Cw,5,5,FALSE,DVM,,,,to new 103,,,,,,,
CWHxm_OR,CWHxm_OR/103,Ra,Ra,3,,FALSE,,,,,,,,,,3,,
CWHxm_OR,CWHxm_OR/103,Qg,Qg,3,,FALSE,,,,,,,,,,3,,
CWHxm_OR,CWHxm_OR/103,Oy,Oy,3,,FALSE,,,,,,,,,,3,,
CWHxm_OR,CWHxm_OR/103,Hw,Hw,2,,FALSE,,,,,,,,,,2,,
CWHxm_OR,CWHxm_OR/103,Fd,Fdc,1,,FALSE,,,,,,,,,,1,,
CWHxm_OR,CWHxm_OR/103,Cw,Cw,3,,FALSE,,,,,,,,,,3,,
CWHxm_OR,CWHxm_OR/110,Oa,Oa,3,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/110,Mb,Mb,2,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/110,Hw,Hw,1,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/110,Fd,Fdc,2,2,FALSE,DVM,,,,changed 1 to 2,,,,,,,
CWHxm_OR,CWHxm_OR/110,Dr,Dr,2,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/110,Cw,Cw,1,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/110,Bg,Bg,3,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/111,Mb,Mb,2,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/111,Hw,Hw,1,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/111,Fd,Fdc,2,2,FALSE,DVM,,,,changed 1 to 2,,,,,,,
CWHxm_OR,CWHxm_OR/111,Dr,Dr,2,2,FALSE,DVM,,,,changed 1 to 2,,,,,,,
CWHxm_OR,CWHxm_OR/111,Cw,Cw,1,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/111,Bg,Bg,3,3,FALSE,DVM,,,,BGC incorrect; changed 1 to 3,,,,,,,
CWHxm_OR,CWHxm_OR/112,Og,Og,2,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/112,Oa,Oa,3,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/112,Mb,Mb,2,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/112,Hw,Hw,2,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/112,Fd,Fdc,1,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/112,Dr,Dr,2,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/112,Cw,Cw,1,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/112,Bg,Bg,2,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/112,Ac,Act,2,,FALSE,,,,,,,,,,,,
CWHxm_OR,CWHxm_OR/113,Og,Og,2,,FALSE,,,,,,,,,,2,,
CWHxm_OR,CWHxm_OR/113,Mb,Mb,2,,FALSE,,,,,,,,,,2,,
CWHxm_OR,CWHxm_OR/113,Hw,Hw,2,,FALSE,,,,,,,,,,2,,
CWHxm_OR,CWHxm_OR/113,Fd,Fdc,1,,FALSE,,,,,,,,,,1,3 to 1,
CWHxm_OR,CWHxm_OR/113,Dr,Dr,2,,FALSE,,,,,,,,,,2,,
CWHxm_OR,CWHxm_OR/113,Cw,Cw,1,,FALSE,,,,,,,,,,1,,
CWHxm_OR,CWHxm_OR/113,Bg,Bg,2,,FALSE,,,,,,,,,,2,,
CWHxm_OR,CWHxm_OR/113,Ac,Act,2,,FALSE,,,,,,,,,,2,,
CWHxm_WA,CWHxm_WA/101,Pl,Plc,3,,FALSE,,,,,,,,,,3,,
CWHxm_WA,CWHxm_WA/101,Mb,Mb,2,2,FALSE,DVM,,,,changed 3 to 2,,,,,2,,
CWHxm_WA,CWHxm_WA/101,Hw,Hw,2,,FALSE,,,,,,,,,,2,,
CWHxm_WA,CWHxm_WA/101,Fd,Fdc,1,,FALSE,,,,,,,,,,1,,
CWHxm_WA,CWHxm_WA/101,Dr,Dr,2,,FALSE,,,,,,,,,,2,,
CWHxm_WA,CWHxm_WA/101,Cw,Cw,2,,FALSE,,,,,,,,,,2,,
CWHxm_WA,CWHxm_WA/101,Bg,Bg,3,5,FALSE,DVM,,,added back in as 3,to moister units; 6% FIA,,,,,3,5 to 3,
CWHxm_WA,CWHxm_WA/102,Ra,Ra,3,,FALSE,,,,,,,,,,,,
CWHxm_WA,CWHxm_WA/102,Pl,Plc,2,,FALSE,,,,,,,,,,,,
CWHxm_WA,CWHxm_WA/102,Mb,Mb,5,5,FALSE,DVM,,,,to new 103,,,,,,,
CWHxm_WA,CWHxm_WA/102,Fd,Fdc,1,,FALSE,,,,,,,,,,,,
CWHxm_WA,CWHxm_WA/102,Dr,Dr,5,5,FALSE,DVM,,,,to new 103,,,,,,,
CWHxm_WA,CWHxm_WA/102,Cw,Cw,5,5,FALSE,DVM,,,,to new 103,,,,,,,
CWHxm_WA,CWHxm_WA/102,Bg,Bg,5,5,FALSE,DVM,,,,to moister units,,,,,,,
CWHxm_WA,CWHxm_WA/103,Qg,Qg,3,,FALSE,,,,,,,,,,3, to 3,
CWHxm_WA,CWHxm_WA/103,Mb,Mb,3,,FALSE,,,,,,,,,,3,,
