SiteNo,RastID
6092027,17948
6092028,17638
6092029,17328
6092031,16863
6092032,16553
6092033,16243
6092035,15778
6092036,15468
6092038,15003
6092039,14693
6092040,14383
6092042,13918
6092043,13608
6092044,13298
6092046,12833
6092047,12523
6092049,12058
6092050,11748
6092051,11438
6092053,10973
6092054,10663
6092055,10353
6092057,9888
6092058,9578
6092059,9268
6092061,8803
6092062,8493
6092064,8028
6092065,7718
6092066,7408
6092068,6943
6092069,6633
6092070,6323
6092072,5858
6092073,5548
6092074,5238
6092076,4773
6092077,4463
6092079,3998
6092080,3688
6092081,3378
6092083,2913
6092084,2603
6092085,2293
6092087,1828
6092088,1518
6092090,1053
6092091,743
6092092,433
6092669,26319
6092670,26164
6092671,25854
6092672,25544
6092673,25234
6092674,25079
6092675,24769
6092676,24459
6092677,24149
6092678,23994
6092679,23684
6092680,23374
6092681,23219
6092682,22909
6092683,22599
6092684,22289
6092685,22134
6092686,21824
6092687,21514
6092688,21204
6092689,21049
6092690,20739
6092691,20429
6092692,20119
6092693,19964
6092694,19654
6092695,19344
6092696,19189
6092697,18879
6092698,18569
6092699,18259
6092700,18104
6092701,17794
6092702,17484
6092703,17174
6092704,17019
6092705,16709
6092706,16399
6092707,16089
6092708,15934
6092709,15624
6092710,15314
6092711,15159
6092712,14849
6092713,14539
6092714,14229
6092715,14074
6092716,13764
6092717,13454
6092718,13144
6092719,12989
6092720,12679
6092721,12369
6092722,12214
6092723,11904
6092724,11594
6092725,11284
6092726,11129
6092727,10819
6092728,10509
6092729,10199
6092730,10044
6092731,9734
6092732,9424
6092733,9114
6092734,8959
6092735,8649
6092736,8339
6092737,8184
6092738,7874
6092739,7564
6092740,7254
6092741,7099
6092742,6789
6092743,6479
6092744,6169
6092745,6014
6092746,5704
6092747,5394
6092748,5084
6092749,4929
6092750,4619
6092751,4309
6092752,4154
6092753,3844
6092754,3534
6092755,3224
6092756,3069
6092757,2759
6092758,2449
6092759,2139
6092760,1984
6092761,1674
6092762,1364
6092763,1209
6092764,899
6092765,589
6092766,279
6092767,124
6093342,26474
6093344,26009
6093345,25699
6093346,25389
6093348,24924
6093349,24614
6093350,24304
6093352,23839
6093353,23529
6093355,23064
6093356,22754
6093357,22444
6093359,21979
6093360,21669
6093361,21359
6093363,20894
6093364,20584
6093365,20274
6093367,19809
6093368,19499
6093370,19034
6093371,18724
6093372,18414
6093374,17949
6093375,17639
6093376,17329
6093378,16864
6093379,16554
6093380,16244
6093382,15779
6093383,15469
6093385,15004
6093386,14694
6093387,14384
6093389,13919
6093390,13609
6093391,13299
6093393,12834
6093394,12524
6093396,12059
6093397,11749
6093398,11439
6093400,10974
6093401,10664
6093402,10354
6093404,9889
6093405,9579
6093406,9269
6093408,8804
6093409,8494
6093411,8029
6093412,7719
6093413,7409
6093415,6944
6093416,6634
6093417,6324
6093419,5859
6093420,5549
6093421,5239
6093423,4774
6093424,4464
6093426,3999
6093427,3689
6093428,3379
6093430,2914
6093431,2604
6093432,2294
6093434,1829
6093435,1519
6093437,1054
6093438,744
6093439,434
6094016,26320
6094017,26165
6094018,25855
6094019,25545
6094020,25235
6094021,25080
6094022,24770
6094023,24460
6094024,24150
6094025,23995
6094026,23685
6094027,23375
6094028,23220
6094029,22910
6094030,22600
6094031,22290
6094032,22135
6094033,21825
6094034,21515
6094035,21205
6094036,21050
6094037,20740
6094038,20430
6094039,20120
6094040,19965
6094041,19655
6094042,19345
6094043,19190
6094044,18880
6094045,18570
6094046,18260
6094047,18105
6094048,17795
6094049,17485
6094050,17175
6094051,17020
6094052,16710
6094053,16400
6094054,16090
6094055,15935
6094056,15625
6094057,15315
6094058,15160
6094059,14850
6094060,14540
6094061,14230
6094062,14075
6094063,13765
6094064,13455
6094065,13145
6094066,12990
6094067,12680
6094068,12370
6094069,12215
6094070,11905
6094071,11595
6094072,11285
6094073,11130
6094074,10820
6094075,10510
6094076,10200
6094077,10045
6094078,9735
6094079,9425
6094080,9115
6094081,8960
6094082,8650
6094083,8340
6094084,8185
6094085,7875
6094086,7565
6094087,7255
6094088,7100
6094089,6790
6094090,6480
6094091,6170
6094092,6015
6094093,5705
6094094,5395
6094095,5085
6094096,4930
6094097,4620
6094098,4310
6094099,4155
6094100,3845
6094101,3535
6094102,3225
6094103,3070
6094104,2760
6094105,2450
6094106,2140
6094107,1985
6094108,1675
6094109,1365
6094110,1210
6094111,900
6094112,590
6094113,280
6094114,125
6094688,26475
6094690,26010
6094691,25700
6094692,25390
6094694,24925
6094695,24615
6094696,24305
6094698,23840
6094699,23530
6094701,23065
6094702,22755
6094703,22445
6094705,21980
6094706,21670
6094707,21360
6094709,20895
6094710,20585
6094711,20275
6094713,19810
6094714,19500
6094716,19035
6094717,18725
6094718,18415
6094720,17950
6094721,17640
6094722,17330
6094724,16865
6094725,16555
6094726,16245
6094728,15780
6094729,15470
6094731,15005
6094732,14695
6094733,14385
6094735,13920
6094736,13610
6094737,13300
6094739,12835
6094740,12525
6094742,12060
6094743,11750
6094744,11440
6094746,10975
6094747,10665
6094748,10355
6094750,9890
6094751,9580
6094752,9270
6094754,8805
6094755,8495
6094757,8030
6094758,7720
6094759,7410
6094761,6945
6094762,6635
6094763,6325
6094765,5860
6094766,5550
6094767,5240
6094769,4775
6094770,4465
6094772,4000
6094773,3690
6094774,3380
6094776,2915
6094777,2605
6094778,2295
6094780,1830
6094781,1520
6094783,1055
6094784,745
6094785,435
6095361,26321
6095362,26166
6095363,25856
6095364,25546
6095365,25236
6095366,25081
6095367,24771
6095368,24461
6095369,24151
6095370,23996
6095371,23686
6095372,23376
6095373,23221
6095374,22911
6095375,22601
6095376,22291
6095377,22136
6095378,21826
6095379,21516
6095380,21206
6095381,21051
6095382,20741
6095383,20431
6095384,20121
6095385,19966
6095386,19656
6095387,19346
6095388,19191
6095389,18881
6095390,18571
6095391,18261
6095392,18106
6095393,17796
6095394,17486
6095395,17176
6095396,17021
6095397,16711
6095398,16401
6095399,16091
6095400,15936
6095401,15626
6095402,15316
6095403,15161
6095404,14851
6095405,14541
6095406,14231
6095407,14076
6095408,13766
6095409,13456
6095410,13146
6095411,12991
6095412,12681
6095413,12371
6095414,12216
6095415,11906
6095416,11596
6095417,11286
6095418,11131
6095419,10821
6095420,10511
6095421,10201
6095422,10046
6095423,9736
6095424,9426
6095425,9116
6095426,8961
6095427,8651
6095428,8341
6095429,8186
6095430,7876
6095431,7566
6095432,7256
6095433,7101
6095434,6791
6095435,6481
6095436,6171
6095437,6016
6095438,5706
6095439,5396
6095440,5086
6095441,4931
6095442,4621
6095443,4311
6095444,4156
6095445,3846
6095446,3536
6095447,3226
6095448,3071
6095449,2761
6095450,2451
6095451,2141
6095452,1986
6095453,1676
6095454,1366
6095455,1211
6095456,901
6095457,591
6095458,281
6095459,126
6096032,26476
6096034,26011
6096035,25701
6096036,25391
6096038,24926
6096039,24616
6096040,24306
6096042,23841
6096043,23531
6096045,23066
6096046,22756
6096047,22446
6096049,21981
6096050,21671
6096051,21361
6096053,20896
6096054,20586
6096055,20276
6096057,19811
6096058,19501
6096060,19036
6096061,18726
6096062,18416
6096064,17951
6096065,17641
6096066,17331
6096068,16866
6096069,16556
6096070,16246
6096072,15781
6096073,15471
6096075,15006
6096076,14696
6096077,14386
6096079,13921
6096080,13611
6096081,13301
6096083,12836
6096084,12526
6096086,12061
6096087,11751
6096088,11441
6096090,10976
6096091,10666
6096092,10356
6096094,9891
6096095,9581
6096096,9271
6096098,8806
6096099,8496
6096101,8031
6096102,7721
6096103,7411
6096105,6946
6096106,6636
6096107,6326
6096109,5861
6096110,5551
6096111,5241
6096113,4776
6096114,4466
6096116,4001
6096117,3691
6096118,3381
6096120,2916
6096121,2606
6096122,2296
6096124,1831
6096125,1521
6096127,1056
6096128,746
6096129,436
6096705,26322
6096706,26167
6096707,25857
6096708,25547
6096709,25237
6096710,25082
6096711,24772
6096712,24462
6096713,24152
6096714,23997
6096715,23687
6096716,23377
6096717,23222
6096718,22912
6096719,22602
6096720,22292
6096721,22137
6096722,21827
6096723,21517
6096724,21207
6096725,21052
6096726,20742
6096727,20432
6096728,20122
6096729,19967
6096730,19657
6096731,19347
6096732,19192
6096733,18882
6096734,18572
6096735,18262
6096736,18107
6096737,17797
6096738,17487
6096739,17177
6096740,17022
6096741,16712
6096742,16402
6096743,16092
6096744,15937
6096745,15627
6096746,15317
6096747,15162
6096748,14852
6096749,14542
6096750,14232
6096751,14077
6096752,13767
6096753,13457
6096754,13147
6096755,12992
6096756,12682
6096757,12372
6096758,12217
6096759,11907
6096760,11597
6096761,11287
6096762,11132
6096763,10822
6096764,10512
6096765,10202
6096766,10047
6096767,9737
6096768,9427
6096769,9117
6096770,8962
6096771,8652
6096772,8342
6096773,8187
6096774,7877
6096775,7567
6096776,7257
6096777,7102
6096778,6792
6096779,6482
6096780,6172
6096781,6017
6096782,5707
6096783,5397
6096784,5087
6096785,4932
6096786,4622
6096787,4312
6096788,4157
6096789,3847
6096790,3537
6096791,3227
6096792,3072
6096793,2762
6096794,2452
6096795,2142
6096796,1987
6096797,1677
6096798,1367
6096799,1212
6096800,902
6096801,592
6096802,282
6096803,127
6097377,26477
6097379,26012
6097380,25702
6097381,25392
6097383,24927
6097384,24617
6097385,24307
6097387,23842
6097388,23532
6097390,23067
6097391,22757
6097392,22447
6097394,21982
6097395,21672
6097396,21362
6097398,20897
6097399,20587
6097400,20277
6097402,19812
6097403,19502
6097405,19037
6097406,18727
6097407,18417
6097409,17952
6097410,17642
6097411,17332
6097413,16867
6097414,16557
6097415,16247
6097417,15782
6097418,15472
6097420,15007
6097421,14697
6097422,14387
6097424,13922
6097425,13612
6097426,13302
6097428,12837
6097429,12527
6097431,12062
6097432,11752
6097433,11442
6097435,10977
6097436,10667
6097437,10357
6097439,9892
6097440,9582
6097441,9272
6097443,8807
6097444,8497
6097446,8032
6097447,7722
6097448,7412
6097450,6947
6097451,6637
6097452,6327
6097454,5862
6097455,5552
6097456,5242
6097458,4777
6097459,4467
6097461,4002
6097462,3692
6097463,3382
6097465,2917
6097466,2607
6097467,2297
6097469,1832
6097470,1522
6097472,1057
6097473,747
6097474,437
6098050,26323
6098051,26168
6098052,25858
6098053,25548
6098054,25238
6098055,25083
6098056,24773
6098057,24463
6098058,24153
6098059,23998
6098060,23688
6098061,23378
6098062,23223
6098063,22913
6098064,22603
6098065,22293
6098066,22138
6098067,21828
6098068,21518
6098069,21208
6098070,21053
6098071,20743
6098072,20433
6098073,20123
6098074,19968
6098075,19658
6098076,19348
6098077,19193
6098078,18883
6098079,18573
6098080,18263
6098081,18108
6098082,17798
6098083,17488
6098084,17178
6098085,17023
6098086,16713
6098087,16403
6098088,16093
6098089,15938
6098090,15628
6098091,15318
6098092,15163
6098093,14853
6098094,14543
6098095,14233
6098096,14078
6098097,13768
6098098,13458
6098099,13148
6098100,12993
6098101,12683
6098102,12373
6098103,12218
6098104,11908
6098105,11598
6098106,11288
6098107,11133
6098108,10823
6098109,10513
6098110,10203
6098111,10048
6098112,9738
6098113,9428
6098114,9118
6098115,8963
6098116,8653
6098117,8343
6098118,8188
6098119,7878
6098120,7568
6098121,7258
6098122,7103
6098123,6793
6098124,6483
6098125,6173
6098126,6018
6098127,5708
6098128,5398
6098129,5088
6098130,4933
6098131,4623
6098132,4313
6098133,4158
6098134,3848
6098135,3538
6098136,3228
6098137,3073
6098138,2763
6098139,2453
6098140,2143
6098141,1988
6098142,1678
6098143,1368
6098144,1213
6098145,903
6098146,593
6098147,283
6098148,128
6098722,26478
6098724,26013
6098725,25703
6098726,25393
6098728,24928
6098729,24618
6098730,24308
6098732,23843
6098733,23533
6098735,23068
6098736,22758
6098737,22448
6098739,21983
6098740,21673
6098741,21363
6098743,20898
6098744,20588
6098745,20278
6098747,19813
6098748,19503
6098750,19038
6098751,18728
6098752,18418
6098754,17953
6098755,17643
6098756,17333
6098758,16868
6098759,16558
6098760,16248
6098762,15783
6098763,15473
6098765,15008
6098766,14698
6098767,14388
6098769,13923
6098770,13613
6098771,13303
6098773,12838
6098774,12528
6098776,12063
6098777,11753
6098778,11443
6098780,10978
6098781,10668
6098782,10358
6098784,9893
6098785,9583
6098786,9273
6098788,8808
6098789,8498
6098791,8033
6098792,7723
6098793,7413
6098795,6948
6098796,6638
6098797,6328
6098799,5863
6098800,5553
6098801,5243
6098803,4778
6098804,4468
6098806,4003
6098807,3693
6098808,3383
6098810,2918
6098811,2608
6098812,2298
6098814,1833
6098815,1523
6098817,1058
6098818,748
6098819,438
6099396,26324
6099397,26169
6099398,25859
6099399,25549
6099400,25239
6099401,25084
6099402,24774
6099403,24464
6099404,24154
6099405,23999
6099406,23689
6099407,23379
6099408,23224
6099409,22914
6099410,22604
6099411,22294
6099412,22139
6099413,21829
6099414,21519
6099415,21209
6099416,21054
6099417,20744
6099418,20434
6099419,20124
6099420,19969
6099421,19659
6099422,19349
6099423,19194
6099424,18884
6099425,18574
6099426,18264
6099427,18109
6099428,17799
6099429,17489
6099430,17179
6099431,17024
6099432,16714
6099433,16404
6099434,16094
6099435,15939
6099436,15629
6099437,15319
6099438,15164
6099439,14854
6099440,14544
6099441,14234
6099442,14079
6099443,13769
6099444,13459
6099445,13149
6099446,12994
6099447,12684
6099448,12374
6099449,12219
6099450,11909
6099451,11599
6099452,11289
6099453,11134
6099454,10824
6099455,10514
6099456,10204
6099457,10049
6099458,9739
6099459,9429
6099460,9119
6099461,8964
6099462,8654
6099463,8344
6099464,8189
6099465,7879
6099466,7569
6099467,7259
6099468,7104
6099469,6794
6099470,6484
6099471,6174
6099472,6019
6099473,5709
6099474,5399
6099475,5089
6099476,4934
6099477,4624
6099478,4314
6099479,4159
6099480,3849
6099481,3539
6099482,3229
6099483,3074
6099484,2764
6099485,2454
6099486,2144
6099487,1989
6099488,1679
6099489,1369
6099490,1214
6099491,904
6099492,594
6099493,284
6099494,129
6100068,26479
6100070,26014
6100071,25704
6100072,25394
6100074,24929
6100075,24619
6100076,24309
6100078,23844
6100079,23534
6100081,23069
6100082,22759
6100083,22449
6100085,21984
6100086,21674
6100087,21364
6100089,20899
6100090,20589
6100091,20279
6100093,19814
6100094,19504
6100096,19039
6100097,18729
6100098,18419
6100100,17954
6100101,17644
6100102,17334
6100104,16869
6100105,16559
6100106,16249
6100108,15784
6100109,15474
6100111,15009
6100112,14699
6100113,14389
6100115,13924
6100116,13614
6100117,13304
6100119,12839
6100120,12529
6100122,12064
6100123,11754
6100124,11444
6100126,10979
6100127,10669
6100128,10359
6100130,9894
6100131,9584
6100132,9274
6100134,8809
6100135,8499
6100137,8034
6100138,7724
6100139,7414
6100141,6949
6100142,6639
6100143,6329
6100145,5864
6100146,5554
6100147,5244
6100149,4779
6100150,4469
6100152,4004
6100153,3694
6100154,3384
6100156,2919
6100157,2609
6100158,2299
6100160,1834
6100161,1524
6100163,1059
6100164,749
6100165,439
6100742,26325
6100743,26170
6100744,25860
6100745,25550
6100746,25240
6100747,25085
6100748,24775
6100749,24465
6100750,24155
6100751,24000
6100752,23690
6100753,23380
6100754,23225
6100755,22915
6100756,22605
6100757,22295
6100758,22140
6100759,21830
6100760,21520
6100761,21210
6100762,21055
6100763,20745
6100764,20435
6100765,20125
6100766,19970
6100767,19660
6100768,19350
6100769,19195
6100770,18885
6100771,18575
6100772,18265
6100773,18110
6100774,17800
6100775,17490
6100776,17180
6100777,17025
6100778,16715
6100779,16405
6100780,16095
6100781,15940
6100782,15630
6100783,15320
6100784,15165
6100785,14855
6100786,14545
6100787,14235
6100788,14080
6100789,13770
6100790,13460
6100791,13150
6100792,12995
6100793,12685
6100794,12375
6100795,12220
6100796,11910
6100797,11600
6100798,11290
6100799,11135
6100800,10825
6100801,10515
6100802,10205
6100803,10050
6100804,9740
6100805,9430
6100806,9120
6100807,8965
6100808,8655
6100809,8345
6100810,8190
6100811,7880
6100812,7570
6100813,7260
6100814,7105
6100815,6795
6100816,6485
6100817,6175
6100818,6020
6100819,5710
6100820,5400
6100821,5090
6100822,4935
6100823,4625
6100824,4315
6100825,4160
6100826,3850
6100827,3540
6100828,3230
6100829,3075
6100830,2765
6100831,2455
6100832,2145
6100833,1990
6100834,1680
6100835,1370
6100836,1215
6100837,905
6100838,595
6100839,285
6100840,130
6101415,26480
6101417,26015
6101418,25705
6101419,25395
6101421,24930
6101422,24620
6101423,24310
6101425,23845
6101426,23535
6101428,23070
6101429,22760
6101430,22450
6101432,21985
6101433,21675
6101434,21365
6101436,20900
6101437,20590
6101438,20280
6101440,19815
6101441,19505
6101443,19040
6101444,18730
6101445,18420
6101447,17955
6101448,17645
6101449,17335
6101451,16870
6101452,16560
6101453,16250
6101455,15785
6101456,15475
6101458,15010
6101459,14700
6101460,14390
6101462,13925
6101463,13615
6101464,13305
6101466,12840
6101467,12530
6101469,12065
6101470,11755
6101471,11445
6101473,10980
6101474,10670
6101475,10360
6101477,9895
6101478,9585
6101479,9275
6101481,8810
6101482,8500
6101484,8035
6101485,7725
6101486,7415
6101488,6950
6101489,6640
6101490,6330
6101492,5865
6101493,5555
6101494,5245
6101496,4780
6101497,4470
6101499,4005
6101500,3695
6101501,3385
6101503,2920
6101504,2610
6101505,2300
6101507,1835
6101508,1525
6101510,1060
6101511,750
6101512,440
6102088,26326
6102089,26171
6102090,25861
6102091,25551
6102092,25241
6102093,25086
6102094,24776
6102095,24466
6102096,24156
6102097,24001
6102098,23691
6102099,23381
6102100,23226
6102101,22916
6102102,22606
6102103,22296
6102104,22141
6102105,21831
6102106,21521
6102107,21211
6102108,21056
6102109,20746
6102110,20436
6102111,20126
6102112,19971
6102113,19661
6102114,19351
6102115,19196
6102116,18886
6102117,18576
6102118,18266
6102119,18111
6102120,17801
6102121,17491
6102122,17181
6102123,17026
6102124,16716
6102125,16406
6102126,16096
6102127,15941
6102128,15631
6102129,15321
6102130,15166
6102131,14856
6102132,14546
6102133,14236
6102134,14081
6102135,13771
6102136,13461
6102137,13151
6102138,12996
6102139,12686
6102140,12376
6102141,12221
6102142,11911
6102143,11601
6102144,11291
6102145,11136
6102146,10826
6102147,10516
6102148,10206
6102149,10051
6102150,9741
6102151,9431
6102152,9121
6102153,8966
6102154,8656
6102155,8346
6102156,8191
6102157,7881
6102158,7571
6102159,7261
6102160,7106
6102161,6796
6102162,6486
6102163,6176
6102164,6021
6102165,5711
6102166,5401
6102167,5091
6102168,4936
6102169,4626
6102170,4316
6102171,4161
6102172,3851
6102173,3541
6102174,3231
6102175,3076
6102176,2766
6102177,2456
6102178,2146
6102179,1991
6102180,1681
6102181,1371
6102182,1216
6102183,906
6102184,596
6102185,286
6102186,131
6102760,26481
6102762,26016
6102763,25706
6102764,25396
6102766,24931
6102767,24621
6102768,24311
6102770,23846
6102771,23536
6102773,23071
6102774,22761
6102775,22451
6102777,21986
6102778,21676
6102779,21366
6102781,20901
6102782,20591
6102783,20281
6102785,19816
6102786,19506
6102788,19041
6102789,18731
6102790,18421
6102792,17956
6102793,17646
6102794,17336
6102796,16871
6102797,16561
6102798,16251
6102800,15786
6102801,15476
6102803,15011
6102804,14701
6102805,14391
6102807,13926
6102808,13616
6102809,13306
6102811,12841
6102812,12531
6102814,12066
6102815,11756
6102816,11446
6102818,10981
6102819,10671
6102820,10361
6102822,9896
6102823,9586
6102824,9276
6102826,8811
6102827,8501
6102829,8036
6102830,7726
6102831,7416
6102833,6951
6102834,6641
6102835,6331
6102837,5866
6102838,5556
6102839,5246
6102841,4781
6102842,4471
6102844,4006
6102845,3696
6102846,3386
6102848,2921
6102849,2611
6102850,2301
6102852,1836
6102853,1526
6102855,1061
6102856,751
6102857,441
6103433,26327
6103434,26172
6103435,25862
6103436,25552
6103437,25242
6103438,25087
6103439,24777
6103440,24467
6103441,24157
6103442,24002
6103443,23692
6103444,23382
6103445,23227
6103446,22917
6103447,22607
6103448,22297
6103449,22142
6103450,21832
6103451,21522
6103452,21212
6103453,21057
6103454,20747
6103455,20437
6103456,20127
6103457,19972
6103458,19662
6103459,19352
6103460,19197
6103461,18887
6103462,18577
6103463,18267
6103464,18112
6103465,17802
6103466,17492
6103467,17182
6103468,17027
6103469,16717
6103470,16407
6103471,16097
6103472,15942
6103473,15632
6103474,15322
6103475,15167
6103476,14857
6103477,14547
6103478,14237
6103479,14082
6103480,13772
6103481,13462
6103482,13152
6103483,12997
6103484,12687
6103485,12377
6103486,12222
6103487,11912
6103488,11602
6103489,11292
6103490,11137
6103491,10827
6103492,10517
6103493,10207
6103494,10052
6103495,9742
6103496,9432
6103497,9122
6103498,8967
6103499,8657
6103500,8347
6103501,8192
6103502,7882
6103503,7572
6103504,7262
6103505,7107
6103506,6797
6103507,6487
6103508,6177
6103509,6022
6103510,5712
6103511,5402
6103512,5092
6103513,4937
6103514,4627
6103515,4317
6103516,4162
6103517,3852
6103518,3542
6103519,3232
6103520,3077
6103521,2767
6103522,2457
6103523,2147
6103524,1992
6103525,1682
6103526,1372
6103527,1217
6103528,907
6103529,597
6103530,287
6103531,132
6104105,26482
6104107,26017
6104108,25707
6104109,25397
6104111,24932
6104112,24622
6104113,24312
6104115,23847
6104116,23537
6104118,23072
6104119,22762
6104120,22452
6104122,21987
6104123,21677
6104124,21367
6104126,20902
6104127,20592
6104128,20282
6104130,19817
6104131,19507
6104133,19042
6104134,18732
6104135,18422
6104137,17957
6104138,17647
6104139,17337
6104141,16872
6104142,16562
6104143,16252
6104145,15787
6104146,15477
6104148,15012
6104149,14702
6104150,14392
6104152,13927
6104153,13617
6104154,13307
6104156,12842
6104157,12532
6104159,12067
6104160,11757
6104161,11447
6104163,10982
6104164,10672
6104165,10362
6104167,9897
6104168,9587
6104169,9277
6104171,8812
6104172,8502
6104174,8037
6104175,7727
6104176,7417
6104178,6952
6104179,6642
6104180,6332
6104182,5867
6104183,5557
6104184,5247
6104186,4782
6104187,4472
6104189,4007
6104190,3697
6104191,3387
6104193,2922
6104194,2612
6104195,2302
6104197,1837
6104198,1527
6104200,1062
6104201,752
6104202,442
6104777,26328
6104778,26173
6104779,25863
6104780,25553
6104781,25243
6104782,25088
6104783,24778
6104784,24468
6104785,24158
6104786,24003
6104787,23693
6104788,23383
6104789,23228
6104790,22918
6104791,22608
6104792,22298
6104793,22143
6104794,21833
6104795,21523
6104796,21213
6104797,21058
6104798,20748
6104799,20438
6104800,20128
6104801,19973
6104802,19663
6104803,19353
6104804,19198
6104805,18888
6104806,18578
6104807,18268
6104808,18113
6104809,17803
6104810,17493
6104811,17183
6104812,17028
6104813,16718
6104814,16408
6104815,16098
6104816,15943
6104817,15633
6104818,15323
6104819,15168
6104820,14858
6104821,14548
6104822,14238
6104823,14083
6104824,13773
6104825,13463
6104826,13153
6104827,12998
6104828,12688
6104829,12378
6104830,12223
6104831,11913
6104832,11603
6104833,11293
6104834,11138
6104835,10828
6104836,10518
6104837,10208
6104838,10053
6104839,9743
6104840,9433
6104841,9123
6104842,8968
6104843,8658
6104844,8348
6104845,8193
6104846,7883
6104847,7573
6104848,7263
6104849,7108
6104850,6798
6104851,6488
6104852,6178
6104853,6023
6104854,5713
6104855,5403
6104856,5093
6104857,4938
6104858,4628
6104859,4318
6104860,4163
6104861,3853
6104862,3543
6104863,3233
6104864,3078
6104865,2768
6104866,2458
6104867,2148
6104868,1993
6104869,1683
6104870,1373
6104871,1218
6104872,908
6104873,598
6104874,288
6104875,133
6105449,26483
6105451,26018
6105452,25708
6105453,25398
6105455,24933
6105456,24623
6105457,24313
6105459,23848
6105460,23538
6105462,23073
6105463,22763
6105464,22453
6105466,21988
6105467,21678
6105468,21368
6105470,20903
6105471,20593
6105472,20283
6105474,19818
6105475,19508
6105477,19043
6105478,18733
6105479,18423
6105481,17958
6105482,17648
6105483,17338
6105485,16873
6105486,16563
6105487,16253
6105489,15788
6105490,15478
6105492,15013
6105493,14703
6105494,14393
6105496,13928
6105497,13618
6105498,13308
6105500,12843
6105501,12533
6105503,12068
6105504,11758
6105505,11448
6105507,10983
6105508,10673
6105509,10363
6105511,9898
6105512,9588
6105513,9278
6105515,8813
6105516,8503
6105518,8038
6105519,7728
6105520,7418
6105522,6953
6105523,6643
6105524,6333
6105526,5868
6105527,5558
6105528,5248
6105530,4783
6105531,4473
6105533,4008
6105534,3698
6105535,3388
6105537,2923
6105538,2613
6105539,2303
6105541,1838
6105542,1528
6105544,1063
6105545,753
6105546,443
6106121,26329
6106122,26174
6106123,25864
6106124,25554
6106125,25244
6106126,25089
6106127,24779
6106128,24469
6106129,24159
6106130,24004
6106131,23694
6106132,23384
6106133,23229
6106134,22919
6106135,22609
6106136,22299
6106137,22144
6106138,21834
6106139,21524
6106140,21214
6106141,21059
6106142,20749
6106143,20439
6106144,20129
6106145,19974
6106146,19664
6106147,19354
6106148,19199
6106149,18889
6106150,18579
6106151,18269
6106152,18114
6106153,17804
6106154,17494
6106155,17184
6106156,17029
6106157,16719
6106158,16409
6106159,16099
6106160,15944
6106161,15634
6106162,15324
6106163,15169
6106164,14859
6106165,14549
6106166,14239
6106167,14084
6106168,13774
6106169,13464
6106170,13154
6106171,12999
6106172,12689
6106173,12379
6106174,12224
6106175,11914
6106176,11604
6106177,11294
6106178,11139
6106179,10829
6106180,10519
6106181,10209
6106182,10054
6106183,9744
6106184,9434
6106185,9124
6106186,8969
6106187,8659
6106188,8349
6106189,8194
6106190,7884
6106191,7574
6106192,7264
6106193,7109
6106194,6799
6106195,6489
6106196,6179
6106197,6024
6106198,5714
6106199,5404
6106200,5094
6106201,4939
6106202,4629
6106203,4319
6106204,4164
6106205,3854
6106206,3544
6106207,3234
6106208,3079
6106209,2769
6106210,2459
6106211,2149
6106212,1994
6106213,1684
6106214,1374
6106215,1219
6106216,909
6106217,599
6106218,289
6106219,134
6106792,26484
6106794,26019
6106795,25709
6106796,25399
6106798,24934
6106799,24624
6106800,24314
6106802,23849
6106803,23539
6106805,23074
6106806,22764
6106807,22454
6106809,21989
6106810,21679
6106811,21369
6106813,20904
6106814,20594
6106815,20284
6106817,19819
6106818,19509
6106820,19044
6106821,18734
6106822,18424
6106824,17959
6106825,17649
6106826,17339
6106828,16874
6106829,16564
6106830,16254
6106832,15789
6106833,15479
6106835,15014
6106836,14704
6106837,14394
6106839,13929
6106840,13619
6106841,13309
6106843,12844
6106844,12534
6106846,12069
6106847,11759
6106848,11449
6106850,10984
6106851,10674
6106852,10364
6106854,9899
6106855,9589
6106856,9279
6106858,8814
6106859,8504
6106861,8039
6106862,7729
6106863,7419
6106865,6954
6106866,6644
6106867,6334
6106869,5869
6106870,5559
6106871,5249
6106873,4784
6106874,4474
6106876,4009
6106877,3699
6106878,3389
6106880,2924
6106881,2614
6106882,2304
6106884,1839
6106885,1529
6106887,1064
6106888,754
6106889,444
6107464,26330
6107465,26175
6107466,25865
6107467,25555
6107468,25245
6107469,25090
6107470,24780
6107471,24470
6107472,24160
6107473,24005
6107474,23695
6107475,23385
6107476,23230
6107477,22920
6107478,22610
6107479,22300
6107480,22145
6107481,21835
6107482,21525
6107483,21215
6107484,21060
6107485,20750
6107486,20440
6107487,20130
6107488,19975
6107489,19665
6107490,19355
6107491,19200
6107492,18890
6107493,18580
6107494,18270
6107495,18115
6107496,17805
6107497,17495
6107498,17185
6107499,17030
6107500,16720
6107501,16410
6107502,16100
6107503,15945
6107504,15635
6107505,15325
6107506,15170
6107507,14860
6107508,14550
6107509,14240
6107510,14085
6107511,13775
6107512,13465
6107513,13155
6107514,13000
6107515,12690
6107516,12380
6107517,12225
6107518,11915
6107519,11605
6107520,11295
6107521,11140
6107522,10830
6107523,10520
6107524,10210
6107525,10055
6107526,9745
6107527,9435
6107528,9125
6107529,8970
6107530,8660
6107531,8350
6107532,8195
6107533,7885
6107534,7575
6107535,7265
6107536,7110
6107537,6800
6107538,6490
6107539,6180
6107540,6025
6107541,5715
