SiteNo,RastID
5981848,20349
5981849,20039
5981850,19884
5981851,19574
5981852,19264
5981853,19109
5981854,18799
5981855,18489
5981856,18179
5981857,18024
5981858,17714
5981859,17404
5981860,17094
5981861,16939
5981862,16629
5981863,16319
5981864,16009
5981865,15854
5981866,15544
5981867,15234
5981868,15079
5981869,14769
5981870,14459
5981871,14149
5981872,13994
5981873,13684
5981874,13374
5981875,13064
5981876,12909
5981877,12599
5981878,12289
5981879,12134
5981880,11824
5981881,11514
5981882,11204
5981883,11049
5981884,10739
5981885,10429
5981886,10119
5981887,9964
5981888,9654
5981889,9344
5981890,9034
5981891,8879
5981892,8569
5981893,8259
5981894,8104
5981895,7794
5981896,7484
5981897,7174
5981898,7019
5981899,6709
5981900,6399
5981901,6089
5981902,5934
5981903,5624
5981904,5314
5981905,5004
5981906,4849
5981907,4539
5981908,4229
5981909,4074
5981910,3764
5981911,3454
5981912,3144
5981913,2989
5981914,2679
5981915,2369
5981916,2059
5981917,1904
5981918,1594
5981919,1284
5981920,1129
5981921,819
5981922,509
5981923,199
5981924,44
5982532,26394
5982534,25929
5982535,25619
5982536,25309
5982538,24844
5982539,24534
5982540,24224
5982542,23759
5982543,23449
5982545,22984
5982546,22674
5982547,22364
5982549,21899
5982550,21589
5982551,21279
5982553,20814
5982554,20504
5982555,20194
5982557,19729
5982558,19419
5982560,18954
5982561,18644
5982562,18334
5982564,17869
5982565,17559
5982566,17249
5982568,16784
5982569,16474
5982570,16164
5982572,15699
5982573,15389
5982575,14924
5982576,14614
5982577,14304
5982579,13839
5982580,13529
5982581,13219
5982583,12754
5982584,12444
5982586,11979
5982587,11669
5982588,11359
5982590,10894
5982591,10584
5982592,10274
5982594,9809
5982595,9499
5982596,9189
5982598,8724
5982599,8414
5982601,7949
5982602,7639
5982603,7329
5982605,6864
5982606,6554
5982607,6244
5982609,5779
5982610,5469
5982611,5159
5982613,4694
5982614,4384
5982616,3919
5982617,3609
5982618,3299
5982620,2834
5982621,2524
5982622,2214
5982624,1749
5982625,1439
5982627,974
5982628,664
5982629,354
5983239,26240
5983240,26085
5983241,25775
5983242,25465
5983243,25155
5983244,25000
5983245,24690
5983246,24380
5983247,24070
5983248,23915
5983249,23605
5983250,23295
5983251,23140
5983252,22830
5983253,22520
5983254,22210
5983255,22055
5983256,21745
5983257,21435
5983258,21125
5983259,20970
5983260,20660
5983261,20350
5983262,20040
5983263,19885
5983264,19575
5983265,19265
5983266,19110
5983267,18800
5983268,18490
5983269,18180
5983270,18025
5983271,17715
5983272,17405
5983273,17095
5983274,16940
5983275,16630
5983276,16320
5983277,16010
5983278,15855
5983279,15545
5983280,15235
5983281,15080
5983282,14770
5983283,14460
5983284,14150
5983285,13995
5983286,13685
5983287,13375
5983288,13065
5983289,12910
5983290,12600
5983291,12290
5983292,12135
5983293,11825
5983294,11515
5983295,11205
5983296,11050
5983297,10740
5983298,10430
5983299,10120
5983300,9965
5983301,9655
5983302,9345
5983303,9035
5983304,8880
5983305,8570
5983306,8260
5983307,8105
5983308,7795
5983309,7485
5983310,7175
5983311,7020
5983312,6710
5983313,6400
5983314,6090
5983315,5935
5983316,5625
5983317,5315
5983318,5005
5983319,4850
5983320,4540
5983321,4230
5983322,4075
5983323,3765
5983324,3455
5983325,3145
5983326,2990
5983327,2680
5983328,2370
5983329,2060
5983330,1905
5983331,1595
5983332,1285
5983333,1130
5983334,820
5983335,510
5983336,200
5983337,45
5983944,26395
5983946,25930
5983947,25620
5983948,25310
5983950,24845
5983951,24535
5983952,24225
5983954,23760
5983955,23450
5983957,22985
5983958,22675
5983959,22365
5983961,21900
5983962,21590
5983963,21280
5983965,20815
5983966,20505
5983967,20195
5983969,19730
5983970,19420
5983972,18955
5983973,18645
5983974,18335
5983976,17870
5983977,17560
5983978,17250
5983980,16785
5983981,16475
5983982,16165
5983984,15700
5983985,15390
5983987,14925
5983988,14615
5983989,14305
5983991,13840
5983992,13530
5983993,13220
5983995,12755
5983996,12445
5983998,11980
5983999,11670
5984000,11360
5984002,10895
5984003,10585
5984004,10275
5984006,9810
5984007,9500
5984008,9190
5984010,8725
5984011,8415
5984013,7950
5984014,7640
5984015,7330
5984017,6865
5984018,6555
5984019,6245
5984021,5780
5984022,5470
5984023,5160
5984025,4695
5984026,4385
5984028,3920
5984029,3610
5984030,3300
5984032,2835
5984033,2525
5984034,2215
5984036,1750
5984037,1440
5984039,975
5984040,665
5984041,355
5984651,26241
5984652,26086
5984653,25776
5984654,25466
5984655,25156
5984656,25001
5984657,24691
5984658,24381
5984659,24071
5984660,23916
5984661,23606
5984662,23296
5984663,23141
5984664,22831
5984665,22521
5984666,22211
5984667,22056
5984668,21746
5984669,21436
5984670,21126
5984671,20971
5984672,20661
5984673,20351
5984674,20041
5984675,19886
5984676,19576
5984677,19266
5984678,19111
5984679,18801
5984680,18491
5984681,18181
5984682,18026
5984683,17716
5984684,17406
5984685,17096
5984686,16941
5984687,16631
5984688,16321
5984689,16011
5984690,15856
5984691,15546
5984692,15236
5984693,15081
5984694,14771
5984695,14461
5984696,14151
5984697,13996
5984698,13686
5984699,13376
5984700,13066
5984701,12911
5984702,12601
5984703,12291
5984704,12136
5984705,11826
5984706,11516
5984707,11206
5984708,11051
5984709,10741
5984710,10431
5984711,10121
5984712,9966
5984713,9656
5984714,9346
5984715,9036
5984716,8881
5984717,8571
5984718,8261
5984719,8106
5984720,7796
5984721,7486
5984722,7176
5984723,7021
5984724,6711
5984725,6401
5984726,6091
5984727,5936
5984728,5626
5984729,5316
5984730,5006
5984731,4851
5984732,4541
5984733,4231
5984734,4076
5984735,3766
5984736,3456
5984737,3146
5984738,2991
5984739,2681
5984740,2371
5984741,2061
5984742,1906
5984743,1596
5984744,1286
5984745,1131
5984746,821
5984747,511
5984748,201
5984749,46
5985356,26396
5985358,25931
5985359,25621
5985360,25311
5985362,24846
5985363,24536
5985364,24226
5985366,23761
5985367,23451
5985369,22986
5985370,22676
5985371,22366
5985373,21901
5985374,21591
5985375,21281
5985377,20816
5985378,20506
5985379,20196
5985381,19731
5985382,19421
5985384,18956
5985385,18646
5985386,18336
5985388,17871
5985389,17561
5985390,17251
5985392,16786
5985393,16476
5985394,16166
5985396,15701
5985397,15391
5985399,14926
5985400,14616
5985401,14306
5985403,13841
5985404,13531
5985405,13221
5985407,12756
5985408,12446
5985410,11981
5985411,11671
5985412,11361
5985414,10896
5985415,10586
5985416,10276
5985418,9811
5985419,9501
5985420,9191
5985422,8726
5985423,8416
5985425,7951
5985426,7641
5985427,7331
5985429,6866
5985430,6556
5985431,6246
5985433,5781
5985434,5471
5985435,5161
5985437,4696
5985438,4386
5985440,3921
5985441,3611
5985442,3301
5985444,2836
5985445,2526
5985446,2216
5985448,1751
5985449,1441
5985451,976
5985452,666
5985453,356
5986063,26242
5986064,26087
5986065,25777
5986066,25467
5986067,25157
5986068,25002
5986069,24692
5986070,24382
5986071,24072
5986072,23917
5986073,23607
5986074,23297
5986075,23142
5986076,22832
5986077,22522
5986078,22212
5986079,22057
5986080,21747
5986081,21437
5986082,21127
5986083,20972
5986084,20662
5986085,20352
5986086,20042
5986087,19887
5986088,19577
5986089,19267
5986090,19112
5986091,18802
5986092,18492
5986093,18182
5986094,18027
5986095,17717
5986096,17407
5986097,17097
5986098,16942
5986099,16632
5986100,16322
5986101,16012
5986102,15857
5986103,15547
5986104,15237
5986105,15082
5986106,14772
5986107,14462
5986108,14152
5986109,13997
5986110,13687
5986111,13377
5986112,13067
5986113,12912
5986114,12602
5986115,12292
5986116,12137
5986117,11827
5986118,11517
5986119,11207
5986120,11052
5986121,10742
5986122,10432
5986123,10122
5986124,9967
5986125,9657
5986126,9347
5986127,9037
5986128,8882
5986129,8572
5986130,8262
5986131,8107
5986132,7797
5986133,7487
5986134,7177
5986135,7022
5986136,6712
5986137,6402
5986138,6092
5986139,5937
5986140,5627
5986141,5317
5986142,5007
5986143,4852
5986144,4542
5986145,4232
5986146,4077
5986147,3767
5986148,3457
5986149,3147
5986150,2992
5986151,2682
5986152,2372
5986153,2062
5986154,1907
5986155,1597
5986156,1287
5986157,1132
5986158,822
5986159,512
5986160,202
5986161,47
5986768,26397
5986770,25932
5986771,25622
5986772,25312
5986774,24847
5986775,24537
5986776,24227
5986778,23762
5986779,23452
5986781,22987
5986782,22677
5986783,22367
5986785,21902
5986786,21592
5986787,21282
5986789,20817
5986790,20507
5986791,20197
5986793,19732
5986794,19422
5986796,18957
5986797,18647
5986798,18337
5986800,17872
5986801,17562
5986802,17252
5986804,16787
5986805,16477
5986806,16167
5986808,15702
5986809,15392
5986811,14927
5986812,14617
5986813,14307
5986815,13842
5986816,13532
5986817,13222
5986819,12757
5986820,12447
5986822,11982
5986823,11672
5986824,11362
5986826,10897
5986827,10587
5986828,10277
5986830,9812
5986831,9502
5986832,9192
5986834,8727
5986835,8417
5986837,7952
5986838,7642
5986839,7332
5986841,6867
5986842,6557
5986843,6247
5986845,5782
5986846,5472
5986847,5162
5986849,4697
5986850,4387
5986852,3922
5986853,3612
5986854,3302
5986856,2837
5986857,2527
5986858,2217
5986860,1752
5986861,1442
5986863,977
5986864,667
5986865,357
5987475,26243
5987476,26088
5987477,25778
5987478,25468
5987479,25158
5987480,25003
5987481,24693
5987482,24383
5987483,24073
5987484,23918
5987485,23608
5987486,23298
5987487,23143
5987488,22833
5987489,22523
5987490,22213
5987491,22058
5987492,21748
5987493,21438
5987494,21128
5987495,20973
5987496,20663
5987497,20353
5987498,20043
5987499,19888
5987500,19578
5987501,19268
5987502,19113
5987503,18803
5987504,18493
5987505,18183
5987506,18028
5987507,17718
5987508,17408
5987509,17098
5987510,16943
5987511,16633
5987512,16323
5987513,16013
5987514,15858
5987515,15548
5987516,15238
5987517,15083
5987518,14773
5987519,14463
5987520,14153
5987521,13998
5987522,13688
5987523,13378
5987524,13068
5987525,12913
5987526,12603
5987527,12293
5987528,12138
5987529,11828
5987530,11518
5987531,11208
5987532,11053
5987533,10743
5987534,10433
5987535,10123
5987536,9968
5987537,9658
5987538,9348
5987539,9038
5987540,8883
5987541,8573
5987542,8263
5987543,8108
5987544,7798
5987545,7488
5987546,7178
5987547,7023
5987548,6713
5987549,6403
5987550,6093
5987551,5938
5987552,5628
5987553,5318
5987554,5008
5987555,4853
5987556,4543
5987557,4233
5987558,4078
5987559,3768
5987560,3458
5987561,3148
5987562,2993
5987563,2683
5987564,2373
5987565,2063
5987566,1908
5987567,1598
5987568,1288
5987569,1133
5987570,823
5987571,513
5987572,203
5987573,48
5988180,26398
5988182,25933
5988183,25623
5988184,25313
5988186,24848
5988187,24538
5988188,24228
5988190,23763
5988191,23453
5988193,22988
5988194,22678
5988195,22368
5988197,21903
5988198,21593
5988199,21283
5988201,20818
5988202,20508
5988203,20198
5988205,19733
5988206,19423
5988208,18958
5988209,18648
5988210,18338
5988212,17873
5988213,17563
5988214,17253
5988216,16788
5988217,16478
5988218,16168
5988220,15703
5988221,15393
5988223,14928
5988224,14618
5988225,14308
5988227,13843
5988228,13533
5988229,13223
5988231,12758
5988232,12448
5988234,11983
5988235,11673
5988236,11363
5988238,10898
5988239,10588
5988240,10278
5988242,9813
5988243,9503
5988244,9193
5988246,8728
5988247,8418
5988249,7953
5988250,7643
5988251,7333
5988253,6868
5988254,6558
5988255,6248
5988257,5783
5988258,5473
5988259,5163
5988261,4698
5988262,4388
5988264,3923
5988265,3613
5988266,3303
5988268,2838
5988269,2528
5988270,2218
5988272,1753
5988273,1443
5988275,978
5988276,668
5988277,358
5988886,26244
5988887,26089
5988888,25779
5988889,25469
5988890,25159
5988891,25004
5988892,24694
5988893,24384
5988894,24074
5988895,23919
5988896,23609
5988897,23299
5988898,23144
5988899,22834
5988900,22524
5988901,22214
5988902,22059
5988903,21749
5988904,21439
5988905,21129
5988906,20974
5988907,20664
5988908,20354
5988909,20044
5988910,19889
5988911,19579
5988912,19269
5988913,19114
5988914,18804
5988915,18494
5988916,18184
5988917,18029
5988918,17719
5988919,17409
5988920,17099
5988921,16944
5988922,16634
5988923,16324
5988924,16014
5988925,15859
5988926,15549
5988927,15239
5988928,15084
5988929,14774
5988930,14464
5988931,14154
5988932,13999
5988933,13689
5988934,13379
5988935,13069
5988936,12914
5988937,12604
5988938,12294
5988939,12139
5988940,11829
5988941,11519
5988942,11209
5988943,11054
5988944,10744
5988945,10434
5988946,10124
5988947,9969
5988948,9659
5988949,9349
5988950,9039
5988951,8884
5988952,8574
5988953,8264
5988954,8109
5988955,7799
5988956,7489
5988957,7179
5988958,7024
5988959,6714
5988960,6404
5988961,6094
5988962,5939
5988963,5629
5988964,5319
5988965,5009
5988966,4854
5988967,4544
5988968,4234
5988969,4079
5988970,3769
5988971,3459
5988972,3149
5988973,2994
5988974,2684
5988975,2374
5988976,2064
5988977,1909
5988978,1599
5988979,1289
5988980,1134
5988981,824
5988982,514
5988983,204
5988984,49
5989590,26399
5989592,25934
5989593,25624
5989594,25314
5989596,24849
5989597,24539
5989598,24229
5989600,23764
5989601,23454
5989603,22989
5989604,22679
5989605,22369
5989607,21904
5989608,21594
5989609,21284
5989611,20819
5989612,20509
5989613,20199
5989615,19734
5989616,19424
5989618,18959
5989619,18649
5989620,18339
5989622,17874
5989623,17564
5989624,17254
5989626,16789
5989627,16479
5989628,16169
5989630,15704
5989631,15394
5989633,14929
5989634,14619
5989635,14309
5989637,13844
5989638,13534
5989639,13224
5989641,12759
5989642,12449
5989644,11984
5989645,11674
5989646,11364
5989648,10899
5989649,10589
5989650,10279
5989652,9814
5989653,9504
5989654,9194
5989656,8729
5989657,8419
5989659,7954
5989660,7644
5989661,7334
5989663,6869
5989664,6559
5989665,6249
5989667,5784
5989668,5474
5989669,5164
5989671,4699
5989672,4389
5989674,3924
5989675,3614
5989676,3304
5989678,2839
5989679,2529
5989680,2219
5989682,1754
5989683,1444
5989685,979
5989686,669
5989687,359
5990296,26245
5990297,26090
5990298,25780
5990299,25470
5990300,25160
5990301,25005
5990302,24695
5990303,24385
5990304,24075
5990305,23920
5990306,23610
5990307,23300
5990308,23145
5990309,22835
5990310,22525
5990311,22215
5990312,22060
5990313,21750
5990314,21440
5990315,21130
5990316,20975
5990317,20665
5990318,20355
5990319,20045
5990320,19890
5990321,19580
5990322,19270
5990323,19115
5990324,18805
5990325,18495
5990326,18185
5990327,18030
5990328,17720
5990329,17410
5990330,17100
5990331,16945
5990332,16635
5990333,16325
5990334,16015
5990335,15860
5990336,15550
5990337,15240
5990338,15085
5990339,14775
5990340,14465
5990341,14155
5990342,14000
5990343,13690
5990344,13380
5990345,13070
5990346,12915
5990347,12605
5990348,12295
5990349,12140
5990350,11830
5990351,11520
5990352,11210
5990353,11055
5990354,10745
5990355,10435
5990356,10125
5990357,9970
5990358,9660
5990359,9350
5990360,9040
5990361,8885
5990362,8575
5990363,8265
5990364,8110
5990365,7800
5990366,7490
5990367,7180
5990368,7025
5990369,6715
5990370,6405
5990371,6095
5990372,5940
5990373,5630
5990374,5320
5990375,5010
5990376,4855
5990377,4545
5990378,4235
5990379,4080
5990380,3770
5990381,3460
5990382,3150
5990383,2995
5990384,2685
5990385,2375
5990386,2065
5990387,1910
5990388,1600
5990389,1290
5990390,1135
5990391,825
5990392,515
5990393,205
5990394,50
5991000,26400
5991002,25935
5991003,25625
5991004,25315
5991006,24850
5991007,24540
5991008,24230
5991010,23765
5991011,23455
5991013,22990
5991014,22680
5991015,22370
5991017,21905
5991018,21595
5991019,21285
5991021,20820
5991022,20510
5991023,20200
5991025,19735
5991026,19425
5991028,18960
5991029,18650
5991030,18340
5991032,17875
5991033,17565
5991034,17255
5991036,16790
5991037,16480
5991038,16170
5991040,15705
5991041,15395
5991043,14930
5991044,14620
5991045,14310
5991047,13845
5991048,13535
5991049,13225
5991051,12760
5991052,12450
5991054,11985
5991055,11675
5991056,11365
5991058,10900
5991059,10590
5991060,10280
5991062,9815
5991063,9505
5991064,9195
5991066,8730
5991067,8420
5991069,7955
5991070,7645
5991071,7335
5991073,6870
5991074,6560
5991075,6250
5991077,5785
5991078,5475
5991079,5165
5991081,4700
5991082,4390
5991084,3925
5991085,3615
5991086,3305
5991088,2840
5991089,2530
5991090,2220
5991092,1755
5991093,1445
5991095,980
5991096,670
5991097,360
5991706,26246
5991707,26091
5991708,25781
5991709,25471
5991710,25161
5991711,25006
5991712,24696
5991713,24386
5991714,24076
5991715,23921
5991716,23611
5991717,23301
5991718,23146
5991719,22836
5991720,22526
5991721,22216
5991722,22061
5991723,21751
5991724,21441
5991725,21131
5991726,20976
5991727,20666
5991728,20356
5991729,20046
5991730,19891
5991731,19581
5991732,19271
5991733,19116
5991734,18806
5991735,18496
5991736,18186
5991737,18031
5991738,17721
5991739,17411
5991740,17101
5991741,16946
5991742,16636
5991743,16326
5991744,16016
5991745,15861
5991746,15551
5991747,15241
5991748,15086
5991749,14776
5991750,14466
5991751,14156
5991752,14001
5991753,13691
5991754,13381
5991755,13071
5991756,12916
5991757,12606
5991758,12296
5991759,12141
5991760,11831
5991761,11521
5991762,11211
5991763,11056
5991764,10746
5991765,10436
5991766,10126
5991767,9971
5991768,9661
5991769,9351
5991770,9041
5991771,8886
5991772,8576
5991773,8266
5991774,8111
5991775,7801
5991776,7491
5991777,7181
5991778,7026
5991779,6716
5991780,6406
5991781,6096
5991782,5941
5991783,5631
5991784,5321
5991785,5011
5991786,4856
5991787,4546
5991788,4236
5991789,4081
5991790,3771
5991791,3461
5991792,3151
5991793,2996
5991794,2686
5991795,2376
5991796,2066
5991797,1911
5991798,1601
5991799,1291
5991800,1136
5991801,826
5991802,516
5991803,206
5991804,51
5992410,26401
5992412,25936
5992413,25626
5992414,25316
5992416,24851
5992417,24541
5992418,24231
5992420,23766
5992421,23456
5992423,22991
5992424,22681
5992425,22371
5992427,21906
5992428,21596
5992429,21286
5992431,20821
5992432,20511
5992433,20201
5992435,19736
5992436,19426
5992438,18961
5992439,18651
5992440,18341
5992442,17876
5992443,17566
5992444,17256
5992446,16791
5992447,16481
5992448,16171
5992450,15706
5992451,15396
5992453,14931
5992454,14621
5992455,14311
5992457,13846
5992458,13536
5992459,13226
5992461,12761
5992462,12451
5992464,11986
5992465,11676
5992466,11366
5992468,10901
5992469,10591
5992470,10281
5992472,9816
5992473,9506
5992474,9196
5992476,8731
5992477,8421
5992479,7956
5992480,7646
5992481,7336
5992483,6871
5992484,6561
5992485,6251
5992487,5786
5992488,5476
5992489,5166
5992491,4701
5992492,4391
5992494,3926
5992495,3616
5992496,3306
5992498,2841
5992499,2531
5992500,2221
5992502,1756
5992503,1446
5992505,981
5992506,671
5992507,361
5993115,26247
5993116,26092
5993117,25782
5993118,25472
5993119,25162
5993120,25007
5993121,24697
5993122,24387
5993123,24077
5993124,23922
5993125,23612
5993126,23302
5993127,23147
5993128,22837
5993129,22527
5993130,22217
5993131,22062
5993132,21752
5993133,21442
5993134,21132
5993135,20977
5993136,20667
5993137,20357
5993138,20047
5993139,19892
5993140,19582
5993141,19272
5993142,19117
5993143,18807
5993144,18497
5993145,18187
5993146,18032
5993147,17722
5993148,17412
5993149,17102
5993150,16947
5993151,16637
5993152,16327
5993153,16017
5993154,15862
5993155,15552
5993156,15242
5993157,15087
5993158,14777
5993159,14467
5993160,14157
5993161,14002
5993162,13692
5993163,13382
5993164,13072
5993165,12917
5993166,12607
5993167,12297
5993168,12142
5993169,11832
5993170,11522
5993171,11212
5993172,11057
5993173,10747
5993174,10437
5993175,10127
5993176,9972
5993177,9662
5993178,9352
5993179,9042
5993180,8887
5993181,8577
5993182,8267
5993183,8112
5993184,7802
5993185,7492
5993186,7182
5993187,7027
5993188,6717
5993189,6407
5993190,6097
5993191,5942
5993192,5632
5993193,5322
5993194,5012
5993195,4857
5993196,4547
5993197,4237
5993198,4082
5993199,3772
5993200,3462
5993201,3152
5993202,2997
5993203,2687
5993204,2377
5993205,2067
5993206,1912
5993207,1602
5993208,1292
5993209,1137
5993210,827
5993211,517
5993212,207
5993213,52
5993819,26402
5993821,25937
5993822,25627
5993823,25317
5993825,24852
5993826,24542
5993827,24232
5993829,23767
5993830,23457
5993832,22992
5993833,22682
5993834,22372
5993836,21907
5993837,21597
5993838,21287
5993840,20822
5993841,20512
5993842,20202
5993844,19737
5993845,19427
5993847,18962
5993848,18652
5993849,18342
5993851,17877
5993852,17567
5993853,17257
5993855,16792
5993856,16482
5993857,16172
5993859,15707
5993860,15397
5993862,14932
5993863,14622
5993864,14312
5993866,13847
5993867,13537
5993868,13227
5993870,12762
5993871,12452
5993873,11987
5993874,11677
5993875,11367
5993877,10902
5993878,10592
5993879,10282
5993881,9817
5993882,9507
5993883,9197
5993885,8732
5993886,8422
5993888,7957
5993889,7647
5993890,7337
5993892,6872
5993893,6562
5993894,6252
5993896,5787
5993897,5477
5993898,5167
5993900,4702
5993901,4392
5993903,3927
5993904,3617
5993905,3307
5993907,2842
5993908,2532
5993909,2222
5993911,1757
5993912,1447
5993914,982
5993915,672
5993916,362
5994524,26248
5994525,26093
5994526,25783
5994527,25473
5994528,25163
5994529,25008
5994530,24698
5994531,24388
5994532,24078
5994533,23923
5994534,23613
5994535,23303
5994536,23148
5994537,22838
5994538,22528
5994539,22218
5994540,22063
5994541,21753
5994542,21443
5994543,21133
5994544,20978
5994545,20668
5994546,20358
5994547,20048
5994548,19893
5994549,19583
5994550,19273
5994551,19118
5994552,18808
5994553,18498
5994554,18188
5994555,18033
5994556,17723
5994557,17413
5994558,17103
5994559,16948
5994560,16638
5994561,16328
5994562,16018
5994563,15863
5994564,15553
5994565,15243
5994566,15088
5994567,14778
5994568,14468
5994569,14158
5994570,14003
5994571,13693
5994572,13383
5994573,13073
5994574,12918
5994575,12608
5994576,12298
5994577,12143
5994578,11833
5994579,11523
5994580,11213
5994581,11058
5994582,10748
5994583,10438
5994584,10128
5994585,9973
5994586,9663
5994587,9353
5994588,9043
5994589,8888
5994590,8578
5994591,8268
5994592,8113
5994593,7803
5994594,7493
5994595,7183
5994596,7028
5994597,6718
5994598,6408
5994599,6098
5994600,5943
5994601,5633
5994602,5323
5994603,5013
5994604,4858
5994605,4548
5994606,4238
5994607,4083
5994608,3773
5994609,3463
5994610,3153
5994611,2998
5994612,2688
5994613,2378
5994614,2068
5994615,1913
5994616,1603
5994617,1293
5994618,1138
5994619,828
5994620,518
5994621,208
5994622,53
5995229,26403
5995231,25938
5995232,25628
5995233,25318
5995235,24853
5995236,24543
5995237,24233
5995239,23768
5995240,23458
5995242,22993
5995243,22683
5995244,22373
5995246,21908
5995247,21598
5995248,21288
5995250,20823
5995251,20513
5995252,20203
5995254,19738
5995255,19428
5995257,18963
5995258,18653
5995259,18343
5995261,17878
5995262,17568
5995263,17258
5995265,16793
5995266,16483
5995267,16173
5995269,15708
5995270,15398
5995272,14933
5995273,14623
5995274,14313
5995276,13848
5995277,13538
5995278,13228
5995280,12763
5995281,12453
5995283,11988
5995284,11678
5995285,11368
5995287,10903
5995288,10593
5995289,10283
5995291,9818
5995292,9508
5995293,9198
5995295,8733
5995296,8423
5995298,7958
5995299,7648
5995300,7338
5995302,6873
5995303,6563
5995304,6253
5995306,5788
5995307,5478
5995308,5168
5995310,4703
5995311,4393
5995313,3928
5995314,3618
5995315,3308
5995317,2843
5995318,2533
5995319,2223
5995321,1758
5995322,1448
5995324,983
5995325,673
5995326,363
5995935,26249
5995936,26094
5995937,25784
5995938,25474
5995939,25164
5995940,25009
5995941,24699
5995942,24389
5995943,24079
5995944,23924
5995945,23614
5995946,23304
5995947,23149
5995948,22839
5995949,22529
5995950,22219
5995951,22064
5995952,21754
5995953,21444
5995954,21134
5995955,20979
5995956,20669
5995957,20359
5995958,20049
5995959,19894
5995960,19584
5995961,19274
5995962,19119
5995963,18809
5995964,18499
5995965,18189
5995966,18034
5995967,17724
5995968,17414
5995969,17104
5995970,16949
5995971,16639
5995972,16329
5995973,16019
5995974,15864
5995975,15554
5995976,15244
5995977,15089
5995978,14779
5995979,14469
5995980,14159
5995981,14004
5995982,13694
5995983,13384
5995984,13074
5995985,12919
5995986,12609
5995987,12299
5995988,12144
5995989,11834
5995990,11524
5995991,11214
5995992,11059
5995993,10749
5995994,10439
5995995,10129
5995996,9974
5995997,9664
5995998,9354
5995999,9044
5996000,8889
5996001,8579
5996002,8269
5996003,8114
5996004,7804
5996005,7494
5996006,7184
5996007,7029
5996008,6719
5996009,6409
5996010,6099
5996011,5944
5996012,5634
5996013,5324
5996014,5014
5996015,4859
5996016,4549
5996017,4239
5996018,4084
5996019,3774
5996020,3464
5996021,3154
5996022,2999
5996023,2689
5996024,2379
5996025,2069
5996026,1914
5996027,1604
5996028,1294
5996029,1139
5996030,829
5996031,519
5996032,209
5996033,54
5996640,26404
5996642,25939
5996643,25629
5996644,25319
5996646,24854
5996647,24544
5996648,24234
5996650,23769
5996651,23459
5996653,22994
5996654,22684
5996655,22374
5996657,21909
5996658,21599
5996659,21289
5996661,20824
5996662,20514
5996663,20204
5996665,19739
5996666,19429
5996668,18964
5996669,18654
5996670,18344
5996672,17879
5996673,17569
5996674,17259
5996676,16794
5996677,16484
5996678,16174
5996680,15709
5996681,15399
5996683,14934
5996684,14624
5996685,14314
5996687,13849
5996688,13539
5996689,13229
5996691,12764
5996692,12454
5996694,11989
5996695,11679
5996696,11369
5996698,10904
5996699,10594
5996700,10284
5996702,9819
5996703,9509
5996704,9199
5996706,8734
5996707,8424
5996709,7959
5996710,7649
5996711,7339
5996713,6874
5996714,6564
5996715,6254
5996717,5789
5996718,5479
5996719,5169
5996721,4704
5996722,4394
5996724,3929
5996725,3619
5996726,3309
5996728,2844
5996729,2534
5996730,2224
5996732,1759
5996733,1449
5996735,984
5996736,674
5996737,364
5997346,26250
5997347,26095
5997348,25785
5997349,25475
5997350,25165
5997351,25010
5997352,24700
5997353,24390
5997354,24080
5997355,23925
5997356,23615
5997357,23305
5997358,23150
5997359,22840
5997360,22530
5997361,22220
5997362,22065
5997363,21755
5997364,21445
5997365,21135
5997366,20980
5997367,20670
5997368,20360
5997369,20050
5997370,19895
5997371,19585
5997372,19275
5997373,19120
5997374,18810
5997375,18500
5997376,18190
5997377,18035
5997378,17725
5997379,17415
5997380,17105
5997381,16950
5997382,16640
5997383,16330
5997384,16020
5997385,15865
5997386,15555
5997387,15245
5997388,15090
5997389,14780
5997390,14470
5997391,14160
5997392,14005
5997393,13695
5997394,13385
5997395,13075
5997396,12920
5997397,12610
5997398,12300
5997399,12145
5997400,11835
5997401,11525
5997402,11215
5997403,11060
5997404,10750
5997405,10440
5997406,10130
5997407,9975
5997408,9665
5997409,9355
5997410,9045
5997411,8890
5997412,8580
5997413,8270
5997414,8115
5997415,7805
5997416,7495
5997417,7185
5997418,7030
5997419,6720
5997420,6410
5997421,6100
5997422,5945
5997423,5635
5997424,5325
5997425,5015
5997426,4860
5997427,4550
5997428,4240
5997429,4085
5997430,3775
5997431,3465
5997432,3155
5997433,3000
5997434,2690
5997435,2380
5997436,2070
5997437,1915
5997438,1605
5997439,1295
5997440,1140
5997441,830
5997442,520
5997443,210
5997444,55
5998051,26405
5998053,25940
5998054,25630
5998055,25320
5998057,24855
5998058,24545
5998059,24235
5998061,23770
5998062,23460
5998064,22995
5998065,22685
5998066,22375
5998068,21910
5998069,21600
5998070,21290
5998072,20825
5998073,20515
5998074,20205
5998076,19740
5998077,19430
5998079,18965
5998080,18655
5998081,18345
5998083,17880
5998084,17570
5998085,17260
5998087,16795
5998088,16485
5998089,16175
5998091,15710
5998092,15400
5998094,14935
5998095,14625
5998096,14315
5998098,13850
5998099,13540
5998100,13230
5998102,12765
5998103,12455
5998105,11990
5998106,11680
5998107,11370
5998109,10905
5998110,10595
5998111,10285
5998113,9820
5998114,9510
5998115,9200
5998117,8735
5998118,8425
5998120,7960
5998121,7650
