"index","GCM","SSP","RUN","PERIOD","BAFAun","BAFAunp","CMAun","CMAunp","CWHws2","ESSFdcw","ESSFdkp","ESSFdkw","ESSFdv2","ESSFdvp","ESSFdvw","ESSFmc","ESSFmcp","ESSFmcw","ESSFmk","ESSFmkp","ESSFmkw","ESSFmm1","ESSFmmp","ESSFmmw","ESSFmv1","ESSFmv3","ESSFmvp","ESSFmw","ESSFunp","ESSFwc2","ESSFwcw","ESSFwmp","ESSFwv","ESSFwvp","ESSFwvw","ESSFxc3","ESSFxcp","ESSFxv1","ESSFxv2","ESSFxvp","ICHdw3","ICHmc1","ICHmc2","ICHmk2","IDFdk1","IDFxm","IMAun","IMAunp","MHmm2","MHmmp","SBSdk","SBSmc2","SBSwk1","SBSwk3","CWHds2","ESSFdc1","ESSFdc2","ESSFmwp","ESSFxcw","ICHmk3","ICHmw3","IDFdk2","IDFdk3","IDFdk4","MSdm2","MSxk2","MSxk3","SBSdw2","SBSmm","CMAun_WA","CWHms1","ESSFdh2","ESSFdk2","ESSFmh","ESSFmm3","ESSFmw1","ESSFmw2","ESSFwc3","ESSFwc4","ESSFwcp","ESSFwh1","ESSFwk1","ESSFwk2","ESSFwm2","ESSFxc2","ICHmk1","ICHmm","ICHmw1","ICHmw2","ICHmw5","ICHwk1","ICHxm1","IDFdc","IDFdk5","IDFdw","IDFmw2","IDFww","IDFxc","IDFxh2","MSdc1","MSdc3","MSdm1","SBSdh1","SBSdw3","SBSmh","SBSmk1","SBSmw","SBSwk2","ESSFdh1","ESSFmww","ESSFwh2","ESSFwmw","ICHdw4","ICHmk5","MSdk","MSdw","MSxk1","MSxv","ESSFabN","ESSFmm2","IMAab","SBSdh2","ESSFdv1","IDFxw","ICHwk3","ICHwk4","SBSdw1","ESSFwm1","ICHvc","SBSmc1","ICHwk2","ESSFdk1","ESSFwh3","ESSFwm_MT","ESSFwm3","ESSFwm4","ESSFxc1","ICHmk4","ESSFmv2","ICHvk1","ICHwc","CWHds1","ESSFvcp","ICHvk2","IDFxh1","SBSvk","ICHdm","ICHmw4","IDFdm2","BWBSwk1","ESSFvc","MHmm1","ESSFxh_WA","ESSFvh_ID","ICHdw1","ICHxw_WA","IMAun_MT","MHmm_WA","MSdm_WA","CWHms_WA","CWHvm_WA","ESSFmw_WA","ICHdw_ID","ICHxw","ICHxwa","MHms_WA","CWHws1","CWHvm2","CWHwm","ESSFvcw","IDFdm1","IDFww1","GOun_CO","CWHds_WA","IDFdh","IDFdh_UT","IDFxk","IDFxx1","PPxh1","CWHdm","CWHvm1","MSdh_UT"
142,"GISS-E2-1-G","ssp245","r3i1p3f1","2081_2100",10,2,140,463,17331,NA,NA,NA,NA,NA,6,NA,NA,1,NA,55,34,21,18,NA,NA,NA,NA,NA,NA,4046,166,NA,486,62,12,NA,NA,NA,NA,NA,438,99,5303,259,NA,NA,NA,1,8927,581,NA,NA,4,NA,6944,NA,NA,NA,NA,NA,38818,782,NA,NA,2111,NA,NA,NA,NA,345,2597,207,NA,46,NA,NA,NA,93,72,139,157,219,20,NA,NA,2,6,NA,6662,1266,15761,926,3,NA,NA,8622,26,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,280,NA,291,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
143,"MIROC6","ssp245","ensembleMean","2081_2100",2,6,8,1073,11081,1,NA,NA,8,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895,58,NA,946,53,23,NA,NA,NA,NA,NA,NA,975,6465,74,NA,NA,2,67,6847,76,NA,NA,355,NA,825,227,4,5,NA,NA,5200,7125,NA,NA,7953,NA,NA,NA,NA,1619,8414,2137,NA,1673,NA,2,482,86,324,113,285,314,NA,NA,NA,616,NA,NA,6951,22329,2364,13030,132,NA,NA,998,108,47,227,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11073,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,NA,123,1607,44,NA,1,NA,NA,NA,1,NA,NA,124,NA,NA,82,NA,NA,2,NA,NA,NA,NA,NA,379,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"MIROC6","ssp245","r1i1p1f1","2081_2100",12,22,71,505,19341,2,NA,NA,NA,NA,2,NA,NA,NA,NA,24,NA,NA,4,NA,NA,NA,NA,NA,9,1598,78,NA,1032,66,26,NA,NA,NA,NA,NA,49,1330,25282,330,NA,NA,1,NA,7065,442,NA,NA,757,NA,2569,NA,10,NA,NA,NA,25645,2252,NA,NA,2427,NA,NA,NA,NA,291,2374,18,NA,8,NA,NA,20,9,41,107,5,NA,NA,NA,NA,NA,206,211,101,699,10892,1012,3503,NA,NA,10387,NA,950,904,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38,NA,1220,NA,67,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1747,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"MIROC6","ssp245","r2i1p1f1","2081_2100",1,NA,13,1749,12090,3,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,67,NA,861,65,5,NA,NA,NA,NA,NA,NA,910,5513,57,NA,NA,NA,111,8102,113,NA,NA,NA,NA,157,251,2,2,NA,NA,3090,3606,NA,NA,6951,NA,NA,NA,NA,422,6531,2284,NA,1363,NA,NA,453,154,294,135,412,961,1,NA,NA,96,NA,NA,11200,28387,3114,12844,NA,NA,NA,544,108,NA,215,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,406,NA,NA,NA,NA,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,614,NA,341,1169,52,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"MIROC6","ssp245","r3i1p1f1","2081_2100",1,27,NA,848,1822,28,NA,NA,15,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,81,NA,410,42,15,NA,NA,NA,NA,5,NA,337,793,NA,18,NA,2,97,5305,3,NA,NA,43,NA,NA,1015,NA,22,NA,NA,418,10155,NA,NA,3897,NA,NA,NA,NA,3291,12991,4239,NA,3025,NA,338,1453,56,521,100,690,549,NA,NA,NA,3236,NA,NA,9336,23976,654,6646,NA,NA,NA,45,1042,10,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,13,39,NA,NA,14694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1506,NA,NA,6476,16,NA,3,NA,NA,NA,NA,NA,NA,2806,3112,NA,880,NA,NA,7,NA,NA,NA,NA,8,11,NA,NA,NA,NA,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"MPI-ESM1-2-HR","ssp245","ensembleMean","2081_2100",67,1,235,1024,20766,1,NA,NA,NA,1,1,NA,3,13,2,152,55,45,66,NA,NA,NA,NA,NA,NA,4517,212,NA,2140,263,135,NA,NA,NA,NA,NA,777,7793,40569,922,NA,NA,45,1,8264,1368,NA,NA,436,NA,48,127,26,NA,NA,NA,9804,672,NA,NA,5598,NA,NA,NA,NA,8,809,1,NA,65,NA,NA,27,39,121,86,50,52,6,NA,NA,51,53,37,457,1178,8112,167,759,NA,NA,6288,2,NA,1148,NA,NA,NA,131,NA,1,60,NA,NA,NA,NA,8,1,1319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,96,5,56,NA,188,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2081_2100",86,4,256,917,15954,31,NA,NA,NA,1,2,8,13,57,3,432,303,9,137,1,NA,NA,NA,NA,1,6977,276,NA,1620,154,205,NA,NA,NA,NA,1,412,3699,32950,4550,398,NA,109,1,8761,1234,10,1,1294,NA,NA,119,64,NA,NA,NA,5382,887,NA,NA,9069,NA,NA,NA,NA,8,1149,NA,NA,68,NA,NA,15,34,292,68,193,NA,6,8,NA,578,178,664,152,768,9406,306,1394,1383,NA,3652,NA,181,1450,NA,NA,NA,6009,NA,296,1848,NA,2,NA,NA,2,NA,712,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,38,37,NA,1,2,1,NA,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2081_2100",72,NA,214,918,22524,NA,NA,NA,NA,1,1,NA,NA,NA,NA,58,4,94,6,NA,NA,NA,NA,NA,NA,1938,106,NA,2500,307,114,NA,NA,NA,NA,NA,39,14200,46659,36,NA,NA,12,5,7697,1294,NA,NA,NA,NA,127,49,2,NA,NA,NA,8082,402,NA,NA,565,NA,NA,NA,NA,5,576,NA,NA,17,NA,NA,7,21,21,49,35,154,NA,2,NA,3,NA,NA,555,2193,5646,441,109,NA,NA,6876,NA,NA,775,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,47,NA,63,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,NA,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"MRI-ESM2-0","ssp245","ensembleMean","2081_2100",1,NA,91,416,15152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,332,111,NA,75,21,NA,NA,NA,NA,NA,NA,3,687,3185,NA,NA,NA,NA,NA,5764,725,NA,NA,NA,NA,76,1,NA,NA,NA,NA,10499,NA,NA,NA,NA,NA,NA,NA,NA,4,1344,NA,NA,3,NA,NA,2,206,702,160,1851,976,7,3,NA,NA,NA,NA,40753,10251,7148,2146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,80,NA,NA,NA,NA,NA,NA,6,NA,8,NA,NA,NA,NA,1,NA,20,NA,45,491,436,NA,4,NA,NA,11,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"MRI-ESM2-0","ssp245","r1i1p1f1","2081_2100",1,NA,91,416,15152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,332,111,NA,75,21,NA,NA,NA,NA,NA,NA,3,687,3185,NA,NA,NA,NA,NA,5764,725,NA,NA,NA,NA,76,1,NA,NA,NA,NA,10499,NA,NA,NA,NA,NA,NA,NA,NA,4,1344,NA,NA,3,NA,NA,2,206,702,160,1851,976,7,3,NA,NA,NA,NA,40753,10251,7148,2146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,80,NA,NA,NA,NA,NA,NA,6,NA,8,NA,NA,NA,NA,1,NA,20,NA,45,491,436,NA,4,NA,NA,11,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,NA,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"ensembleMean","ssp245","ensembleMean","2081_2100",1,NA,60,708,12909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,16,NA,NA,NA,NA,NA,NA,1158,90,NA,296,24,6,NA,NA,NA,NA,NA,110,616,6413,3,NA,NA,3,3,5647,311,NA,NA,NA,NA,366,21,NA,NA,NA,NA,9348,567,NA,NA,171,NA,NA,NA,NA,66,2727,101,NA,77,NA,NA,93,135,295,150,917,1025,8,NA,NA,NA,NA,NA,21994,22759,5452,10271,NA,NA,NA,2531,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,17401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,605,NA,NA,NA,NA,146,NA,1,NA,NA,NA,NA,NA,NA,4,NA,48,NA,252,376,252,NA,7,NA,NA,NA,12,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
