"BGC","SS_NoSpace","Spp","ESuit"
"ICHdk","ICHdk/01","Sx",1
"ICHdk","ICHdk/02","At",3
"ICHdk","ICHdk/02","Bl",3
"ICHdk","ICHdk/02","Cw",3
"ICHdk","ICHdk/02","Fd",2
"ICHdk","ICHdk/02","Pl",1
"ICHdk","ICHdk/02","Sx",3
"ICHdk","ICHdk/03","At",3
"ICHdk","ICHdk/03","Cw",3
"ICHdk","ICHdk/03","Fd",2
"ICHdk","ICHdk/03","Pl",1
"ICHdk","ICHdk/03","Sx",3
"ICHdk","ICHdk/04","At",3
"ICHdk","ICHdk/04","Bl",2
"ICHdk","ICHdk/04","Cw",3
"ICHdk","ICHdk/04","Ep",2
"ICHdk","ICHdk/04","Fd",1
"ICHdk","ICHdk/04","Lw",4
"ICHdk","ICHdk/04","Pl",1
"ICHdk","ICHdk/04","Sx",2
"ICHdk","ICHdk/05","Act",3
"ICHdk","ICHdk/05","At",2
"ICHdk","ICHdk/05","Bl",2
"ICHdk","ICHdk/05","Cw",2
"ICHdk","ICHdk/05","Ep",2
"ICHdk","ICHdk/05","Fd",1
"ICHdk","ICHdk/05","Lw",4
"ICHdk","ICHdk/05","Pl",1
"ICHdk","ICHdk/05","Sx",1
"ICHdk","ICHdk/06","Act",3
"ICHdk","ICHdk/06","At",2
"ICHdk","ICHdk/06","Bl",2
"ICHdk","ICHdk/06","Cw",2
"ICHdk","ICHdk/06","Ep",2
"ICHdk","ICHdk/06","Fd",1
"ICHdk","ICHdk/06","Pl",1
"ICHdk","ICHdk/06","Sx",1
"ICHdk","ICHdk/07","Act",3
"ICHdk","ICHdk/07","At",2
"ICHdk","ICHdk/07","Bl",2
"ICHdk","ICHdk/07","Fd",2
"ICHdk","ICHdk/07","Pl",1
"ICHdk","ICHdk/07","Sx",1
"ICHdk","ICHdk/08","Act",2
"ICHdk","ICHdk/08","At",2
"ICHdk","ICHdk/08","Bl",1
"ICHdk","ICHdk/08","Cw",2
"ICHdk","ICHdk/08","Ep",3
"ICHdk","ICHdk/08","Fd",2
"ICHdk","ICHdk/08","Pl",2
"ICHdk","ICHdk/08","Sx",1
"ICHdk","ICHdk/09","Act",2
"ICHdk","ICHdk/09","Bl",2
"ICHdk","ICHdk/09","Pl",2
"ICHdk","ICHdk/09","Sx",1
"ICHdm","ICHdm/101","Act",3
"ICHdm","ICHdm/101","At",2
"ICHdm","ICHdm/101","Bg",3
"ICHdm","ICHdm/101","Bl",2
"ICHdm","ICHdm/101","Cw",1
"ICHdm","ICHdm/101","Ep",2
"ICHdm","ICHdm/101","Fd",2
"ICHdm","ICHdm/101","Hw",1
"ICHdm","ICHdm/101","Lw",2
"ICHdm","ICHdm/101","Pl",2
"ICHdm","ICHdm/101","Pw",2
"ICHdm","ICHdm/101","Sx",2
"ICHdm","ICHdm/102","At",3
"ICHdm","ICHdm/102","Fd",1
"ICHdm","ICHdm/102","Lw",2
"ICHdm","ICHdm/102","Pl",3
"ICHdm","ICHdm/102","Py",3
"ICHdm","ICHdm/103","At",3
"ICHdm","ICHdm/103","Bg",3
"ICHdm","ICHdm/103","Bl",3
"ICHdm","ICHdm/103","Ep",3
"ICHdm","ICHdm/103","Fd",2
"ICHdm","ICHdm/103","Lw",1
"ICHdm","ICHdm/103","Pl",1
"ICHdm","ICHdm/103","Pw",3
"ICHdm","ICHdm/103","Sx",2
"ICHdm","ICHdm/110","Act",2
"ICHdm","ICHdm/110","At",2
"ICHdm","ICHdm/110","Bg",3
"ICHdm","ICHdm/110","Bl",2
"ICHdm","ICHdm/110","Cw",1
"ICHdm","ICHdm/110","Ep",2
"ICHdm","ICHdm/110","Fd",3
"ICHdm","ICHdm/110","Hw",1
"ICHdm","ICHdm/110","Lw",3
"ICHdm","ICHdm/110","Pw",3
"ICHdm","ICHdm/110","Sx",1
"ICHdm","ICHdm/111","Act",2
"ICHdm","ICHdm/111","At",3
"ICHdm","ICHdm/111","Bl",1
"ICHdm","ICHdm/111","Cw",1
"ICHdm","ICHdm/111","Ep",2
"ICHdm","ICHdm/111","Hw",1
"ICHdm","ICHdm/111","Sx",1
"ICHdm","ICHdm/112","Act",2
"ICHdm","ICHdm/112","Bl",1
"ICHdm","ICHdm/112","Cw",2
"ICHdm","ICHdm/112","Hw",2
"ICHdm","ICHdm/112","Sx",1
"ICHdw_ID","ICHdw_ID/101","At",2
"ICHdw_ID","ICHdw_ID/101","Bg",1
"ICHdw_ID","ICHdw_ID/101","Cw",2
"ICHdw_ID","ICHdw_ID/101","Ep",3
"ICHdw_ID","ICHdw_ID/101","Fd",1
"ICHdw_ID","ICHdw_ID/101","Hw",2
"ICHdw_ID","ICHdw_ID/101","Lw",1
"ICHdw_ID","ICHdw_ID/101","Pl",2
"ICHdw_ID","ICHdw_ID/101","Pw",2
"ICHdw_ID","ICHdw_ID/101","Py",3
"ICHdw_ID","ICHdw_ID/101","Sx",3
"ICHdw_ID","ICHdw_ID/102","Fd",1
"ICHdw_ID","ICHdw_ID/102","Py",1
"ICHdw_ID","ICHdw_ID/103","Bg",3
"ICHdw_ID","ICHdw_ID/103","Fd",1
"ICHdw_ID","ICHdw_ID/103","Lw",2
"ICHdw_ID","ICHdw_ID/103","Pl",3
"ICHdw_ID","ICHdw_ID/103","Pw",3
"ICHdw_ID","ICHdw_ID/103","Py",2
"ICHdw_ID","ICHdw_ID/110","At",3
"ICHdw_ID","ICHdw_ID/110","Bg",1
"ICHdw_ID","ICHdw_ID/110","Bl",3
"ICHdw_ID","ICHdw_ID/110","Cw",1
"ICHdw_ID","ICHdw_ID/110","Ep",3
"ICHdw_ID","ICHdw_ID/110","Fd",1
"ICHdw_ID","ICHdw_ID/110","Hw",2
"ICHdw_ID","ICHdw_ID/110","Lw",1
"ICHdw_ID","ICHdw_ID/110","Pw",1
"ICHdw_ID","ICHdw_ID/110","Sx",3
"ICHdw_ID","ICHdw_ID/111","Act",5
"ICHdw_ID","ICHdw_ID/111","At",2
"ICHdw_ID","ICHdw_ID/111","Bg",1
"ICHdw_ID","ICHdw_ID/111","Bl",5
"ICHdw_ID","ICHdw_ID/111","Cw",1
"ICHdw_ID","ICHdw_ID/111","Ep",2
"ICHdw_ID","ICHdw_ID/111","Fd",1
"ICHdw_ID","ICHdw_ID/111","Hw",3
"ICHdw_ID","ICHdw_ID/111","Lw",2
"ICHdw_ID","ICHdw_ID/111","Pw",1
"ICHdw_ID","ICHdw_ID/111","Sx",2
"ICHdw_ID","ICHdw_ID/112","Bg",2
"ICHdw_ID","ICHdw_ID/112","Bl",2
"ICHdw_ID","ICHdw_ID/112","Cw",1
"ICHdw_ID","ICHdw_ID/112","Ep",3
"ICHdw_ID","ICHdw_ID/112","Hw",2
"ICHdw_ID","ICHdw_ID/112","Sx",1
"ICHdw_ID","ICHdw_ID/113","Act",2
"ICHdw_ID","ICHdw_ID/113","Bl",3
"ICHdw_ID","ICHdw_ID/113","Cw",1
"ICHdw_ID","ICHdw_ID/113","Ep",2
"ICHdw_ID","ICHdw_ID/113","Hw",3
"ICHdw_ID","ICHdw_ID/113","Sx",2
"ICHdw1","ICHdw1/101","At",1
"ICHdw1","ICHdw1/101","Bg",2
"ICHdw1","ICHdw1/101","Bl",3
"ICHdw1","ICHdw1/101","Cw",1
"ICHdw1","ICHdw1/101","Ep",1
"ICHdw1","ICHdw1/101","Fd",1
"ICHdw1","ICHdw1/101","Hw",2
"ICHdw1","ICHdw1/101","Lw",1
"ICHdw1","ICHdw1/101","Pl",2
"ICHdw1","ICHdw1/101","Pw",2
"ICHdw1","ICHdw1/101","Py",3
"ICHdw1","ICHdw1/101","Sx",3
"ICHdw1","ICHdw1/102","Cw",3
"ICHdw1","ICHdw1/102","Ep",3
"ICHdw1","ICHdw1/102","Fd",1
"ICHdw1","ICHdw1/102","Lw",3
"ICHdw1","ICHdw1/102","Pl",2
"ICHdw1","ICHdw1/102","Py",1
"ICHdw1","ICHdw1/103","At",2
"ICHdw1","ICHdw1/103","Ep",2
"ICHdw1","ICHdw1/103","Fd",1
"ICHdw1","ICHdw1/103","Lw",2
"ICHdw1","ICHdw1/103","Pl",2
"ICHdw1","ICHdw1/103","Pw",3
"ICHdw1","ICHdw1/103","Py",1
"ICHdw1","ICHdw1/104","At",2
"ICHdw1","ICHdw1/104","Bg",3
"ICHdw1","ICHdw1/104","Cw",3
"ICHdw1","ICHdw1/104","Ep",2
"ICHdw1","ICHdw1/104","Fd",1
"ICHdw1","ICHdw1/104","Hw",3
"ICHdw1","ICHdw1/104","Lw",1
"ICHdw1","ICHdw1/104","Pl",2
"ICHdw1","ICHdw1/104","Pw",2
"ICHdw1","ICHdw1/104","Py",3
"ICHdw1","ICHdw1/104","Sx",3
"ICHdw1","ICHdw1/110","Act",2
"ICHdw1","ICHdw1/110","At",2
"ICHdw1","ICHdw1/110","Bg",2
"ICHdw1","ICHdw1/110","Bl",3
"ICHdw1","ICHdw1/110","Cw",1
"ICHdw1","ICHdw1/110","Ep",2
"ICHdw1","ICHdw1/110","Fd",2
"ICHdw1","ICHdw1/110","Hw",1
"ICHdw1","ICHdw1/110","Lw",2
"ICHdw1","ICHdw1/110","Pl",3
"ICHdw1","ICHdw1/110","Pw",2
"ICHdw1","ICHdw1/110","Sx",2
"ICHdw1","ICHdw1/111","Act",1
"ICHdw1","ICHdw1/111","At",3
"ICHdw1","ICHdw1/111","Bg",3
"ICHdw1","ICHdw1/111","Bl",3
"ICHdw1","ICHdw1/111","Cw",1
"ICHdw1","ICHdw1/111","Ep",2
"ICHdw1","ICHdw1/111","Fd",3
"ICHdw1","ICHdw1/111","Hw",1
"ICHdw1","ICHdw1/111","Lw",3
"ICHdw1","ICHdw1/111","Pl",3
"ICHdw1","ICHdw1/111","Pw",3
"ICHdw1","ICHdw1/111","Sx",1
"ICHdw1","ICHdw1/112","Act",1
"ICHdw1","ICHdw1/112","At",3
"ICHdw1","ICHdw1/112","Bl",3
"ICHdw1","ICHdw1/112","Cw",1
"ICHdw1","ICHdw1/112","Ep",3
"ICHdw1","ICHdw1/112","Hw",2
"ICHdw1","ICHdw1/112","Pw",3
"ICHdw1","ICHdw1/112","Sx",2
"ICHdw1","ICHdw1/113","Act",2
"ICHdw1","ICHdw1/113","At",2
"ICHdw1","ICHdw1/113","Bl",3
"ICHdw1","ICHdw1/113","Cw",1
"ICHdw1","ICHdw1/113","Ep",2
"ICHdw1","ICHdw1/113","Hw",1
"ICHdw1","ICHdw1/113","Sx",2
"ICHdw3","ICHdw3/101","Bl",3
"ICHdw3","ICHdw3/101","Cw",1
"ICHdw3","ICHdw3/101","Fd",1
"ICHdw3","ICHdw3/101","Hw",2
"ICHdw3","ICHdw3/101","Lw",4
"ICHdw3","ICHdw3/101","Pl",3
"ICHdw3","ICHdw3/101","Pw",2
"ICHdw3","ICHdw3/101","Sx",2
"ICHdw3","ICHdw3/102","Fd",1
"ICHdw3","ICHdw3/102","Lw",4
"ICHdw3","ICHdw3/102","Pl",1
"ICHdw3","ICHdw3/102","Pw",3
"ICHdw3","ICHdw3/102","Py",2
"ICHdw3","ICHdw3/103","Fd",1
"ICHdw3","ICHdw3/103","Lw",4
"ICHdw3","ICHdw3/103","Pl",1
"ICHdw3","ICHdw3/103","Pw",2
"ICHdw3","ICHdw3/103","Py",3
"ICHdw3","ICHdw3/104","Cw",2
"ICHdw3","ICHdw3/104","Fd",1
"ICHdw3","ICHdw3/104","Hw",3
"ICHdw3","ICHdw3/104","Lw",4
"ICHdw3","ICHdw3/104","Pl",1
"ICHdw3","ICHdw3/104","Pw",2
"ICHdw3","ICHdw3/104","Sx",2
"ICHdw3","ICHdw3/110","Bl",3
"ICHdw3","ICHdw3/110","Cw",2
"ICHdw3","ICHdw3/110","Fd",3
"ICHdw3","ICHdw3/110","Hw",3
"ICHdw3","ICHdw3/110","Pw",3
"ICHdw3","ICHdw3/110","Sx",2
"ICHdw3","ICHdw3/111","Bl",3
"ICHdw3","ICHdw3/111","Cw",1
"ICHdw3","ICHdw3/111","Fd",2
"ICHdw3","ICHdw3/111","Hw",2
"ICHdw3","ICHdw3/111","Lw",4
"ICHdw3","ICHdw3/111","Pw",3
"ICHdw3","ICHdw3/111","Sx",2
"ICHdw3","ICHdw3/112","Bl",2
"ICHdw3","ICHdw3/112","Cw",1
"ICHdw3","ICHdw3/112","Hw",1
"ICHdw3","ICHdw3/112","Sx",2
"ICHdw3","ICHdw3/113","Bl",2
"ICHdw3","ICHdw3/113","Cw",1
"ICHdw3","ICHdw3/113","Hw",2
"ICHdw3","ICHdw3/113","Sx",1
"ICHdw4","ICHdw4/101","At",2
"ICHdw4","ICHdw4/101","Bl",4
"ICHdw4","ICHdw4/101","Cw",1
"ICHdw4","ICHdw4/101","Ep",2
"ICHdw4","ICHdw4/101","Fd",1
"ICHdw4","ICHdw4/101","Hw",1
"ICHdw4","ICHdw4/101","Lw",2
"ICHdw4","ICHdw4/101","Pl",3
"ICHdw4","ICHdw4/101","Pw",2
"ICHdw4","ICHdw4/101","Py",3
"ICHdw4","ICHdw4/101","Sx",3
"ICHdw4","ICHdw4/102","Cw",3
"ICHdw4","ICHdw4/102","Ep",3
"ICHdw4","ICHdw4/102","Fd",1
"ICHdw4","ICHdw4/102","Lw",3
"ICHdw4","ICHdw4/102","Pl",2
"ICHdw4","ICHdw4/102","Py",2
"ICHdw4","ICHdw4/103","Ep",3
"ICHdw4","ICHdw4/103","Fd",1
"ICHdw4","ICHdw4/103","Lw",3
"ICHdw4","ICHdw4/103","Pl",3
"ICHdw4","ICHdw4/103","Pw",3
"ICHdw4","ICHdw4/103","Py",2
"ICHdw4","ICHdw4/104","At",2
"ICHdw4","ICHdw4/104","Cw",2
"ICHdw4","ICHdw4/104","Ep",2
"ICHdw4","ICHdw4/104","Fd",1
"ICHdw4","ICHdw4/104","Hw",3
"ICHdw4","ICHdw4/104","Lw",2
"ICHdw4","ICHdw4/104","Pl",2
"ICHdw4","ICHdw4/104","Pw",2
"ICHdw4","ICHdw4/104","Py",3
"ICHdw4","ICHdw4/104","Sx",3
"ICHdw4","ICHdw4/110","Act",2
"ICHdw4","ICHdw4/110","At",2
"ICHdw4","ICHdw4/110","Bl",3
"ICHdw4","ICHdw4/110","Cw",1
"ICHdw4","ICHdw4/110","Ep",2
"ICHdw4","ICHdw4/110","Fd",2
"ICHdw4","ICHdw4/110","Hw",1
"ICHdw4","ICHdw4/110","Lw",2
"ICHdw4","ICHdw4/110","Pl",2
"ICHdw4","ICHdw4/110","Pw",2
"ICHdw4","ICHdw4/110","Sx",2
"ICHdw4","ICHdw4/111","Act",2
"ICHdw4","ICHdw4/111","At",3
"ICHdw4","ICHdw4/111","Bl",3
"ICHdw4","ICHdw4/111","Cw",1
"ICHdw4","ICHdw4/111","Ep",2
"ICHdw4","ICHdw4/111","Hw",2
"ICHdw4","ICHdw4/111","Pw",3
"ICHdw4","ICHdw4/111","Sx",1
"ICHdw4","ICHdw4/112","Act",2
"ICHdw4","ICHdw4/112","At",5
"ICHdw4","ICHdw4/112","Bl",3
"ICHdw4","ICHdw4/112","Cw",1
"ICHdw4","ICHdw4/112","Ep",2
"ICHdw4","ICHdw4/112","Hw",2
"ICHdw4","ICHdw4/112","Pw",5
"ICHdw4","ICHdw4/112","Sx",2
"ICHmc1","ICHmc1/01","At",2
"ICHmc1","ICHmc1/01","Ba",3
"ICHmc1","ICHmc1/01","Bl",2
"ICHmc1","ICHmc1/01","Ep",2
"ICHmc1","ICHmc1/01","Hw",1
"ICHmc1","ICHmc1/01","Lw",4
"ICHmc1","ICHmc1/01","Pl",2
"ICHmc1","ICHmc1/01","Sx",1
"ICHmc1","ICHmc1/02","At",3
"ICHmc1","ICHmc1/02","Bl",3
"ICHmc1","ICHmc1/02","Hw",3
"ICHmc1","ICHmc1/02","Pl",2
"ICHmc1","ICHmc1/03","Act",3
"ICHmc1","ICHmc1/03","At",2
"ICHmc1","ICHmc1/03","Ba",3
"ICHmc1","ICHmc1/03","Bl",1
"ICHmc1","ICHmc1/03","Ep",2
"ICHmc1","ICHmc1/03","Hw",1
"ICHmc1","ICHmc1/03","Lw",4
"ICHmc1","ICHmc1/03","Pl",3
"ICHmc1","ICHmc1/03","Sx",1
"ICHmc1","ICHmc1/04","Act",2
"ICHmc1","ICHmc1/04","At",2
"ICHmc1","ICHmc1/04","Ba",3
"ICHmc1","ICHmc1/04","Bl",1
"ICHmc1","ICHmc1/04","Ep",2
"ICHmc1","ICHmc1/04","Hw",2
"ICHmc1","ICHmc1/04","Pl",3
"ICHmc1","ICHmc1/04","Sx",1
"ICHmc1","ICHmc1/05","Act",1
"ICHmc1","ICHmc1/05","At",3
"ICHmc1","ICHmc1/05","Ba",3
"ICHmc1","ICHmc1/05","Bl",2
"ICHmc1","ICHmc1/05","Ep",3
"ICHmc1","ICHmc1/05","Pl",3
"ICHmc1","ICHmc1/05","Sx",1
"ICHmc1","ICHmc1/06","Act",2
"ICHmc1","ICHmc1/06","Ba",3
"ICHmc1","ICHmc1/06","Bl",2
"ICHmc1","ICHmc1/06","Hw",3
"ICHmc1","ICHmc1/06","Sx",1
"ICHmc1a","ICHmc1a/01","At",3
"ICHmc1a","ICHmc1a/01","Ba",1
"ICHmc1a","ICHmc1a/01","Bl",3
"ICHmc1a","ICHmc1a/01","Cw",4
"ICHmc1a","ICHmc1a/01","Ep",3
"ICHmc1a","ICHmc1a/01","Hw",1
"ICHmc1a","ICHmc1a/01","Pl",1
"ICHmc1a","ICHmc1a/01","Sx",1
"ICHmc1a","ICHmc1a/02","Act",3
"ICHmc1a","ICHmc1a/02","At",3
"ICHmc1a","ICHmc1a/02","Ba",1
"ICHmc1a","ICHmc1a/02","Bl",3
"ICHmc1a","ICHmc1a/02","Cw",4
"ICHmc1a","ICHmc1a/02","Ep",3
"ICHmc1a","ICHmc1a/02","Hw",2
"ICHmc1a","ICHmc1a/02","Pl",2
"ICHmc1a","ICHmc1a/02","Sx",1
"ICHmc1a","ICHmc1a/03","Ba",1
"ICHmc1a","ICHmc1a/03","Bl",2
"ICHmc1a","ICHmc1a/03","Cw",4
"ICHmc1a","ICHmc1a/03","Hw",2
"ICHmc1a","ICHmc1a/03","Pl",2
"ICHmc1a","ICHmc1a/03","Sx",1
"ICHmc2","ICHmc2/01","At",2
"ICHmc2","ICHmc2/01","Ba",3
"ICHmc2","ICHmc2/01","Bl",2
"ICHmc2","ICHmc2/01","Cw",2
"ICHmc2","ICHmc2/01","Ep",2
"ICHmc2","ICHmc2/01","Fd",4
"ICHmc2","ICHmc2/01","Hw",1
"ICHmc2","ICHmc2/01","Lw",4
"ICHmc2","ICHmc2/01","Pl",1
"ICHmc2","ICHmc2/01","Sx",1
"ICHmc2","ICHmc2/02","At",3
"ICHmc2","ICHmc2/02","Ba",3
"ICHmc2","ICHmc2/02","Bl",3
"ICHmc2","ICHmc2/02","Ep",3
"ICHmc2","ICHmc2/02","Hw",3
"ICHmc2","ICHmc2/02","Pl",2
"ICHmc2","ICHmc2/03","Act",3
"ICHmc2","ICHmc2/03","At",2
"ICHmc2","ICHmc2/03","Ba",3
"ICHmc2","ICHmc2/03","Bl",2
"ICHmc2","ICHmc2/03","Cw",1
"ICHmc2","ICHmc2/03","Ep",2
"ICHmc2","ICHmc2/03","Fd",4
"ICHmc2","ICHmc2/03","Hw",1
"ICHmc2","ICHmc2/03","Lw",4
"ICHmc2","ICHmc2/03","Pl",2
"ICHmc2","ICHmc2/03","Sx",1
"ICHmc2","ICHmc2/04","Act",3
"ICHmc2","ICHmc2/04","At",3
"ICHmc2","ICHmc2/04","Ba",3
"ICHmc2","ICHmc2/04","Bl",2
"ICHmc2","ICHmc2/04","Cw",1
"ICHmc2","ICHmc2/04","Ep",3
"ICHmc2","ICHmc2/04","Fd",4
"ICHmc2","ICHmc2/04","Hw",2
"ICHmc2","ICHmc2/04","Lw",4
"ICHmc2","ICHmc2/04","Pl",2
"ICHmc2","ICHmc2/04","Sx",1
"ICHmc2","ICHmc2/05","Act",3
"ICHmc2","ICHmc2/05","At",2
"ICHmc2","ICHmc2/05","Ba",3
"ICHmc2","ICHmc2/05","Bl",2
"ICHmc2","ICHmc2/05","Cw",1
"ICHmc2","ICHmc2/05","Ep",1
"ICHmc2","ICHmc2/05","Hw",2
"ICHmc2","ICHmc2/05","Pl",2
"ICHmc2","ICHmc2/05","Sx",1
"ICHmc2","ICHmc2/06","Act",1
"ICHmc2","ICHmc2/06","At",3
"ICHmc2","ICHmc2/06","Ba",3
"ICHmc2","ICHmc2/06","Bl",2
"ICHmc2","ICHmc2/06","Cw",1
"ICHmc2","ICHmc2/06","Ep",3
"ICHmc2","ICHmc2/06","Hw",3
"ICHmc2","ICHmc2/06","Pl",2
"ICHmc2","ICHmc2/06","Sx",1
"ICHmc2","ICHmc2/07","Act",3
"ICHmc2","ICHmc2/07","At",3
"ICHmc2","ICHmc2/07","Ba",3
"ICHmc2","ICHmc2/07","Bl",2
"ICHmc2","ICHmc2/07","Cw",2
"ICHmc2","ICHmc2/07","Ep",3
"ICHmc2","ICHmc2/07","Hw",3
"ICHmc2","ICHmc2/07","Pl",3
"ICHmc2","ICHmc2/07","Sx",1
"ICHmc2","ICHmc2/08","Pl",2
"ICHmc2","ICHmc2/08","Sb",2
"ICHmc2","ICHmc2/08","Sx",2
"ICHmh_MT","ICHmh_MT/101","At",2
"ICHmh_MT","ICHmh_MT/101","Cw",1
"ICHmh_MT","ICHmh_MT/101","Ep",2
"ICHmh_MT","ICHmh_MT/101","Fd",1
"ICHmh_MT","ICHmh_MT/101","Hw",3
"ICHmh_MT","ICHmh_MT/101","Lw",1
"ICHmh_MT","ICHmh_MT/101","Pl",2
"ICHmh_MT","ICHmh_MT/101","Pw",2
"ICHmh_MT","ICHmh_MT/101","Sx",2
"ICHmh_MT","ICHmh_MT/102","Ep",2
"ICHmh_MT","ICHmh_MT/102","Fd",1
"ICHmh_MT","ICHmh_MT/102","Lw",3
"ICHmh_MT","ICHmh_MT/102","Py",2
"ICHmh_MT","ICHmh_MT/103","Bl",3
"ICHmh_MT","ICHmh_MT/103","Fd",1
"ICHmh_MT","ICHmh_MT/103","Lw",1
"ICHmh_MT","ICHmh_MT/103","Pl",1
"ICHmh_MT","ICHmh_MT/103","Pw",2
"ICHmh_MT","ICHmh_MT/103","Py",3
"ICHmh_MT","ICHmh_MT/103","Sx",3
"ICHmh_MT","ICHmh_MT/110","At",2
"ICHmh_MT","ICHmh_MT/110","Bl",3
"ICHmh_MT","ICHmh_MT/110","Cw",2
"ICHmh_MT","ICHmh_MT/110","Ep",2
"ICHmh_MT","ICHmh_MT/110","Fd",1
"ICHmh_MT","ICHmh_MT/110","Hw",2
"ICHmh_MT","ICHmh_MT/110","Lw",1
"ICHmh_MT","ICHmh_MT/110","Pl",2
"ICHmh_MT","ICHmh_MT/110","Pw",2
"ICHmh_MT","ICHmh_MT/110","Sx",2
"ICHmh_MT","ICHmh_MT/111","Act",3
"ICHmh_MT","ICHmh_MT/111","Bl",1
"ICHmh_MT","ICHmh_MT/111","Cw",2
"ICHmh_MT","ICHmh_MT/111","Ep",5
"ICHmh_MT","ICHmh_MT/111","Hw",3
"ICHmh_MT","ICHmh_MT/111","Pw",3
"ICHmh_MT","ICHmh_MT/111","Sx",1
"ICHmh_MT","ICHmh_MT/112","At",2
"ICHmh_MT","ICHmh_MT/112","Bl",2
"ICHmh_MT","ICHmh_MT/112","Cw",1
"ICHmh_MT","ICHmh_MT/112","Ep",2
"ICHmh_MT","ICHmh_MT/112","Fd",1
"ICHmh_MT","ICHmh_MT/112","Hw",2
"ICHmh_MT","ICHmh_MT/112","Lw",1
"ICHmh_MT","ICHmh_MT/112","Pl",3
"ICHmh_MT","ICHmh_MT/112","Pw",2
"ICHmh_MT","ICHmh_MT/112","Sx",2
"ICHmh_MT","ICHmh_MT/113","Act",2
"ICHmh_MT","ICHmh_MT/113","Bl",3
"ICHmh_MT","ICHmh_MT/113","Cw",2
"ICHmh_MT","ICHmh_MT/113","Ep",2
"ICHmh_MT","ICHmh_MT/113","Pw",3
"ICHmh_MT","ICHmh_MT/113","Sx",1
"ICHmk1","ICHmk1/01","Act",3
"ICHmk1","ICHmk1/01","At",2
"ICHmk1","ICHmk1/01","Bl",2
"ICHmk1","ICHmk1/01","Cw",1
"ICHmk1","ICHmk1/01","Ep",2
"ICHmk1","ICHmk1/01","Fd",1
"ICHmk1","ICHmk1/01","Lw",1
"ICHmk1","ICHmk1/01","Pl",2
"ICHmk1","ICHmk1/01","Py",4
"ICHmk1","ICHmk1/01","Sx",1
"ICHmk1","ICHmk1/02","Bl",3
"ICHmk1","ICHmk1/02","Fd",1
"ICHmk1","ICHmk1/02","Pl",2
"ICHmk1","ICHmk1/02","Py",3
"ICHmk1","ICHmk1/02","Sx",3
"ICHmk1","ICHmk1/03","At",3
"ICHmk1","ICHmk1/03","Bl",3
"ICHmk1","ICHmk1/03","Cw",3
"ICHmk1","ICHmk1/03","Ep",3
"ICHmk1","ICHmk1/03","Fd",1
"ICHmk1","ICHmk1/03","Lw",2
"ICHmk1","ICHmk1/03","Pl",2
"ICHmk1","ICHmk1/03","Py",4
"ICHmk1","ICHmk1/03","Sx",3
"ICHmk1","ICHmk1/04","At",2
"ICHmk1","ICHmk1/04","Bl",2
"ICHmk1","ICHmk1/04","Cw",3
"ICHmk1","ICHmk1/04","Ep",2
"ICHmk1","ICHmk1/04","Fd",2
"ICHmk1","ICHmk1/04","Lw",2
"ICHmk1","ICHmk1/04","Pl",1
"ICHmk1","ICHmk1/04","Py",4
"ICHmk1","ICHmk1/04","Sx",2
"ICHmk1","ICHmk1/05","Act",2
"ICHmk1","ICHmk1/05","At",2
"ICHmk1","ICHmk1/05","Bl",2
"ICHmk1","ICHmk1/05","Cw",1
"ICHmk1","ICHmk1/05","Ep",3
"ICHmk1","ICHmk1/05","Fd",1
"ICHmk1","ICHmk1/05","Lw",2
"ICHmk1","ICHmk1/05","Pl",2
"ICHmk1","ICHmk1/05","Sx",1
"ICHmk1","ICHmk1/06","Act",2
"ICHmk1","ICHmk1/06","At",2
"ICHmk1","ICHmk1/06","Bl",2
"ICHmk1","ICHmk1/06","Cw",1
"ICHmk1","ICHmk1/06","Ep",2
"ICHmk1","ICHmk1/06","Fd",2
"ICHmk1","ICHmk1/06","Lw",2
"ICHmk1","ICHmk1/06","Pl",2
"ICHmk1","ICHmk1/06","Sx",1
"ICHmk1","ICHmk1/07","Act",2
"ICHmk1","ICHmk1/07","At",3
"ICHmk1","ICHmk1/07","Bl",2
"ICHmk1","ICHmk1/07","Cw",2
"ICHmk1","ICHmk1/07","Ep",3
"ICHmk1","ICHmk1/07","Fd",5
"ICHmk1","ICHmk1/07","Lw",5
"ICHmk1","ICHmk1/07","Pl",3
"ICHmk1","ICHmk1/07","Sx",1
"ICHmk1","ICHmk1/101","Act",3
"ICHmk1","ICHmk1/101","At",2
"ICHmk1","ICHmk1/101","Bl",2
"ICHmk1","ICHmk1/101","Cw",1
"ICHmk1","ICHmk1/101","Ep",2
"ICHmk1","ICHmk1/101","Fd",1
"ICHmk1","ICHmk1/101","Lw",1
"ICHmk1","ICHmk1/101","Pl",2
"ICHmk1","ICHmk1/101","Py",4
"ICHmk1","ICHmk1/101","Sx",1
"ICHmk1","ICHmk1/102","Bl",3
"ICHmk1","ICHmk1/102","Fd",1
"ICHmk1","ICHmk1/102","Pl",2
"ICHmk1","ICHmk1/102","Py",3
"ICHmk1","ICHmk1/102","Sx",3
"ICHmk1","ICHmk1/103","At",3
"ICHmk1","ICHmk1/103","Bl",3
"ICHmk1","ICHmk1/103","Cw",3
"ICHmk1","ICHmk1/103","Ep",3
"ICHmk1","ICHmk1/103","Fd",1
"ICHmk1","ICHmk1/103","Lw",2
