"Region","ZoneSubzone","SiteSeries","SiteSeriesName","Standard","StockingTarget","StockingMINpa","StockingMINp","StockingDelay","AssessmentEarliest","AssessmentLatest","Flag","Comment"
"Prince George","SBSdk","82","Bluegrass - Slender wheatgrass","999",,,,,,,0,
"Prince George","SBSdw1","01","SxwFd - Pinegrass","81180",1200,700,600,7,12,15,0,
"Prince George","SBSdw1","02*","FdPl - Cladonia","81181",1000,500,400,7,12,15,0,
"Prince George","SBSdw1","03","Fd - Saskatoon - Pinegrass","81182",1200,700,600,7,12,15,0,
"Prince George","SBSdw1","04","Pl - Pinegrass - Feathermoss","81183",1200,700,600,7,12,15,0,
"Prince George","SBSdw1","05","SxwFd - Ricegrass","81184",1200,700,600,7,12,15,0,
"Prince George","SBSdw1","06","SxwFd - Thimbleberry","81185",1200,700,600,7,12,15,0,
"Prince George","SBSdw1","07","Sxw - Twinberry - Coltsfoot","81186",1200,700,600,4,9,15,0,
"Prince George","SBSdw1","08","Sxw - Twinberry - Oak fern","81187",1200,700,600,4,9,15,0,
"Prince George","SBSdw1","09","Sxw - Horsetail - Glow moss","81188",1000,500,400,4,9,15,0,
"Prince George","SBSdw2","01","SxwFd - Pinegrass","81189",1200,700,600,7,12,15,0,
"Prince George","SBSdw2","02*","FdPl - Cladonia","81190",1000,500,400,7,12,15,0,
"Prince George","SBSdw2","03","Pl - Kinnikinnick - Wavy-leaved moss","81191",1200,700,600,7,12,15,0,
"Prince George","SBSdw2","04","Fd - Pinegrass - Aster","81192",1200,700,600,7,12,15,0,
"Prince George","SBSdw2","05","SxwFd - Cat's tail moss","81193",1200,700,600,7,12,15,0,
"Prince George","SBSdw2","06","Pl - Pinegrass - Feathermoss","81194",1200,700,600,7,12,15,0,
"Prince George","SBSdw2","07","PlSb - Feathermoss","81195",1200,700,600,7,12,15,0,
"Prince George","SBSdw2","08","Sxw - Twinberry","81196",1200,700,600,4,9,15,0,
"Prince George","SBSdw2","09","Sxw - Devil's club - Knight's plume","81197",1200,700,600,4,9,15,0,
"Prince George","SBSdw2","10","Sxw - Horsetail","81198",1000,500,400,4,9,15,0,
"Prince George","SBSdw2","11*","Sb - Soft-leaved sedge - Sphagnum","81199",400,200,200,4,9,15,0,
"Prince George","SBSdw3","01","SxwFd - Pinegrass","81200",1200,700,600,7,12,15,0,
"Prince George","SBSdw3","02","FdPl - Cladonia","81201",1000,500,400,7,12,15,0,
"Prince George","SBSdw3","03","Pl - Feathermoss - Cladina","81202",1200,700,600,7,12,15,0,
"Prince George","SBSdw3","04","SxwFd - Ricegrass","81203",1200,700,600,7,12,15,0,
"Prince George","SBSdw3","05","PlSb - Feathermoss","81204",1200,700,600,7,12,15,0,
"Prince George","SBSdw3","06","Sxw - Pink spirea - Prickly rose","81205",1200,700,600,4,9,15,0,
"Prince George","SBSdw3","07","Sxw - Twinberry","81206",1200,700,600,4,9,15,0,
"Prince George","SBSdw3","08","Sxw - Oak fern","81207",1200,700,600,4,9,15,0,
"Prince George","SBSdw3","09","Sxw - Horsetail - Glow moss","81208",1000,500,400,4,9,15,0,
"Prince George","SBSdw3","10*","Sb - Soft-leaved sedge - Sphagnum","81209",400,200,200,4,9,15,0,
"Prince George","SBSmc2","01","Sxw - Huckleberry","81210",1200,700,600,7,12,15,0,
"Prince George","SBSmc2","02*","Pl - Huckleberry - Cladonia","81211",1000,500,400,7,12,15,0,
"Prince George","SBSmc2","03","SbPl - Feathermoss","81212",1200,700,600,7,12,15,0,
"Prince George","SBSmc2","04","Sxw - Huckleberry - Dwarf blueberry","81213",1200,700,600,4,9,15,0,
"Prince George","SBSmc2","05","Sxw - Twinberry - Coltsfoot","81214",1200,700,600,4,9,15,0,
"Prince George","SBSmc2","06","Sxw - Oak fern","81215",1200,700,600,4,9,15,0,
"Prince George","SBSmc2","07","Sxw - Scrub birch - Feathermoss","81216",1000,500,400,4,9,15,0,
"Prince George","SBSmc2","08","Sxw - Twinberry - Oak fern","81217",1200,700,600,4,9,15,0,
"Prince George","SBSmc2","09","Sxw - Devil's club","81218",1200,700,600,4,9,15,0,
"Prince George","SBSmc2","10","Sxw - Horsetail","81219",1000,500,400,4,9,15,0,
"Prince George","SBSmc2","11","Sxw - Horsetail - Glow moss","81220",1000,500,400,4,9,15,0,
"Prince George","SBSmc2","12*","SbSxw - Scrub birch - Sedge","81221",400,200,200,4,9,15,0,
"Prince George","SBSmc3","01","Sxw - Huckleberry","81222",1200,700,600,7,12,15,0,
"Prince George","SBSmc3","02","Pl - Juniper - Dwarf blueberry","81223",1200,700,600,7,12,15,0,
"Prince George","SBSmc3","03","Pl - Feathermoss - Cladina","81224",1200,700,600,7,12,15,0,
"Prince George","SBSmc3","04","Sxw - Huckleberry - Soopolallie","81225",1200,700,600,7,12,15,0,
"Prince George","SBSmc3","05","Sb - Huckleberry - Spirea","81226",1200,700,600,7,12,15,0,
"Prince George","SBSmc3","06","SbPl - Feathermoss","81227",1200,700,600,7,12,15,0,
"Prince George","SBSmc3","07","Sxw - Twinberry","81228",1200,700,600,4,9,15,0,
"Prince George","SBSmc3","08","Sxw - Horsetail","81229",1000,500,400,4,9,15,0,
"Prince George","SBSmc3","09*","SbSxw - Scrub birch - Sedge","81230",400,200,200,4,9,15,0,
"Prince George","SBSmh","01","SxwFd - Hazelnut","81231",1200,700,600,7,12,15,0,
"Prince George","SBSmh","02*","FdPl - Cladonia","81232",1000,500,400,7,12,15,0,
"Prince George","SBSmh","03","FdPl - Velvet-leaved blueberry - Cladonia","81233",1000,500,400,7,12,15,0,
"Prince George","SBSmh","04","Fd - Douglas maple - Step moss","81234",1200,700,600,7,12,15,0,
"Prince George","SBSmh","05","SxwFd - Feathermoss","81235",1200,700,600,7,12,15,0,
"Prince George","SBSmh","06","SxwFd - Coltsfoot","81236",1200,700,600,7,12,15,0,
"Prince George","SBSmh","07","SxwEp - Devil's club","81237",1200,700,600,4,9,15,0,
"Prince George","SBSmh","08","Sxw - Ostrich fern","81238",1200,700,600,4,9,15,0,
"Prince George","SBSmh","09","Sxw - Horsetail - Glow moss","81239",1000,500,400,4,9,15,0,
"Prince George","SBSmk1","01","Sxw - Huckleberry - Highbush-cranberry","81240",1200,700,600,7,12,15,0,
"Prince George","SBSmk1","02*","Pl - Cladina - Step moss","81241",1200,700,600,7,12,15,0,
"Prince George","SBSmk1","03","Pl - Feathermoss - Cladina","81242",1200,700,600,7,12,15,0,
"Prince George","SBSmk1","04","SxwFd - Knight's plume","81243",1200,700,600,7,12,15,0,
"Prince George","SBSmk1","05","SxwFd - Toad flax","81244",1200,700,600,7,12,15,0,
"Prince George","SBSmk1","06","Sb - Huckleberry - Spirea","81245",1200,700,600,7,12,15,0,
"Prince George","SBSmk1","07","Sxw - Oak fern","81246",1200,700,600,4,9,15,0,
"Prince George","SBSmk1","08","Sxw - Devil's club","81247",1200,700,600,4,9,15,0,
"Prince George","SBSmk1","09","Sxw - Horsetail","81248",1000,500,400,4,9,15,0,
"Prince George","SBSmk1","10*","Sb - Scrub birch - Sedge","81249",400,200,200,4,9,15,0,
"Prince George","SBSmk2","01","Sxw - Huckleberry - Highbush-cranberry","81250",1200,700,600,7,12,15,0,
"Prince George","SBSmk2","02*","Pl - Feathermoss - Cladina","81251",1200,700,600,7,12,15,0,
"Prince George","SBSmk2","03","Sxw - Huckleberry - Soopolallie","81252",1200,700,600,7,12,15,0,
"Prince George","SBSmk2","04","Sb - Huckleberry - Spirea","81253",1200,700,600,7,12,15,0,
"Prince George","SBSmk2","05","Sxw - Oak fern","81254",1200,700,600,4,9,15,0,
"Prince George","SBSmk2","06","Sxw - Horsetail","81255",1000,500,400,4,9,15,0,
"Prince George","SBSmw","01","SxwFd - Falsebox","81256",1200,700,600,7,12,15,0,
"Prince George","SBSmw","02*","FdBl - Huckleberry","81257",1000,500,400,7,12,15,0,
"Prince George","SBSmw","03","Pl - Huckleberry - Velvet-leaved blueberry","81258",1200,700,600,7,12,15,0,
"Prince George","SBSmw","04","SxwFd - Knight's plume","81259",1200,700,600,7,12,15,0,
"Prince George","SBSmw","05","Sxw - Pink spirea","81260",1200,700,600,4,9,15,0,
"Prince George","SBSmw","06","Sxw - Oak fern","81261",1200,700,600,4,9,15,0,
"Prince George","SBSmw","07","Sxw - Twinberry - Oak fern","81262",1200,700,600,4,9,15,0,
"Prince George","SBSmw","08","Sxw - Devil's club","81263",1200,700,600,4,9,15,0,
"Prince George","SBSmw","09","Sxw - Horsetail","81264",1000,500,400,4,9,15,0,
"Prince George","SBSmw","10*","SbSxw - Scrub birch - Sedge","81265",400,200,200,4,9,15,0,
"Prince George","SBSvk","01","Sxw - Devil's club","81266",1200,700,600,4,9,15,0,
"Prince George","SBSvk","02","Pl - Huckleberry - Velvet-leaved blueberry","81267",1200,700,600,7,12,15,0,
"Prince George","SBSvk","03*","SxwFd - Thimbleberry","81268",1200,700,600,7,12,15,0,
"Prince George","SBSvk","04","Sxw - Oak fern","81269",1200,700,600,4,9,15,0,
"Prince George","SBSvk","05","Sxw - Devil's club - Spiny wood fern","81270",1200,700,600,4,9,15,0,
"Prince George","SBSvk","06","Sxw - Horsetail","81271",1000,500,400,4,9,15,0,
"Prince George","SBSvk","07","Sxw - Devil's club - Ostrich fern","81272",1200,700,600,4,9,15,0,
"Prince George","SBSvk","08*","SbPl - Bog-laurel - Sphagnum","81273",400,200,200,4,9,15,0,
"Prince George","SBSvk","09","Pl - Huckleberry - Cladina","81274",1000,500,400,7,12,15,0,
"Prince George","SBSvk","10","Sxw - Skunk cabbage","81275",1000,500,400,4,9,15,0,
"Prince George","SBSvk","11","Mountain alder - Lady fern","999",1000,500,400,4,9,15,0,
"Prince George","SBSwk1","01","Sxw - Oak fern","81276",1200,700,600,4,9,15,0,
"Prince George","SBSwk1","02*","Pl - Huckleberry - Cladina","81277",1000,500,400,7,12,15,0,
"Prince George","SBSwk1","03","Pl - Huckleberry - Velvet-leaved blueberry","81278",1200,700,600,7,12,15,0,
"Prince George","SBSwk1","04","SxwFd - Knight's plume","81279",1200,700,600,7,12,15,0,
"Prince George","SBSwk1","05","Sxw - Huckleberry - Highbush-cranberry","81280",1200,700,600,7,12,15,0,
"Prince George","SBSwk1","06","Sxw - Pink spirea - Oak fern","81281",1200,700,600,4,9,15,0,
"Prince George","SBSwk1","07","Sxw - Twinberry - Oak fern","81282",1200,700,600,4,9,15,0,
"Prince George","SBSwk1","08","Sxw - Devil's club","81283",1200,700,600,4,9,15,0,
"Prince George","SBSwk1","09","Sxw - Horsetail","81284",1000,500,400,4,9,15,0,
"Prince George","SBSwk1","10","Sxw - Devil's club - Lady fern","81285",1000,500,400,4,9,15,0,
"Prince George","SBSwk1","11*","SbSxw - Scrub birch - Sedge","81286",400,200,200,4,9,15,0,
"Prince George","SBSwk1","12","SbPl - Feathermoss","81287",1200,700,600,7,12,15,0,
"Prince George","SBSwk2","01","Sxw - Oak fern","81288",1200,700,600,4,9,15,0,
"Prince George","SBSwk2","02*","Pl - Huckleberry - Cladina","81289",1000,500,400,7,12,15,0,
"Prince George","SBSwk2","03","Sxw - Huckleberry - Highbush-cranberry","81290",1200,700,600,7,12,15,0,
"Prince George","SBSwk2","04","SbPl - Feathermoss","81291",1200,700,600,7,12,15,0,
"Prince George","SBSwk2","05","Sxw - Devil's club","81292",1200,700,600,4,9,15,0,
"Prince George","SBSwk2","06","Sxw - Horsetail","81293",1000,500,400,4,9,15,0,
"Prince George","SBSwk3","01","Sxw - Oak fern","81294",1200,700,600,4,9,15,0,
"Prince George","SBSwk3","02","Pl - Huckleberry - Cladina","81295",1000,500,400,7,12,15,0,
"Prince George","SBSwk3","03","SxwFd - Purple peavine","81296",1200,700,600,7,12,15,0,
"Prince George","SBSwk3","04","Sxw - Huckleberry - Highbush-cranberry","81297",1200,700,600,7,12,15,0,
"Prince George","SBSwk3","05","Sb - Labrador tea","81298",1200,700,600,7,12,15,0,
"Prince George","SBSwk3","06","Sxw - Twinberry - Coltsfoot","81299",1200,700,600,4,9,15,0,
"Prince George","SBSwk3","07","Sxw - Devil's club","81300",1200,700,600,4,9,15,0,
"Prince George","SBSwk3","08","Sxw - Horsetail","81301",1000,500,400,4,9,15,0,
"Prince George","SBSwk3a","01","Sxw - Oak fern","81302",1200,700,600,4,9,15,0,
"Prince George","SBSwk3a","02","Pl - Huckleberry - Cladina","81303",1000,500,400,7,12,15,0,
"Prince George","SBSwk3a","03","SxwFd - Purple peavine","81304",1200,700,600,7,12,15,0,
"Prince George","SBSwk3a","04","Sxw - Huckleberry - Highbush-cranberry","81305",1200,700,600,7,12,15,0,
"Prince George","SBSwk3a","05","Sb - Labrador tea","81306",1200,700,600,7,12,15,0,
"Prince George","SBSwk3a","06","Sxw - Twinberry - Coltsfoot","81307",1200,700,600,4,9,15,0,
"Prince George","SBSwk3a","07","Sxw - Devil's club","81308",1200,700,600,4,9,15,0,
"Prince George","SBSwk3a","08","Sxw - Horsetail","81309",1000,500,400,4,9,15,0,
