"Region","ZoneSubzone","SiteSeries","Standard","Species","Height"
"LMH76-Southern TO (2021)","ESSFdh1","110","1065671","Lw",2.00
"LMH76-Southern TO (2021)","ESSFdh1","110","1065671","Others",1.00
"LMH76-Southern TO (2021)","ESSFdh1","111","1065672","Pl",1.40
"LMH76-Southern TO (2021)","ESSFdh1","111","1065672","Others",0.80
"LMH76-Southern TO (2021)","ESSFmw1","101","1065834","Pl",2.00
"LMH76-Southern TO (2021)","ESSFmw1","101","1065834","Others",1.00
"LMH76-Southern TO (2021)","ESSFmw1","102","1065829","Pl",1.40
"LMH76-Southern TO (2021)","ESSFmw1","102","1065829","Others",0.80
"LMH76-Southern TO (2021)","ESSFmw1","103","1065831","Pl",1.40
"LMH76-Southern TO (2021)","ESSFmw1","103","1065831","Lw",1.40
"LMH76-Southern TO (2021)","ESSFmw1","103","1065831","Others",0.80
"LMH76-Southern TO (2021)","ESSFmw1","104","1065832","Pl",1.40
"LMH76-Southern TO (2021)","ESSFmw1","104","1065832","Lw",1.40
"LMH76-Southern TO (2021)","ESSFmw1","104","1065832","Others",0.80
"LMH76-Southern TO (2021)","ESSFmw1","105","1065833","Pl",2.00
"LMH76-Southern TO (2021)","ESSFmw1","105","1065833","Others",1.00
"LMH76-Southern TO (2021)","ESSFmw1","110","1065836","Pl",2.00
"LMH76-Southern TO (2021)","ESSFmw1","110","1065836","Others",1.00
"LMH76-Southern TO (2021)","ESSFmw1","111","1065837","Pl",1.40
"LMH76-Southern TO (2021)","ESSFmw1","111","1065837","Others",0.80
"LMH76-Southern TO (2021)","ESSFxc1","101","1065883","Pl",1.60
"LMH76-Southern TO (2021)","ESSFxc1","101","1065883","Others",0.80
"LMH76-Southern TO (2021)","ESSFxc1","102","1065879","Pl",1.20
"LMH76-Southern TO (2021)","ESSFxc1","102","1065879","Lw",1.20
"LMH76-Southern TO (2021)","ESSFxc1","102","1065879","Others",0.60
"LMH76-Southern TO (2021)","ESSFxc1","103","1065880","Pl",1.20
"LMH76-Southern TO (2021)","ESSFxc1","103","1065880","Lw",1.20
"LMH76-Southern TO (2021)","ESSFxc1","103","1065880","Others",0.60
"LMH76-Southern TO (2021)","ESSFxc1","104","1065881","Pl",1.20
"LMH76-Southern TO (2021)","ESSFxc1","104","1065881","Lw",1.20
"LMH76-Southern TO (2021)","ESSFxc1","104","1065881","Others",0.60
"LMH76-Southern TO (2021)","ESSFxc1","105","1065882","Pl",1.20
"LMH76-Southern TO (2021)","ESSFxc1","105","1065882","Others",0.60
"LMH76-Southern TO (2021)","ESSFxc1","110","1065884","Pl",1.60
"LMH76-Southern TO (2021)","ESSFxc1","110","1065884","Others",0.80
"LMH76-Southern TO (2021)","ESSFxc1","111","1065885","Pl",1.60
"LMH76-Southern TO (2021)","ESSFxc1","111","1065885","Others",0.80
"LMH76-Southern TO (2021)","ESSFxc1","112","1065886","Pl",1.20
"LMH76-Southern TO (2021)","ESSFxc1","112","1065886","Others",0.60
"LMH76-Southern TO (2021)","ESSFxc1","113","1065887","Pl",1.20
"LMH76-Southern TO (2021)","ESSFxc1","113","1065887","Others",0.60
"LMH76-Southern TO (2021)","ESSFxc2","101","1065890","Pl",1.60
"LMH76-Southern TO (2021)","ESSFxc2","101","1065890","Others",0.80
"LMH76-Southern TO (2021)","ESSFxc2","102","1065888","Pl",1.20
"LMH76-Southern TO (2021)","ESSFxc2","102","1065888","Lw",1.20
"LMH76-Southern TO (2021)","ESSFxc2","102","1065888","Others",0.60
"LMH76-Southern TO (2021)","ESSFxc2","103","1065889","Pl",1.20
"LMH76-Southern TO (2021)","ESSFxc2","103","1065889","Others",0.60
"LMH76-Southern TO (2021)","ESSFxc2","110","1065891","Pl",1.60
"LMH76-Southern TO (2021)","ESSFxc2","110","1065891","Others",0.80
"LMH76-Southern TO (2021)","ESSFxc2","111","1065892","Pl",1.60
"LMH76-Southern TO (2021)","ESSFxc2","111","1065892","Others",0.80
"LMH76-Southern TO (2021)","ESSFxc2","112","1065893","Pl",1.20
"LMH76-Southern TO (2021)","ESSFxc2","112","1065893","Others",0.60
"LMH76-Southern TO (2021)","IDFdk1","101","1066017","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk1","101","1066017","Lw",1.00
"LMH76-Southern TO (2021)","IDFdk1","101","1066017","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk1","101","1066017","Py",0.60
"LMH76-Southern TO (2021)","IDFdk1","101","1066017","Sx",0.60
"LMH76-Southern TO (2021)","IDFdk1","102","1066013","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk1","102","1066013","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk1","102","1066013","Py",0.60
"LMH76-Southern TO (2021)","IDFdk1","103","1066014","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk1","103","1066014","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk1","103","1066014","Py",0.60
"LMH76-Southern TO (2021)","IDFdk1","104","1066015","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk1","104","1066015","Lw",1.00
"LMH76-Southern TO (2021)","IDFdk1","104","1066015","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk1","104","1066015","Others",0.60
"LMH76-Southern TO (2021)","IDFdk1","105","1066016","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk1","105","1066016","Lw",1.00
"LMH76-Southern TO (2021)","IDFdk1","105","1066016","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk1","105","1066016","Bl",0.60
"LMH76-Southern TO (2021)","IDFdk1","105","1066016","Sx",0.60
"LMH76-Southern TO (2021)","IDFdk1","110","1066018","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk1","110","1066018","Lw",1.00
"LMH76-Southern TO (2021)","IDFdk1","110","1066018","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk1","110","1066018","Others",0.60
"LMH76-Southern TO (2021)","IDFdk1","111","1066019","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk1","111","1066019","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk1","111","1066019","Others",0.60
"LMH76-Southern TO (2021)","IDFdk2","101","1066024","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk2","101","1066024","Lw",1.00
"LMH76-Southern TO (2021)","IDFdk2","101","1066024","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk2","101","1066024","Py",0.60
"LMH76-Southern TO (2021)","IDFdk2","101","1066024","Sx",0.60
"LMH76-Southern TO (2021)","IDFdk2","102","1066020","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk2","102","1066020","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk2","102","1066020","Py",0.60
"LMH76-Southern TO (2021)","IDFdk2","103","1066021","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk2","103","1066021","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk2","103","1066021","Py",0.60
"LMH76-Southern TO (2021)","IDFdk2","104","1066022","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk2","104","1066022","Lw",1.00
"LMH76-Southern TO (2021)","IDFdk2","104","1066022","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk2","104","1066022","Py",0.60
"LMH76-Southern TO (2021)","IDFdk2","105","1066023","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk2","105","1066023","Lw",1.00
"LMH76-Southern TO (2021)","IDFdk2","105","1066023","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk2","105","1066023","Sx",0.60
"LMH76-Southern TO (2021)","IDFdk2","105","1066023","Bl",0.60
"LMH76-Southern TO (2021)","IDFdk2","110","1066025","Pl",1.40
"LMH76-Southern TO (2021)","IDFdk2","110","1066025","Lw",1.40
"LMH76-Southern TO (2021)","IDFdk2","110","1066025","Fd",1.00
"LMH76-Southern TO (2021)","IDFdk2","110","1066025","Others",0.80
"LMH76-Southern TO (2021)","IDFdk2","111","1066026","Pl",1.00
"LMH76-Southern TO (2021)","IDFdk2","111","1066026","Fd",0.80
"LMH76-Southern TO (2021)","IDFdk2","111","1066026","Others",0.60
"LMH76-Southern TO (2021)","IDFxh1","101","1066069","All",0.60
"LMH76-Southern TO (2021)","IDFxh1","102","1066064","All",0.60
"LMH76-Southern TO (2021)","IDFxh1","103","1066065","All",0.60
"LMH76-Southern TO (2021)","IDFxh1","104","1066066","All",0.60
"LMH76-Southern TO (2021)","IDFxh1","105","1066067","All",0.60
"LMH76-Southern TO (2021)","IDFxh1","106","1066068","All",0.60
"LMH76-Southern TO (2021)","IDFxh1","110","1066070","All",0.60
"LMH76-Southern TO (2021)","IDFxh1","111","1066071","Pl",1.00
"LMH76-Southern TO (2021)","IDFxh1","111","1066071","Others",0.80
"LMH76-Southern TO (2021)","IDFxh1","111","1066072","Pl",1.00
"LMH76-Southern TO (2021)","IDFxh1","111","1066072","Others",0.80
"LMH76-Southern TO (2021)","IDFxh1","112","1066073","Pl",1.00
"LMH76-Southern TO (2021)","IDFxh1","112","1066073","Others",0.80
"LMH76-Southern TO (2021)","IDFxh2","101","1066077","All",0.60
"LMH76-Southern TO (2021)","IDFxh2","102","1066074","All",0.60
"LMH76-Southern TO (2021)","IDFxh2","103","1066075","All",0.60
"LMH76-Southern TO (2021)","IDFxh2","104","1066076","All",0.60
"LMH76-Southern TO (2021)","IDFxh2","110","1066078","All",0.60
"LMH76-Southern TO (2021)","IDFxh2","111","1066079","All",0.60
"LMH76-Southern TO (2021)","IDFxh2","112","1066080","All",0.60
"LMH76-Southern TO (2021)","IDFxh2","113","1066081","Pl",0.80
"LMH76-Southern TO (2021)","IDFxh2","113","1066081","Others",0.60
"LMH76-Southern TO (2021)","MSdm2","101","1066198","Pl",1.40
"LMH76-Southern TO (2021)","MSdm2","101","1066198","Lw",1.40
"LMH76-Southern TO (2021)","MSdm2","101","1066198","Others",0.80
"LMH76-Southern TO (2021)","MSdm2","102","1066176","Pl",1.00
"LMH76-Southern TO (2021)","MSdm2","102","1066176","Others",0.60
"LMH76-Southern TO (2021)","MSdm2","103","1066195","Pl",1.00
"LMH76-Southern TO (2021)","MSdm2","103","1066195","Lw",1.00
"LMH76-Southern TO (2021)","MSdm2","103","1066195","Others",0.60
"LMH76-Southern TO (2021)","MSdm2","104","1066196","Pl",1.40
"LMH76-Southern TO (2021)","MSdm2","104","1066196","Lw",1.40
"LMH76-Southern TO (2021)","MSdm2","104","1066196","Others",0.80
"LMH76-Southern TO (2021)","MSdm2","105","1066197","Pl",1.40
"LMH76-Southern TO (2021)","MSdm2","105","1066197","Lw",1.40
"LMH76-Southern TO (2021)","MSdm2","105","1066197","Others",0.80
"LMH76-Southern TO (2021)","MSdm2","110","1066199","Pl",1.40
"LMH76-Southern TO (2021)","MSdm2","110","1066199","Lw",1.40
"LMH76-Southern TO (2021)","MSdm2","110","1066199","Others",0.80
"LMH76-Southern TO (2021)","MSdm2","111","1066200","Pl",1.40
"LMH76-Southern TO (2021)","MSdm2","111","1066200","Lw",1.40
"LMH76-Southern TO (2021)","MSdm2","111","1066200","Others",0.80
"LMH76-Southern TO (2021)","MSdm2","112","1066201","Pl",1.40
"LMH76-Southern TO (2021)","MSdm2","112","1066201","Lw",1.40
"LMH76-Southern TO (2021)","MSdm2","112","1066201","Others",0.80
"LMH76-Southern TO (2021)","MSdm2","113","1066202","Pl",1.00
"LMH76-Southern TO (2021)","MSdm2","113","1066202","Others",0.60
"LMH76-Southern TO (2021)","MSxk1","101","1066215","Pl",1.40
"LMH76-Southern TO (2021)","MSxk1","101","1066215","Lw",1.40
"LMH76-Southern TO (2021)","MSxk1","101","1066215","Others",0.80
"LMH76-Southern TO (2021)","MSxk1","102","1066210","Pl",1.00
"LMH76-Southern TO (2021)","MSxk1","102","1066210","Lw",1.00
"LMH76-Southern TO (2021)","MSxk1","102","1066210","Others",0.60
"LMH76-Southern TO (2021)","MSxk1","103","1066211","Pl",1.00
"LMH76-Southern TO (2021)","MSxk1","103","1066211","Others",0.60
"LMH76-Southern TO (2021)","MSxk1","104","1066213","Pl",1.40
"LMH76-Southern TO (2021)","MSxk1","104","1066213","Lw",1.40
"LMH76-Southern TO (2021)","MSxk1","104","1066213","Others",0.80
"LMH76-Southern TO (2021)","MSxk1","105","1066214","Pl",1.40
"LMH76-Southern TO (2021)","MSxk1","105","1066214","Lw",1.40
"LMH76-Southern TO (2021)","MSxk1","105","1066214","Others",0.80
"LMH76-Southern TO (2021)","MSxk1","110","1066216","Pl",1.40
"LMH76-Southern TO (2021)","MSxk1","110","1066216","Others",0.80
"LMH76-Southern TO (2021)","MSxk1","111","1066217","Pl",1.40
"LMH76-Southern TO (2021)","MSxk1","111","1066217","Others",0.80
"LMH76-Southern TO (2021)","MSxk1","112","1066218","Pl",1.00
"LMH76-Southern TO (2021)","MSxk1","112","1066218","Others",0.60
"LMH76-Southern TO (2021)","MSxk1","113","1066219","Pl",1.00
"LMH76-Southern TO (2021)","MSxk1","113","1066219","Others",0.60
"LMH76-Southern TO (2021)","MSxk2","101","1066272","Pl",1.40
"LMH76-Southern TO (2021)","MSxk2","101","1066272","Lw",1.40
"LMH76-Southern TO (2021)","MSxk2","101","1066272","Others",0.80
"LMH76-Southern TO (2021)","MSxk2","102","1066220","Pl",1.00
"LMH76-Southern TO (2021)","MSxk2","102","1066220","Others",0.60
"LMH76-Southern TO (2021)","MSxk2","103","1066245","Pl",1.00
"LMH76-Southern TO (2021)","MSxk2","103","1066245","Others",0.60
"LMH76-Southern TO (2021)","MSxk2","104","1066246","Pl",1.00
"LMH76-Southern TO (2021)","MSxk2","104","1066246","Lw",1.00
"LMH76-Southern TO (2021)","MSxk2","104","1066246","Others",0.60
"LMH76-Southern TO (2021)","MSxk2","105","1066247","Pl",1.00
"LMH76-Southern TO (2021)","MSxk2","105","1066247","Lw",1.00
"LMH76-Southern TO (2021)","MSxk2","105","1066247","Others",0.60
"LMH76-Southern TO (2021)","MSxk2","106","1066271","Pl",1.40
"LMH76-Southern TO (2021)","MSxk2","106","1066271","Lw",1.40
"LMH76-Southern TO (2021)","MSxk2","106","1066271","Others",0.80
"LMH76-Southern TO (2021)","MSxk2","110","1066273","Pl",1.40
"LMH76-Southern TO (2021)","MSxk2","110","1066273","Others",0.80
"LMH76-Southern TO (2021)","MSxk2","111","1066274","Pl",1.40
"LMH76-Southern TO (2021)","MSxk2","111","1066274","Others",0.80
"LMH76-Southern TO (2021)","MSxk2","112","1066275","Pl",1.00
"LMH76-Southern TO (2021)","MSxk2","112","1066275","Others",0.60
"LMH76-Southern TO (2021)","PPxh1","101","1066111","All",0.60
"LMH76-Southern TO (2021)","PPxh1","102","1066108","All",0.60
"LMH76-Southern TO (2021)","PPxh1","103","1066109","All",0.60
"LMH76-Southern TO (2021)","PPxh1","104","1066110","All",0.60
"LMH76-Southern TO (2021)","PPxh1","110","1066112","All",0.60
"LMH76-Southern TO (2021)","PPxh1","111","1066113","All",0.60
"LMH76-Southern TO (2021)","PPxh2","101","1066117","All",0.60
"LMH76-Southern TO (2021)","PPxh2","102","1066114","All",0.60
"LMH76-Southern TO (2021)","PPxh2","103","1066115","All",0.60
"LMH76-Southern TO (2021)","PPxh2","110","1066118","All",0.60
"LMH76-Southern TO (2021)","PPxh2","110","1066308","All",0.60
"LMH76-Southern TO (2021)","PPxh2","111","1066119","All",0.60
"Prince George","ESSFmm1","01","81061","Pl",1.60
"Prince George","ESSFmm1","01","81061","Others",0.80
"Prince George","ESSFmm1","02","81062","Pl",1.20
"Prince George","ESSFmm1","02","81062","Others",0.60
"Prince George","ESSFmm1","03","81063","Pl",1.20
"Prince George","ESSFmm1","03","81063","Others",0.60
"Prince George","ESSFmm1","04","81064","Pl",1.60
"Prince George","ESSFmm1","04","81064","Others",0.80
"Prince George","ESSFmm1","05","81065","Pl",1.60
"Prince George","ESSFmm1","05","81065","Others",0.80
"Prince George","ESSFmm1","06","81066","Pl",1.60
"Prince George","ESSFmm1","06","81066","Others",0.80
"Prince George","ESSFmm1","07*","81067","Pl",1.20
"Prince George","ESSFmm1","07*","81067","Others",0.60
"Prince George","ESSFmv1","01","81068","Pl",1.60
"Prince George","ESSFmv1","01","81068","Others",0.80
"Prince George","ESSFmv1","02","81069","Pl",1.20
"Prince George","ESSFmv1","02","81069","Bl",0.60
"Prince George","ESSFmv1","03","81070","Pl",1.20
"Prince George","ESSFmv1","03","81070","Others",0.60
"Prince George","ESSFmv1","04","81071","Pl",1.20
"Prince George","ESSFmv1","04","81071","Others",0.60
"Prince George","ESSFmv1","05","81072","Pl",1.20
"Prince George","ESSFmv1","05","81072","Others",0.60
"Prince George","ESSFmv2","01","81073","Pl",1.60
"Prince George","ESSFmv2","01","81073","Others",0.80
"Prince George","ESSFmv2","02*","81074","Pl",1.60
"Prince George","ESSFmv2","02*","81074","Others",0.80
"Prince George","ESSFmv2","03","81075","Pl",1.20
"Prince George","ESSFmv2","03","81075","Others",0.60
"Prince George","ESSFmv2","04","81076","Pl",1.60
"Prince George","ESSFmv2","04","81076","Others",0.80
"Prince George","ESSFmv2","05","81077","Pl",1.60
"Prince George","ESSFmv2","05","81077","Others",0.80
"Prince George","ESSFmv2","06*","81078","Pl",1.20
"Prince George","ESSFmv2","06*","81078","Others",0.60
"Prince George","ESSFmv3","01","81079","Pl",1.60
"Prince George","ESSFmv3","01","81079","Others",0.80
"Prince George","ESSFmv3","02*","81080","Pl",1.20
"Prince George","ESSFmv3","02*","81080","Others",0.60
"Prince George","ESSFmv3","03","81081","Pl",1.20
"Prince George","ESSFmv3","03","81081","Others",0.60
"Prince George","ESSFmv3","04","81082","Pl",1.60
"Prince George","ESSFmv3","04","81082","Others",0.80
"Prince George","ESSFmv3","05","81083","Pl",1.60
"Prince George","ESSFmv3","05","81083","Others",0.80
"Prince George","ESSFmv3","06","81084","Pl",1.60
"Prince George","ESSFmv3","06","81084","Others",0.80
"Prince George","ESSFmv3","07","81085","Pl",1.20
"Prince George","ESSFmv3","07","81085","Others",0.60
"Prince George","ESSFmv3","08","1050548","Pl",1.20
"Prince George","ESSFmv3","08","1050548","Others",0.60
"Prince George","ESSFmv4","01","81086","Pl",1.60
"Prince George","ESSFmv4","01","81086","Others",0.80
"Prince George","ESSFmv4","02*","81087","Pl",1.20
"Prince George","ESSFmv4","02*","81087","Others",0.60
"Prince George","ESSFmv4","03","81088","Pl",1.20
"Prince George","ESSFmv4","03","81088","Others",0.60
"Prince George","ESSFmv4","04","81089","Pl",1.60
"Prince George","ESSFmv4","04","81089","Others",0.80
"Prince George","ESSFmv4","05*","81090","Pl",1.20
"Prince George","ESSFmv4","05*","81090","Others",0.60
"Prince George","ESSFwc2","01","81091","Pl",1.60
"Prince George","ESSFwc2","01","81091","Others",0.80
"Prince George","ESSFwc2","02*","81092","Pl",1.20
"Prince George","ESSFwc2","02*","81092","Others",0.60
"Prince George","ESSFwc2","03","81093","Pl",1.20
"Prince George","ESSFwc2","03","81093","Others",0.60
"Prince George","ESSFwc2","04","81094","Pl",1.60
"Prince George","ESSFwc2","04","81094","Others",0.80
"Prince George","ESSFwc2","05","81095","Pl",1.60
"Prince George","ESSFwc2","05","81095","Others",0.80
"Prince George","ESSFwc2","06","81096","Pl",1.60
"Prince George","ESSFwc2","06","81096","Others",0.80
"Prince George","ESSFwc2","07","81097","Pl",1.60
"Prince George","ESSFwc2","07","81097","Others",0.80
"Prince George","ESSFwc2","08","81098","Pl",1.20
"Prince George","ESSFwc2","08","81098","Others",0.60
"Prince George","ESSFwc2","09*","81099","Pl",1.20
"Prince George","ESSFwc2","09*","81099","Others",0.60
"Prince George","ESSFwc3","01","81100","Pl",1.60
"Prince George","ESSFwc3","01","81100","Others",0.80
"Prince George","ESSFwc3","02","81101","Pl",1.20
"Prince George","ESSFwc3","02","81101","Others",0.60
"Prince George","ESSFwc3","03*","81102","All",0.60
"Prince George","ESSFwk1","01","81103","Pl",1.60
"Prince George","ESSFwk1","01","81103","Others",0.80
"Prince George","ESSFwk1","02","81104","Pl",1.20
"Prince George","ESSFwk1","02","81104","Others",0.60
"Prince George","ESSFwk1","03","81105","Pl",1.60
"Prince George","ESSFwk1","03","81105","Others",0.80
"Prince George","ESSFwk1","04","81106","Pl",1.60
"Prince George","ESSFwk1","04","81106","Others",0.80
"Prince George","ESSFwk1","05","81107","Pl",1.60
"Prince George","ESSFwk1","05","81107","Others",0.80
"Prince George","ESSFwk1","06","81108","All",0.60
"Prince George","ESSFwk1","07","81109","All",0.60
"Prince George","ESSFwk2","01","81110","All",0.80
"Prince George","ESSFwk2","02","81111","All",0.80
"Prince George","ESSFwk2","03","81112","Pl",1.60
"Prince George","ESSFwk2","03","81112","Others",0.80
"Prince George","ESSFwk2","03","999","0.8",
"Prince George","ESSFwk2","04","81113","All",0.80
"Prince George","ESSFwk2","05","81114","All",0.80
"Prince George","ESSFwk2","06","81115","All",0.60
"Prince George","ICHmm","01","81116","Pl",2.00
"Prince George","ICHmm","01","81116","Fd",1.40
"Prince George","ICHmm","01","81116","Others",1.00
"Prince George","ICHmm","02","81117","Pl",1.40
"Prince George","ICHmm","02","81117","Fd",1.40
"Prince George","ICHmm","02","81117","Others",0.80
"Prince George","ICHmm","03","81118","Pl",2.00
"Prince George","ICHmm","03","81118","Fd",1.40
"Prince George","ICHmm","03","81118","Others",1.00
"Prince George","ICHmm","04","81119","Pl",2.00
"Prince George","ICHmm","04","81119","Pw",2.00
"Prince George","ICHmm","04","81119","Fd",1.40
"Prince George","ICHmm","04","81119","Others",1.00
"Prince George","ICHmm","05","81120","Pl",2.00
"Prince George","ICHmm","05","81120","Fd",1.40
"Prince George","ICHmm","05","81120","Others",1.00
"Prince George","ICHmm","06","81121","Pl",1.40
"Prince George","ICHmm","06","81121","Others",0.80
"Prince George","ICHmm","07*","81122","Pl",1.40
"Prince George","ICHmm","07*","81122","Others",0.80
"Prince George","ICHmm","08*","81123","Pl",1.40
"Prince George","ICHmm","08*","81123","Others",0.80
"Prince George","ICHvk2","01","81124","Pl",2.00
"Prince George","ICHvk2","01","81124","Fd",1.40
"Prince George","ICHvk2","01","81124","Others",1.00
"Prince George","ICHvk2","02*","81125","Pl",1.40
"Prince George","ICHvk2","02*","81125","Others",0.80
"Prince George","ICHvk2","03","81126","Pl",2.00
"Prince George","ICHvk2","03","81126","Fd",1.40
"Prince George","ICHvk2","03","81126","Others",1.00
"Prince George","ICHvk2","04","81127","Pl",2.00
"Prince George","ICHvk2","04","81127","Fd",1.40
"Prince George","ICHvk2","04","81127","Others",1.00
"Prince George","ICHvk2","05","81128","Pl",2.00
"Prince George","ICHvk2","05","81128","Others",1.00
"Prince George","ICHvk2","06*","81129","Pl",1.40
"Prince George","ICHvk2","06*","81129","Others",0.80
"Prince George","ICHvk2","07*","81130","Pl",1.40
"Prince George","ICHvk2","07*","81130","Others",0.80
"Prince George","ICHwk1","01","81131","Pl",2.00
"Prince George","ICHwk1","01","81131","Pw",2.00
"Prince George","ICHwk1","01","81131","Lw",2.00
"Prince George","ICHwk1","01","81131","Fd",1.40
"Prince George","ICHwk1","01","81131","Others",1.00
"Prince George","ICHwk1","03","81132","Pl",1.40
"Prince George","ICHwk1","03","81132","Pw",1.40
"Prince George","ICHwk1","03","81132","Fd",1.00
"Prince George","ICHwk1","03","81132","Others",0.80
"Prince George","ICHwk1","04","81133","Pl",2.00
"Prince George","ICHwk1","04","81133","Pw",2.00
"Prince George","ICHwk1","04","81133","Lw",2.00
"Prince George","ICHwk1","04","81133","Fd",1.40
"Prince George","ICHwk1","04","81133","Others",1.00
"Prince George","ICHwk1","05","81134","Pl",2.00
"Prince George","ICHwk1","05","81134","Pw",2.00
"Prince George","ICHwk1","05","81134","Lw",2.00
"Prince George","ICHwk1","05","81134","Fd",1.40
"Prince George","ICHwk1","05","81134","Others",1.00
"Prince George","ICHwk1","06","81135","Pl",1.40
"Prince George","ICHwk1","06","81135","Pw",1.40
"Prince George","ICHwk1","06","81135","Others",0.80
"Prince George","ICHwk1","07","81136","Pw",1.40
"Prince George","ICHwk1","07","81136","Others",0.80
"Prince George","ICHwk1","08","81137","Pl",1.40
"Prince George","ICHwk1","08","81137","Others",0.80
"Prince George","ICHwk3","01","81138","Pl",2.00
"Prince George","ICHwk3","01","81138","Fd",1.40
"Prince George","ICHwk3","01","81138","Others",1.00
"Prince George","ICHwk3","02*","81139","Pl",1.40
"Prince George","ICHwk3","02*","81139","Others",0.80
"Prince George","ICHwk3","03","81140","Pl",2.00
"Prince George","ICHwk3","03","81140","Fd",1.40
"Prince George","ICHwk3","03","81140","Others",1.00
"Prince George","ICHwk3","04","81141","Pl",2.00
"Prince George","ICHwk3","04","81141","Fd",1.40
"Prince George","ICHwk3","04","81141","Others",1.00
"Prince George","ICHwk3","05","81142","Pl",2.00
"Prince George","ICHwk3","05","81142","Fd",1.40
"Prince George","ICHwk3","05","81142","Others",1.00
"Prince George","ICHwk3","06","81143","Pl",1.40
"Prince George","ICHwk3","06","81143","Others",0.80
"Prince George","ICHwk3","07*","81144","Pl",1.40
"Prince George","ICHwk3","07*","81144","Others",0.80
"Prince George","ICHwk3","08*","81145","All",0.80
"Prince George","ICHwk3","09*","81146","Pl",1.40
"Prince George","ICHwk3","09*","81146","Others",0.80
"Prince George","ICHwk4","01","81147","Pl",2.00
"Prince George","ICHwk4","01","81147","Fd",1.40
"Prince George","ICHwk4","01","81147","Others",1.00
"Prince George","ICHwk4","02*","81148","Pl",1.40
"Prince George","ICHwk4","02*","81148","Fd",1.00
"LMH65-BWBS (2012)","BWBSmk","101","1043883","All",2.00
"LMH65-BWBS (2012)","BWBSmk","101","1043884","All",2.00
"LMH65-BWBS (2012)","BWBSmk","102","1043885","Pl",1.20
"LMH65-BWBS (2012)","BWBSmk","102","1043885","Others",0.60
"LMH65-BWBS (2012)","BWBSmk","103","1043886","Pl",1.60
"LMH65-BWBS (2012)","BWBSmk","103","1043886","Others",0.80
"LMH65-BWBS (2012)","BWBSmk","104","1043887","Pl",1.20
"LMH65-BWBS (2012)","BWBSmk","104","1043887","Others",0.60
"LMH65-BWBS (2012)","BWBSmk","110","1043888","Pl",1.20
"LMH65-BWBS (2012)","BWBSmk","110","1043888","Others",0.60
"LMH65-BWBS (2012)","BWBSmk","111","1043889","Pl",1.20
"LMH65-BWBS (2012)","BWBSmk","111","1043889","Others",0.60
"LMH65-BWBS (2012)","BWBSmk","112","1043890","Ac",2.00
"LMH65-BWBS (2012)","BWBSmk","112","1043890","Sw",1.00
"LMH65-BWBS (2012)","BWBSmw","101","1043891","Pl",2.00
"LMH65-BWBS (2012)","BWBSmw","101","1043891","Others",1.00
"LMH65-BWBS (2012)","BWBSmw","101","1043892","Sw",2.50
"LMH65-BWBS (2012)","BWBSmw","101","1043892","Others",2.00
"LMH65-BWBS (2012)","BWBSmw","101","1043893","All",2.00
"LMH65-BWBS (2012)","BWBSmw","101","1043894","All",2.00
"LMH65-BWBS (2012)","BWBSmw","102","1043895","Pl",1.40
"LMH65-BWBS (2012)","BWBSmw","102","1043895","Sw",1.00
"LMH65-BWBS (2012)","BWBSmw","103","1043896","Pl",2.00
"LMH65-BWBS (2012)","BWBSmw","103","1043896","Sw",1.00
"LMH65-BWBS (2012)","BWBSmw","104","1043897","Pl",2.00
"LMH65-BWBS (2012)","BWBSmw","104","1043897","Others",1.00
"LMH65-BWBS (2012)","BWBSmw","110","1043898","Pl",2.00
"LMH65-BWBS (2012)","BWBSmw","110","1043898","Others",1.00
"LMH65-BWBS (2012)","BWBSmw","111","1043899","Pl",1.40
"LMH65-BWBS (2012)","BWBSmw","111","1043899","Sw",0.80
"LMH65-BWBS (2012)","BWBSmw","112","1043900","Ac",2.00
"LMH65-BWBS (2012)","BWBSmw","112","1043900","Sw",1.00
"LMH65-BWBS (2012)","BWBSwk1","101","1043901","Pl",2.00
