"Region","ZoneSubzone","SiteSeries","SiteSeriesName","Standard","StockingTarget","StockingMINpa","StockingMINp","StockingDelay","AssessmentEarliest","AssessmentLatest","Flag"
"Nelson","IDFdm2","04","FdLw - Spruce - Pinegrass","83101",1200,700,600,7,12,15,0
"Nelson","IDFdm2","04","FdLw - Spruce - Pinegrass","83101CC",,,,,,,0
"Nelson","IDFdm2","05","SxwAt - Sarsaparilla","83102",1000,500,400,7,12,15,0
"Nelson","IDFdm2","06","Scrub birch - Horsetail","999",,,,,,,0
"Nelson","IDFdm2","07","Sxw - Horsetail","83103",1000,500,400,4,9,15,0
"Nelson","IDFxh1","01","FdPy - Pinegrass","83104",1000,500,400,7,12,15,0
"Nelson","IDFxh1","02","FdPy - Bluebunch wheatgrass - Balsamroot","83105",400,200,200,7,12,15,0
"Nelson","IDFxh1","03","FdPy - Bluebunch wheatgrass - Pinegrass","83106",600,400,400,7,12,15,0
"Nelson","IDFxh1","04","FdPy - Snowbrush - Pinegrass","83107",600,400,400,7,12,15,0
"Nelson","IDFxh1","05","FdPy - Pinegrass - Idaho fescue","83108",600,400,400,7,12,15,0
"Nelson","IDFxh1","06","FdPy - Spirea - Feathermoss","83109",1000,500,400,7,12,15,0
"Nelson","IDFxh1","07","FdPy - Snowberry - Spirea","83110",1000,500,400,7,12,15,0
"Nelson","IDFxh1","08","SxwFd - Douglas maple - Dogwood","83111",1200,700,600,4,9,15,0
"Nelson","IDFxh1","09","Willow - Sedge","999",,,,,,,0
"Nelson","MSdk","01","Sxw - Soopolallie - Grouseberry","83112",1200,700,600,7,12,15,0
"Nelson","MSdk","02","Saskatoon - Bluebunch wheatgrass","999",,,,,,,0
"Nelson","MSdk","03","Pl - Juniper - Pinegrass","83113",1000,500,400,7,12,15,0
"Nelson","MSdk","03","Pl - Juniper - Pinegrass","83113CC",,,,,,,0
"Nelson","MSdk","04","Pl - Oregon-grape - Pinegrass","83114",1200,700,600,7,12,15,0
"Nelson","MSdk","04","Pl - Oregon-grape - Pinegrass","83114CC",,,,,,,0
"Nelson","MSdk","05","Sxw - Soopolallie - Snowberry","83115",1200,700,600,7,12,15,0
"Nelson","MSdk","06","Sxw - Dogwood - Horsetail","83116",1200,700,600,4,9,15,0
"Nelson","MSdm1","01","Sxw - Falsebox - Feathermoss","83117",1200,700,600,7,12,15,0
"Nelson","MSdm1","02","Fd - Penstemon - Pinegrass","83118",600,400,400,7,12,15,0
"Nelson","MSdm1","02","Fd - Penstemon - Pinegrass","83118CC",,,,,,,0
"Nelson","MSdm1","03","Pl - Grouseberry - Cladonia","83119",1000,500,400,7,12,15,0
"Nelson","MSdm1","03","Pl - Grouseberry - Cladonia","83119CC",,,,,,,0
"Nelson","MSdm1","04","Pl - Pinegrass - Kinnikinnick","83120",1200,700,600,7,12,15,0
"Nelson","MSdm1","05","Sxw - Trapper's tea - Grouseberry","83121",1200,700,600,4,9,15,0
"Nelson","MSdm1","06","Sxw - Gooseberry","83122",1200,700,600,4,9,15,0
"Nelson","MSdm1","07","Sxw - Trapper's tea - Horsetail","83123",1000,500,400,4,9,15,0
"Nelson","MSdm1","08","Sxw - Gooseberry - Oak fern","83124",1200,700,600,4,9,15,0
"Nelson","MSdm1","09","Willow - Sedge","999",,,,,,,0
"Nelson","PPdh1","01","Py - Bluebunch wheatgrass - Junegrass","83125",600,400,400,7,12,15,0
"Nelson","PPdh1","02","Selaginella - Bluebunch wheatgrass - Blue-eyed Mary","999",,,,,,,0
"Nelson","PPdh1","03","Bluebunch wheatgrass - Balsamroot","999",,,,,,,0
"Nelson","PPdh1","04","FdPy - Ninebark","83126",600,400,400,7,12,15,0
"Nelson","PPdh1","05","PyAct - Snowberry - Kentucky bluegrass","83127",600,400,400,7,12,15,0
"Nelson","PPdh1","06","AtAct - Snowberry - Horsetail","999",600,400,400,7,12,15,0
"Nelson","PPdh2","01","Py - Bluebunch wheatgrass - Junegrass","83128",600,400,400,7,12,15,0
"Nelson","PPdh2","02b","Bluebunch wheatgrass - Junegrass, SM-M","999",,,,,,,0
"Nelson","PPdh2","03","PyAt - Rose - Solomon's-seal","83129",1000,500,400,7,12,15,0
"Nelson","PPdh2","04","Act - Dogwood - Nootka rose","999",,,,,,,0
"Pr George","ESSFmm1","01","Bl - Azalea - Gooseberry","81061",1200,700,600,4,12,20,0
"Pr George","ESSFmm1","02","Bl - Huckleberry - Feathermoss","81062",1000,500,400,7,15,20,0
"Pr George","ESSFmm1","03","BlPl - Cladina","81063",1000,500,400,4,12,20,0
"Pr George","ESSFmm1","04","Bl - Azalea - Rhododendron","81064",1200,700,600,4,12,20,0
"Pr George","ESSFmm1","05","Bl - Oak fern - Bramble","81065",1200,700,600,4,12,20,0
"Pr George","ESSFmm1","06","Bl - Devil's club - Lady fern","81066",1200,700,600,4,12,20,0
"Pr George","ESSFmm1","07","Bl - Labrador tea - Horsetail","81067",400,200,200,4,12,15,0
"Pr George","ESSFmv1","01","Bl - Rhododendron - Feathermoss","81068",1200,700,600,4,12,20,0
"Pr George","ESSFmv1","01","Bl - Rhododendron - Feathermoss","81068CC",,,,,,,0
"Pr George","ESSFmv1","02","Pl - Huckleberry - Cladonia","81069",1000,500,400,7,12,15,0
"Pr George","ESSFmv1","03","Bl - Huckleberry - Feathermoss","81070",1000,500,400,7,15,20,0
"Pr George","ESSFmv1","04","Bl - Huckleberry - Gooseberry","81071",1000,500,400,7,15,20,0
"Pr George","ESSFmv1","05","Bl - Horsetail - Glow moss","81072",1000,500,400,4,12,20,0
"Pr George","ESSFmv2","01","Bl - Rhododendron - Feathermoss","81073",1200,700,600,4,12,20,0
"Pr George","ESSFmv2","02","Bl - Lingonberry","81074",1200,700,600,4,12,20,0
"Pr George","ESSFmv2","03","BlSb - Labrador tea","81075",1000,500,400,4,12,20,0
"Pr George","ESSFmv2","04","Bl - Oak fern - Knight's plume","81076",1200,700,600,4,12,20,0
"Pr George","ESSFmv2","05","Bl - Devil's club - Rhododendron","81077",1200,700,600,4,12,20,0
"Pr George","ESSFmv2","06","Bl - Alder - Horsetail","81078",400,200,200,4,12,20,0
"Pr George","ESSFmv3","01","Bl - Rhododendron - Feathermoss","81079",1200,700,600,4,12,20,0
"Pr George","ESSFmv3","02","BlPl - Crowberry - Cladina","81080",1000,500,400,4,12,20,0
"Pr George","ESSFmv3","03","BlSb - Labrador tea","81081",1000,500,400,4,12,20,0
"Pr George","ESSFmv3","04","Bl - Oak fern - Knight's plume","81082",1200,700,600,4,12,20,0
"Pr George","ESSFmv3","05","Bl - Devil's club - Rhododendron","81083",1200,700,600,4,12,20,0
"Pr George","ESSFmv3","06","Sxw - Huckleberry - Highbush-cranberry","81084",1200,700,600,7,12,15,0
"Pr George","ESSFmv3","07","Bl - Horsetail - Feathermoss","81085",1000,500,400,4,12,20,0
"Pr George","ESSFmv3","08","BlPl - Rhododendron","1050548",1000,500,400,4,12,20,0
"Pr George","ESSFmv4","01","Bl - Rhododendron - Feathermoss","81086",1200,700,600,4,12,20,0
"Pr George","ESSFmv4","02","BlPl - Crowberry - Cladina","81087",1000,500,400,4,12,20,0
"Pr George","ESSFmv4","03","BlSb - Labrador tea","81088",1000,500,400,4,12,20,0
"Pr George","ESSFmv4","04","Bl - Rhododendron - Horsetail","81089",1200,700,600,4,12,20,0
"Pr George","ESSFmv4","05","Bl - Alder - Horsetail","81090",400,200,200,4,12,20,0
"Pr George","ESSFwc2","01","Bl - Azalea - Oak fern","81091",1200,700,600,4,12,20,0
"Pr George","ESSFwc2","01","Bl - Azalea - Oak fern","81091CC",,,,,,,0
"Pr George","ESSFwc2","02","Pl - Huckleberry - Cladonia","81092",1000,500,400,7,15,20,0
"Pr George","ESSFwc2","03","Bl - Huckleberry - Arnica","81093",1000,500,400,7,15,20,0
"Pr George","ESSFwc2","04","Bl - Rhododendron - Heron's-bill","81094",1200,700,600,7,15,20,0
"Pr George","ESSFwc2","05","Bl - Azalea - Feathermoss","81095",1200,700,600,7,15,20,0
"Pr George","ESSFwc2","06","Bl - Valerian - Oak fern","81096",1200,700,600,4,12,20,0
"Pr George","ESSFwc2","07","Bl - Devil's club - Lady fern","81097",1200,700,600,4,12,20,0
"Pr George","ESSFwc2","08","Bl - Horsetail - Sphagnum","81098",1000,500,400,4,12,20,0
"Pr George","ESSFwc2","09","Pl - Dwarf blueberry - Sphagnum","81099",400,200,200,4,12,20,0
"Pr George","ESSFwc2","10","Sedge - Sphagnum","999",,,,,,,0
"Pr George","ESSFwc3","01","Bl - Rhododendron - Oak fern","81100",1200,700,600,4,12,20,0
"Pr George","ESSFwc3","01","Bl - Rhododendron - Oak fern","81100CC",,,,,,,0
"Pr George","ESSFwc3","02","Bl - Rhododendron - Queen's cup","81101",1000,500,400,7,15,20,0
"Pr George","ESSFwc3","03","Bl - Globeflower - Horsetail","81102",400,200,200,7,15,20,0
"Pr George","ESSFwk1","01","Bl - Oak fern - Brachythecium","81103",1200,700,600,4,12,20,0
"Pr George","ESSFwk1","02","Bl - Huckleberry - Feathermoss","81104",1000,500,400,7,15,20,0
"Pr George","ESSFwk1","03","Bl - Oak fern - Knight's plume","81105",1200,700,600,4,12,20,0
"Pr George","ESSFwk1","04","Bl - Twinberry - Lady fern","81106",1200,700,600,4,12,20,0
"Pr George","ESSFwk1","05","Bl - Devil's club - Lady fern","81107",1200,700,600,4,12,20,0
"Pr George","ESSFwk1","06","Bl - Horsetail - Sphagnum","81108",1000,500,400,4,12,20,0
"Pr George","ESSFwk1","07","Bl - Lady fern - Horsetail","81109",1000,500,400,4,12,20,0
"Pr George","ESSFwk2","01","Bl - Oak fern - Knight's plume","81110",1200,700,600,4,12,20,0
"Pr George","ESSFwk2","02","Bl - Oak fern - Sarsaparilla","81111",1200,700,600,4,12,20,0
"Pr George","ESSFwk2","03","Bl - Oak fern - Bluebells","81112",1200,700,600,4,12,20,0
"Pr George","ESSFwk2","04","Bl - Devil's club - Rhododendron","81113",1200,700,600,4,12,20,0
"Pr George","ESSFwk2","05","Bl - Rhododendron - Lady fern","81114",1200,700,600,4,12,20,0
"Pr George","ESSFwk2","06","Bl - Horsetail - Sphagnum","81115",1000,500,400,4,12,20,0
"Pr George","ICHmm","01","HwCw - Spruce - Step moss","81116",1200,700,600,4,9,15,0
"Pr George","ICHmm","02","CwSxw - Soopolallie","81117",1000,500,400,4,9,15,0
"Pr George","ICHmm","03","HwCw - Step moss","81118",1200,700,600,4,9,15,0
"Pr George","ICHmm","04","CwHw - Oak fern","81119",1200,700,600,4,9,15,0
"Pr George","ICHmm","05","CwHw - Devil's club - Oak fern","81120",1200,700,600,4,9,15,0
"Pr George","ICHmm","06","CwSxw - Devil's club - Horsetail","81121",1000,500,400,4,9,15,0
"Pr George","ICHmm","07","SbPl - Bog-laurel - Sphagnum","81122",400,200,200,4,9,15,0
"Pr George","ICHmm","08","CwSxw - Skunk cabbage - Sphagnum","81123",400,200,200,4,9,15,0
"Pr George","ICHvk2","01","CwHw - Devil's club - Lady fern","81124",1200,700,600,4,9,15,0
"Pr George","ICHvk2","01","CwHw - Devil's club - Lady fern","81124CC",,,,,,,0
"Pr George","ICHvk2","02","HwCw - Cladonia","81125",1000,500,400,7,12,15,0
"Pr George","ICHvk2","03","HwCw - Step moss","81126",1200,700,600,4,9,15,0
"Pr George","ICHvk2","04","CwHw - Oak fern","81127",1200,700,600,4,9,15,0
"Pr George","ICHvk2","05","Cw - Devil's club - Ostrich fern","81128",1200,700,600,4,9,15,0
"Pr George","ICHvk2","06","CwSxw - Skunk cabbage","81129",1000,500,400,4,9,15,0
"Pr George","ICHvk2","07","Sb - Sphagnum","81130",400,200,200,4,9,15,0
"Pr George","ICHwk1","01","CwHw - Oak fern","81131",1200,700,600,4,9,15,0
"Pr George","ICHwk1","02","Rhacomitrium - Cladonia","999",,,,,,,0
"Pr George","ICHwk1","03","PlHw - Velvet-leaved blueberry","81132",1000,500,400,7,12,15,0
"Pr George","ICHwk1","04","HwCw - Falsebox - Feathermoss","81133",1200,700,600,4,9,15,0
"Pr George","ICHwk1","05","CwHw - Devil's club - Lady fern","81134",1200,700,600,4,9,15,0
"Pr George","ICHwk1","06","CwSxw - Devil's club - Horsetail","81135",1000,500,400,4,9,15,0
"Pr George","ICHwk1","07","Act - Dogwood - Twinberry","81136",1000,500,400,4,9,15,0
"Pr George","ICHwk1","08","CwSxw - Skunk cabbage","81137",1000,500,400,4,9,15,0
"Pr George","ICHwk1","09","Sedge - Sphagnum","999",,,,,,,0
"Pr George","ICHwk3","01","CwHw - Oak fern","81138",1200,700,600,4,9,15,0
"Pr George","ICHwk3","02","Hw - Azalea - Cladonia","81139",1000,500,400,7,12,15,0
"Pr George","ICHwk3","03","CwSxw - Prince's pine - Cat's-tail moss","81140",1200,700,600,4,9,15,0
"Pr George","ICHwk3","04","HwCw - Step moss","81141",1200,700,600,4,9,15,0
"Pr George","ICHwk3","05","CwHw - Devil's club - Lady fern","81142",1200,700,600,4,9,15,0
"Pr George","ICHwk3","06","CwSxw - Devil's club - Horsetail","81143",1000,500,400,4,9,15,0
"Pr George","ICHwk3","07","Hw - Wood horsetail - Sphagnum","81144",1000,500,400,4,9,15,0
"Pr George","ICHwk3","08","PlSb - Sedge - Sphagnum","81145",1000,500,400,4,9,15,0
"Pr George","ICHwk3","09","CwSxw - Skunk cabbage","81146",400,200,200,3,8,11,0
"Pr George","ICHwk4","01","CwHw - Oak fern","81147",1200,700,600,4,9,15,0
"Pr George","ICHwk4","01","CwHw - Oak fern","81147CC",,,,,,,0
"Pr George","ICHwk4","02","HwCw - Cladonia","81148",1000,500,400,7,12,15,0
"Pr George","ICHwk4","03","CwSxw - Soopolallie","81149",1000,500,400,7,12,15,0
"Pr George","ICHwk4","04","CwSxw - Velvet-leaved blueberry","81150",1200,700,600,4,9,15,0
"Pr George","ICHwk4","05","HwCw - Step moss","81151",1200,700,600,4,9,15,0
"Pr George","ICHwk4","06","Sxw - Twinberry - Oak fern","81152",1200,700,600,4,9,15,0
"Pr George","ICHwk4","07","CwHw - Devil's club - Lady fern","81153",1200,700,600,4,9,15,0
"Pr George","ICHwk4","08","Sxw - Devil's club - Lady fern","81154",1000,500,400,4,9,15,0
"Pr George","SBPSmc","01","Pl - Feathermoss - Cladina","81155",1200,700,600,7,12,15,0
"Pr George","SBPSmc","01","Pl - Feathermoss - Cladina","81155CC",,,,,,,0
"Pr George","SBPSmc","02","Pl - Kinnikinnick - Cladonia","81156",1000,500,400,7,12,15,0
"Pr George","SBPSmc","03","SbPl - Feathermoss","81157",1200,700,600,7,12,15,0
"Pr George","SBPSmc","04","Sxw - Scrub birch - Feathermoss","81158",1000,500,400,4,9,15,0
"Pr George","SBPSmc","05","Sxw - Horsetail","81159",1000,500,400,4,9,15,0
"Pr George","SBPSmc","06","Sxw - Horsetail - Glow moss","81160",1000,500,400,4,9,15,0
"Pr George","SBPSmc","07","SbSxw - Scrub birch - Sedge","81161",400,200,200,4,9,15,0
"Pr George","SBSdk","01","Sxw - Spirea - Purple peavine","81170",1200,700,600,7,12,15,0
"Pr George","SBSdk","02","Pl - Juniper - Ricegrass","81171",1000,500,400,7,12,15,0
"Pr George","SBSdk","03","Pl - Feathermoss - Cladina","81172",1200,700,600,7,12,15,0
"Pr George","SBSdk","04","Fd - Soopolallie - Feathermoss","81173",1200,700,600,7,12,15,0
"Pr George","SBSdk","05","Sxw - Spirea - Feathermoss","81174",1200,700,600,7,12,15,0
"Pr George","SBSdk","06","Sxw - Twinberry - Coltsfoot","81175",1200,700,600,4,9,15,0
"Pr George","SBSdk","07","Sxw - Horsetail","81176",1000,500,400,4,9,15,0
"Pr George","SBSdk","08","Act - Dogwood - Prickly rose","81177",1200,700,600,4,9,15,0
"Pr George","SBSdk","09","Sb - Creeping-snowberry - Sphagnum","81178",400,200,200,4,9,15,0
"Pr George","SBSdk","10","Sb - Soft-leaved sedge - Sphagnum","81179",400,200,200,4,9,15,0
"Pr George","SBSdk","81","Saskatoon - Slender wheatgrass","999",,,,,,,0
"Pr George","SBSdk","82","Bluegrass - Slender wheatgrass","999",,,,,,,0
"Pr George","SBSdw1","01","SxwFd - Pinegrass","81180",1200,700,600,7,12,15,0
"Pr George","SBSdw1","02","FdPl - Cladonia","81181",1000,500,400,7,12,15,0
"Pr George","SBSdw1","03","Fd - Saskatoon - Pinegrass","81182",1200,700,600,7,12,15,0
"Pr George","SBSdw1","04","Pl - Pinegrass - Feathermoss","81183",1200,700,600,7,12,15,0
"Pr George","SBSdw1","05","SxwFd - Ricegrass","81184",1200,700,600,7,12,15,0
"Pr George","SBSdw1","06","SxwFd - Thimbleberry","81185",1200,700,600,7,12,15,0
"Pr George","SBSdw1","07","Sxw - Twinberry - Coltsfoot","81186",1200,700,600,4,9,15,0
"Pr George","SBSdw1","08","Sxw - Twinberry - Oak fern","81187",1200,700,600,4,9,15,0
"Pr George","SBSdw1","09","Sxw - Horsetail - Glow moss","81188",1000,500,400,4,9,15,0
"Pr George","SBSdw2","01","SxwFd - Pinegrass","81189",1200,700,600,7,12,15,0
"Pr George","SBSdw2","02","FdPl - Cladonia","81190",1000,500,400,7,12,15,0
"Pr George","SBSdw2","03","Pl - Kinnikinnick - Wavy-leaved moss","81191",1200,700,600,7,12,15,0
"Pr George","SBSdw2","04","Fd - Pinegrass - Aster","81192",1200,700,600,7,12,15,0
"Pr George","SBSdw2","05","SxwFd - Cat's-tail moss","81193",1200,700,600,7,12,15,0
"Pr George","SBSdw2","06","Pl - Pinegrass - Feathermoss","81194",1200,700,600,7,12,15,0
"Pr George","SBSdw2","07","PlSb - Feathermoss","81195",1200,700,600,7,12,15,0
"Pr George","SBSdw2","08","Sxw - Twinberry","81196",1200,700,600,4,9,15,0
"Pr George","SBSdw2","09","Sxw - Devil's club - Knight's plume","81197",1200,700,600,4,9,15,0
"Pr George","SBSdw2","10","Sxw - Horsetail","81198",1000,500,400,4,9,15,0
"Pr George","SBSdw2","11","Sb - Soft-leaved sedge - Sphagnum","81199",400,200,200,4,9,15,0
"Pr George","SBSdw3","01","SxwFd - Pinegrass","81200",1200,700,600,7,12,15,0
"Pr George","SBSdw3","01","SxwFd - Pinegrass","81200CC",,,,,,,0
"Pr George","SBSdw3","02","FdPl - Cladonia","81201",1000,500,400,7,12,15,0
"Pr George","SBSdw3","03","Pl - Feathermoss - Cladina","81202",1200,700,600,7,12,15,0
"Pr George","SBSdw3","04","SxwFd - Ricegrass","81203",1200,700,600,7,12,15,0
"Pr George","SBSdw3","05","PlSb - Feathermoss","81204",1200,700,600,7,12,15,0
"Pr George","SBSdw3","06","Sxw - Pink spirea - Prickly rose","81205",1200,700,600,4,9,15,0
"Pr George","SBSdw3","07","Sxw - Twinberry","81206",1200,700,600,4,9,15,0
"Pr George","SBSdw3","08","Sxw - Oak fern","81207",1200,700,600,4,9,15,0
"Pr George","SBSdw3","09","Sxw - Horsetail - Glow moss","81208",1000,500,400,4,9,15,0
"Pr George","SBSdw3","10","Sb - Soft-leaved sedge - Sphagnum","81209",400,200,200,4,9,15,0
"Pr George","SBSmc2","01","Sxw - Huckleberry","81210",1200,700,600,7,12,15,0
"Pr George","SBSmc2","02","Pl - Huckleberry - Cladonia","81211",1000,500,400,7,12,15,0
"Pr George","SBSmc2","03","SbPl - Feathermoss","81212",1200,700,600,7,12,15,0
"Pr George","SBSmc2","04","Sxw - Huckleberry - Dwarf blueberry","81213",1200,700,600,4,9,15,0
"Pr George","SBSmc2","05","Sxw - Twinberry - Coltsfoot","81214",1200,700,600,4,9,15,0
"Pr George","SBSmc2","06","Sxw - Oak fern","81215",1200,700,600,4,9,15,0
"Pr George","SBSmc2","07","Sxw - Scrub birch - Feathermoss","81216",1000,500,400,4,9,15,0
"Pr George","SBSmc2","08","Sxw - Twinberry - Oak fern","81217",1200,700,600,4,9,15,0
"Pr George","SBSmc2","09","Sxw - Devil's club","81218",1200,700,600,4,9,15,0
"Pr George","SBSmc2","10","Sxw - Horsetail","81219",1000,500,400,4,9,15,0
"Pr George","SBSmc2","11","Sxw - Horsetail - Glow moss","81220",1000,500,400,4,9,15,0
"Pr George","SBSmc2","12","SbSxw - Scrub birch - Sedge","81221",400,200,200,4,9,15,0
"Pr George","SBSmc3","01","Sxw - Huckleberry","81222",1200,700,600,7,12,15,0
"Pr George","SBSmc3","01","Sxw - Huckleberry","81222CC",,,,,,,0
"Pr George","SBSmc3","02","Pl - Juniper - Dwarf blueberry","81223",1200,700,600,7,12,15,0
"Pr George","SBSmc3","03","Pl - Feathermoss - Cladina","81224",1200,700,600,7,12,15,0
"Pr George","SBSmc3","04","Sxw - Huckleberry - Soopolallie","81225",1200,700,600,7,12,15,0
"Pr George","SBSmc3","05","Sb - Huckleberry - Spirea","81226",1200,700,600,7,12,15,0
"Pr George","SBSmc3","06","SbPl - Feathermoss","81227",1200,700,600,7,12,15,0
"Pr George","SBSmc3","07","Sxw - Twinberry","81228",1200,700,600,4,9,15,0
"Pr George","SBSmc3","08","Sxw - Horsetail","81229",1000,500,400,4,9,15,0
"Pr George","SBSmc3","09","SbSxw - Scrub birch - Sedge","81230",400,200,200,4,9,15,0
"Pr George","SBSmh","01","SxwFd - Hazelnut","81231",1200,700,600,7,12,15,0
"Pr George","SBSmh","02","FdPl - Cladonia","81232",1000,500,400,7,12,15,0
"Pr George","SBSmh","03","FdPl - Velvet-leaved blueberry - Cladonia","81233",1000,500,400,7,12,15,0
"Pr George","SBSmh","04","Fd - Douglas maple - Step moss","81234",1200,700,600,7,12,15,0
"Pr George","SBSmh","05","SxwFd - Feathermoss","81235",1200,700,600,7,12,15,0
"Pr George","SBSmh","06","SxwFd - Coltsfoot","81236",1200,700,600,7,12,15,0
"Pr George","SBSmh","07","SxwEp - Devil's club","81237",1200,700,600,4,9,15,0
"Pr George","SBSmh","08","Sxw - Ostrich fern","81238",1200,700,600,4,9,15,0
"Pr George","SBSmh","09","Sxw - Horsetail - Glow moss","81239",1000,500,400,4,9,15,0
"Pr George","SBSmk1","01","Sxw - Huckleberry - Highbush-cranberry","81240",1200,700,600,7,12,15,0
"Pr George","SBSmk1","02","Pl - Cladina - Step moss","81241",1200,700,600,7,12,15,0
"Pr George","SBSmk1","03","Pl - Feathermoss - Cladina","81242",1200,700,600,7,12,15,0
"Pr George","SBSmk1","04","SxwFd - Knight's plume","81243",1200,700,600,7,12,15,0
"Pr George","SBSmk1","05","SxwFd - Toad-flax","81244",1200,700,600,7,12,15,0
"Pr George","SBSmk1","06","Sb - Huckleberry - Spirea","81245",1200,700,600,7,12,15,0
"Pr George","SBSmk1","07","Sxw - Oak fern","81246",1200,700,600,4,9,15,0
"Pr George","SBSmk1","08","Sxw - Devil's club","81247",1200,700,600,4,9,15,0
"Pr George","SBSmk1","09","Sxw - Horsetail","81248",1000,500,400,4,9,15,0
"Pr George","SBSmk1","10","Sb - Scrub birch - Sedge","81249",400,200,200,4,9,15,0
"Pr George","SBSmk2","01","Sxw - Huckleberry - Highbush-cranberry","81250",1200,700,600,7,12,15,0
"Pr George","SBSmk2","02","Pl - Feathermoss - Cladina","81251",1200,700,600,7,12,15,0
"Pr George","SBSmk2","03","Sxw - Huckleberry - Soopolallie","81252",1200,700,600,7,12,15,0
"Pr George","SBSmk2","04","Sb - Huckleberry - Spirea","81253",1200,700,600,7,12,15,0
"Pr George","SBSmk2","05","Sxw - Oak fern","81254",1200,700,600,4,9,15,0
"Pr George","SBSmk2","06","Sxw - Horsetail","81255",1000,500,400,4,9,15,0
"Pr George","SBSmw","01","SxwFd - Falsebox","81256",1200,700,600,7,12,15,0
"Pr George","SBSmw","02","FdBl - Huckleberry","81257",1000,500,400,7,12,15,0
"Pr George","SBSmw","03","Pl - Huckleberry - Velvet-leaved blueberry","81258",1200,700,600,7,12,15,0
"Pr George","SBSmw","04","SxwFd - Knight's plume","81259",1200,700,600,7,12,15,0
"Pr George","SBSmw","05","Sxw - Pink spirea","81260",1200,700,600,4,9,15,0
"Pr George","SBSmw","06","Sxw - Oak fern","81261",1200,700,600,4,9,15,0
"Pr George","SBSmw","07","Sxw - Twinberry - Oak fern","81262",1200,700,600,4,9,15,0
"Pr George","SBSmw","08","Sxw - Devil's club","81263",1200,700,600,4,9,15,0
"Pr George","SBSmw","09","Sxw - Horsetail","81264",1000,500,400,4,9,15,0
"Pr George","SBSmw","10","SbSxw - Scrub birch - Sedge","81265",400,200,200,4,9,15,0
"Pr George","SBSvk","01","Sxw - Devil's club","81266",1200,700,600,4,9,15,0
"Pr George","SBSvk","02","Pl - Huckleberry - Velvet-leaved blueberry","81267",1200,700,600,7,12,15,0
"Pr George","SBSvk","03","SxwFd - Thimbleberry","81268",1200,700,600,7,12,15,0
"Pr George","SBSvk","04","Sxw - Oak fern","81269",1200,700,600,4,9,15,0
"Pr George","SBSvk","05","Sxw - Devil's club - Spiny wood fern","81270",1200,700,600,4,9,15,0
"Pr George","SBSvk","06","Sxw - Horsetail","81271",1000,500,400,4,9,15,0
"Pr George","SBSvk","07","Sxw - Devil's club - Ostrich fern","81272",1200,700,600,4,9,15,0
"Pr George","SBSvk","08","SbPl - Bog-laurel - Sphagnum","81273",400,200,200,4,9,15,0
"Pr George","SBSvk","09","Pl - Huckleberry - Cladina","81274",1000,500,400,7,12,15,0
"Pr George","SBSvk","10","Sxw - Skunk cabbage","81275",1000,500,400,4,9,15,0
"Pr George","SBSwk1","01","Sxw - Oak fern","81276",1200,700,600,4,9,15,0
"Pr George","SBSwk1","02","Pl - Huckleberry - Cladina","81277",1000,500,400,7,12,15,0
"Pr George","SBSwk1","03","Pl - Huckleberry - Velvet-leaved blueberry","81278",1200,700,600,7,12,15,0
"Pr George","SBSwk1","04","SxwFd - Knight's plume","81279",1200,700,600,7,12,15,0
"Pr George","SBSwk1","05","Sxw - Huckleberry - Highbush-cranberry","81280",1200,700,600,7,12,15,0
"Pr George","SBSwk1","06","Sxw - Pink spirea - Oak fern","81281",1200,700,600,4,9,15,0
"Pr George","SBSwk1","07","Sxw - Twinberry - Oak fern","81282",1200,700,600,4,9,15,0
"Pr George","SBSwk1","08","Sxw - Devil's club","81283",1200,700,600,4,9,15,0
"Pr George","SBSwk1","09","Sxw - Horsetail","81284",1000,500,400,4,9,15,0
"Pr George","SBSwk1","10","Sxw - Devil's club - Lady fern","81285",1000,500,400,4,9,15,0
"Pr George","SBSwk1","11","SbSxw - Scrub birch - Sedge","81286",400,200,200,4,9,15,0
"Pr George","SBSwk1","12","SbPl - Feathermoss","81287",1200,700,600,7,12,15,0
"Pr George","SBSwk2","01","Sxw - Oak fern","81288",1200,700,600,4,9,15,0
"Pr George","SBSwk2","02","Pl - Huckleberry - Cladina","81289",1000,500,400,7,12,15,0
"Pr George","SBSwk2","03","Sxw - Huckleberry - Highbush-cranberry","81290",1200,700,600,7,12,15,0
"Pr George","SBSwk2","04","SbPl - Feathermoss","81291",1200,700,600,7,12,15,0
"Pr George","SBSwk2","05","Sxw - Devil's club","81292",1200,700,600,4,9,15,0
"Pr George","SBSwk2","06","Sxw - Horsetail","81293",1000,500,400,4,9,15,0
"Pr George","SBSwk3","01","Sxw - Oak fern","81294",1200,700,600,4,9,15,0
"Pr George","SBSwk3","02","Pl - Huckleberry - Cladina","81295",1000,500,400,7,12,15,0
"Pr George","SBSwk3","03","SxwFd - Purple peavine","81296",1200,700,600,7,12,15,0
"Pr George","SBSwk3","04","Sxw - Huckleberry - Highbush-cranberry","81297",1200,700,600,7,12,15,0
"Pr George","SBSwk3","05","Sb - Labrador tea","81298",1200,700,600,7,12,15,0
"Pr George","SBSwk3","06","Sxw - Twinberry - Coltsfoot","81299",1200,700,600,4,9,15,0
"Pr George","SBSwk3","07","Sxw - Devil's club","81300",1200,700,600,4,9,15,0
