Region,Source,ZoneSubzone,SiteSeries,Standard,Species,Height
Cariboo,Cariboo,ESSFwk1,ESSFwk1/05,80019,Pl,2
Cariboo,Cariboo,ESSFwk1,ESSFwk1/06,80020,All,0.8
Cariboo,Cariboo,ESSFwk1,ESSFwk1/07,80021,All,0.8
Cariboo,Cariboo,ESSFxc,ESSFxc/01,80022,Others,0.8
Cariboo,Cariboo,ESSFxc,ESSFxc/01,80022,Pl,1.6
Cariboo,Cariboo,ESSFxc,ESSFxc/02,80023,Others,0.6
Cariboo,Cariboo,ESSFxc,ESSFxc/02,80023,Pl,1.2
Cariboo,Cariboo,ESSFxc,ESSFxc/05,80024,Others,0.6
Cariboo,Cariboo,ESSFxc,ESSFxc/05,80024,Pl,1.2
Cariboo,Cariboo,ESSFxc,ESSFxc/06,80025,Others,0.8
Cariboo,Cariboo,ESSFxc,ESSFxc/06,80025,Pl,1.6
Cariboo,Cariboo,ESSFxc,ESSFxc/07,80026,Others,0.8
Cariboo,Cariboo,ESSFxc,ESSFxc/07,80026,Pl,1.6
Cariboo,Cariboo,ESSFxc,ESSFxc/08,80027,Others,0.6
Cariboo,Cariboo,ESSFxc,ESSFxc/08,80027,Pl,1.2
Cariboo,Cariboo,ESSFxv1,ESSFxv1/01,80028,Others,0.8
Cariboo,Cariboo,ESSFxv1,ESSFxv1/01,80028,Pl,1
Cariboo,Cariboo,ESSFxv1,ESSFxv1/02,80029,Others,0.6
Cariboo,Cariboo,ESSFxv1,ESSFxv1/02,80029,Pl,0.8
Cariboo,Cariboo,ESSFxv1,ESSFxv1/03,80030,Pa,0.6
Cariboo,Cariboo,ESSFxv1,ESSFxv1/03,80030,Pl,0.8
Cariboo,Cariboo,ESSFxv1,ESSFxv1/04,80031,Others,0.6
Cariboo,Cariboo,ESSFxv1,ESSFxv1/04,80031,Pl,0.8
Cariboo,Cariboo,ESSFxv1,ESSFxv1/05,80032,Others,0.8
Cariboo,Cariboo,ESSFxv1,ESSFxv1/05,80032,Pl,1
Cariboo,Cariboo,ESSFxv1,ESSFxv1/06,80033,Others,0.8
Cariboo,Cariboo,ESSFxv1,ESSFxv1/06,80033,Pl,1
Cariboo,Cariboo,ESSFxv1,ESSFxv1/07,80034,Others,0.8
Cariboo,Cariboo,ESSFxv1,ESSFxv1/07,80034,Pl,1
Cariboo,Cariboo,ESSFxv1,ESSFxv1/08,80035,Others,0.6
Cariboo,Cariboo,ESSFxv1,ESSFxv1/08,80035,Pl,0.8
Cariboo,Cariboo,ESSFxv1,ESSFxv1/09,80036,Others,0.6
Cariboo,Cariboo,ESSFxv1,ESSFxv1/09,80036,Pl,0.8
Cariboo,Cariboo,ESSFxv2,ESSFxv2/01,80037,Others,0.8
Cariboo,Cariboo,ESSFxv2,ESSFxv2/01,80037,Pl,1
Cariboo,Cariboo,ESSFxv2,ESSFxv2/02,80038,Others,0.6
Cariboo,Cariboo,ESSFxv2,ESSFxv2/02,80038,Pl,0.8
Cariboo,Cariboo,ESSFxv2,ESSFxv2/03,80039,Pa,0.6
Cariboo,Cariboo,ESSFxv2,ESSFxv2/03,80039,Pl,0.8
Cariboo,Cariboo,ESSFxv2,ESSFxv2/04,80040,Others,0.8
Cariboo,Cariboo,ESSFxv2,ESSFxv2/04,80040,Pl,1
Cariboo,Cariboo,ESSFxv2,ESSFxv2/05,80041,Others,0.8
Cariboo,Cariboo,ESSFxv2,ESSFxv2/05,80041,Pl,1
Cariboo,Cariboo,ESSFxv2,ESSFxv2/06,80042,Others,0.8
Cariboo,Cariboo,ESSFxv2,ESSFxv2/06,80042,Pl,1
Cariboo,Cariboo,ESSFxv2,ESSFxv2/07,80043,Others,0.8
Cariboo,Cariboo,ESSFxv2,ESSFxv2/07,80043,Pl,1
Cariboo,Cariboo,ESSFxv2,ESSFxv2/08,80044,Others,0.6
Cariboo,Cariboo,ESSFxv2,ESSFxv2/08,80044,Pl,0.8
Cariboo,Cariboo,ESSFxv2,ESSFxv2/09,80045,Others,0.6
Cariboo,Cariboo,ESSFxv2,ESSFxv2/09,80045,Pl,0.8
Cariboo,Cariboo,ESSFxv2,ESSFxv2/10,80046,Others,0.6
Cariboo,Cariboo,ESSFxv2,ESSFxv2/10,80046,Pl,0.8
Cariboo,Cariboo,ICHdk,ICHdk/01,800,Fd,1.4
Cariboo,Cariboo,ICHdk,ICHdk/01,800,Others,1
Cariboo,Cariboo,ICHdk,ICHdk/01,800,Pl,2
Cariboo,Cariboo,ICHdk,ICHdk/01,80047,Fd,1.4
Cariboo,Cariboo,ICHdk,ICHdk/01,80047,Others,1
Cariboo,Cariboo,ICHdk,ICHdk/01,80047,Pl,2
Cariboo,Cariboo,ICHdk,ICHdk/02,80048,Fd,1
Cariboo,Cariboo,ICHdk,ICHdk/02,80048,Others ,0.8
Cariboo,Cariboo,ICHdk,ICHdk/02,80048,Pl,1.4
Cariboo,Cariboo,ICHdk,ICHdk/03,80049,Fd,1.4
Cariboo,Cariboo,ICHdk,ICHdk/03,80049,Others,1
Cariboo,Cariboo,ICHdk,ICHdk/03,80049,Pl,2
Cariboo,Cariboo,ICHdk,ICHdk/04,80050,Fd,1.4
Cariboo,Cariboo,ICHdk,ICHdk/04,80050,Others,1
Cariboo,Cariboo,ICHdk,ICHdk/04,80050,Pl,2
Cariboo,Cariboo,ICHdk,ICHdk/05,80051,Fd,1.4
Cariboo,Cariboo,ICHdk,ICHdk/05,80051,Others,1
Cariboo,Cariboo,ICHdk,ICHdk/05,80051,Pl,2
Cariboo,Cariboo,ICHdk,ICHdk/06,80052,Fd,1.4
Cariboo,Cariboo,ICHdk,ICHdk/06,80052,Others,1
Cariboo,Cariboo,ICHdk,ICHdk/06,80052,Pl,2
Cariboo,Cariboo,ICHdk,ICHdk/07,80053,Fd,1.4
Cariboo,Cariboo,ICHdk,ICHdk/07,80053,Others,1
Cariboo,Cariboo,ICHdk,ICHdk/07,80053,Pl,2
Cariboo,Cariboo,ICHdk,ICHdk/08,80054,Fd,1
Cariboo,Cariboo,ICHdk,ICHdk/08,80054,Others,0.8
Cariboo,Cariboo,ICHdk,ICHdk/08,80054,Pl,1.4
Cariboo,Cariboo,ICHdk,ICHdk/09,80055,Others,0.8
Cariboo,Cariboo,ICHdk,ICHdk/09,80055,Pl,1.4
Cariboo,Cariboo,ICHmk3,ICHmk3/01,80056,Fd,1.4
Cariboo,Cariboo,ICHmk3,ICHmk3/01,80056,Others,1
Cariboo,Cariboo,ICHmk3,ICHmk3/01,80056,Pl,2
Cariboo,Cariboo,ICHmk3,ICHmk3/02,80057,Fd,1
Cariboo,Cariboo,ICHmk3,ICHmk3/02,80057,Others,0.8
Cariboo,Cariboo,ICHmk3,ICHmk3/02,80057,Pl,1.4
Cariboo,Cariboo,ICHmk3,ICHmk3/03,80058,Fd,1
Cariboo,Cariboo,ICHmk3,ICHmk3/03,80058,Others,0.8
Cariboo,Cariboo,ICHmk3,ICHmk3/03,80058,Pl,1.4
Cariboo,Cariboo,ICHmk3,ICHmk3/04,80059,Fd,1.4
Cariboo,Cariboo,ICHmk3,ICHmk3/04,80059,Others,1
Cariboo,Cariboo,ICHmk3,ICHmk3/04,80059,Pl,2
Cariboo,Cariboo,ICHmk3,ICHmk3/05,80060,Others,1
Cariboo,Cariboo,ICHmk3,ICHmk3/05,80060,Pl,2
Cariboo,Cariboo,ICHmk3,ICHmk3/06,80061,Fd,1.4
Cariboo,Cariboo,ICHmk3,ICHmk3/06,80061,Others,1
Cariboo,Cariboo,ICHmk3,ICHmk3/06,80061,Pl,2
Cariboo,Cariboo,ICHmk3,ICHmk3/07,80062,Others,0.8
Cariboo,Cariboo,ICHmk3,ICHmk3/07,80062,Pl,1.4
Cariboo,Cariboo,ICHmw3,ICHmw3/01,80063,Fd,1.4
Cariboo,Cariboo,ICHmw3,ICHmw3/01,80063,Lw,2
Cariboo,Cariboo,ICHmw3,ICHmw3/01,80063,Others,1
Cariboo,Cariboo,ICHmw3,ICHmw3/01,80063,Pl  Pw,2
Cariboo,Cariboo,ICHmw3,ICHmw3/02,80065,Fd,1
Cariboo,Cariboo,ICHmw3,ICHmw3/02,80065,Others,0.8
Cariboo,Cariboo,ICHmw3,ICHmw3/02,80065,Pl  Pw,1.4
Cariboo,Cariboo,ICHmw3,ICHmw3/03,80066,Fd,1
Cariboo,Cariboo,ICHmw3,ICHmw3/03,80066,Lw,1.4
Cariboo,Cariboo,ICHmw3,ICHmw3/03,80066,Others,0.8
Cariboo,Cariboo,ICHmw3,ICHmw3/03,80066,Pl  Pw,1.4
Cariboo,Cariboo,ICHmw3,ICHmw3/04,80067,Fd,1.4
Cariboo,Cariboo,ICHmw3,ICHmw3/04,80067,Lw,2
Cariboo,Cariboo,ICHmw3,ICHmw3/04,80067,Others,1
Cariboo,Cariboo,ICHmw3,ICHmw3/04,80067,Pl  Pw,2
Cariboo,Cariboo,ICHmw3,ICHmw3/05,80068,Fd,1.4
Cariboo,Cariboo,ICHmw3,ICHmw3/05,80068,Lw,2
Cariboo,Cariboo,ICHmw3,ICHmw3/05,80068,Others,1
Cariboo,Cariboo,ICHmw3,ICHmw3/05,80068,Pl  Pw,2
Cariboo,Cariboo,ICHmw3,ICHmw3/06,80069,Fd,1.4
Cariboo,Cariboo,ICHmw3,ICHmw3/06,80069,Lw,2
Cariboo,Cariboo,ICHmw3,ICHmw3/06,80069,Others,1
Cariboo,Cariboo,ICHmw3,ICHmw3/06,80069,Pl  Pw,2
Cariboo,Cariboo,ICHmw3,ICHmw3/07,80070,Pl  Pw,2
Cariboo,Cariboo,ICHmw3,ICHmw3/08,80071,Others,0.8
Cariboo,Cariboo,ICHmw3,ICHmw3/08,80071,Pl,1.4
Cariboo,Cariboo,ICHwk2,ICHwk2/01,80072,Fd,1.4
Cariboo,Cariboo,ICHwk2,ICHwk2/01,80072,Others,1
Cariboo,Cariboo,ICHwk2,ICHwk2/01,80072,Pl,2
Cariboo,Cariboo,ICHwk2,ICHwk2/02,80073,Fd,1
Cariboo,Cariboo,ICHwk2,ICHwk2/02,80073,Others,0.8
Cariboo,Cariboo,ICHwk2,ICHwk2/02,80073,Pl,1.4
Cariboo,Cariboo,ICHwk2,ICHwk2/03,80074,Fd,1
Cariboo,Cariboo,ICHwk2,ICHwk2/03,80074,Others,0.8
Cariboo,Cariboo,ICHwk2,ICHwk2/03,80074,Pl,1.4
Cariboo,Cariboo,ICHwk2,ICHwk2/04,80075,Fd,1
Cariboo,Cariboo,ICHwk2,ICHwk2/04,80075,Others,1
Cariboo,Cariboo,ICHwk2,ICHwk2/04,80075,Pl,2
Cariboo,Cariboo,ICHwk2,ICHwk2/05,80076,Others,1
Cariboo,Cariboo,ICHwk2,ICHwk2/05,80076,Pl,2
Cariboo,Cariboo,ICHwk2,ICHwk2/06,80077,Others,1
Cariboo,Cariboo,ICHwk2,ICHwk2/06,80077,Pl,2
Cariboo,Cariboo,ICHwk2,ICHwk2/07,80078,Fd,1.4
Cariboo,Cariboo,ICHwk2,ICHwk2/07,80078,Others,1
Cariboo,Cariboo,ICHwk2,ICHwk2/07,80078,Pl,2
Cariboo,Cariboo,ICHwk2,ICHwk2/08,80079,All,0.8
Cariboo,Cariboo,ICHwk4,ICHwk4/01,80080,Fd,1.4
Cariboo,Cariboo,ICHwk4,ICHwk4/01,80080,Others,1
Cariboo,Cariboo,ICHwk4,ICHwk4/01,80080,Pl,2
Cariboo,Cariboo,ICHwk4,ICHwk4/02,80081,Fd,1
Cariboo,Cariboo,ICHwk4,ICHwk4/02,80081,Others,0.8
Cariboo,Cariboo,ICHwk4,ICHwk4/02,80081,Pl,1.4
Cariboo,Cariboo,ICHwk4,ICHwk4/03,80082,Fd,1
Cariboo,Cariboo,ICHwk4,ICHwk4/03,80082,Others,0.8
Cariboo,Cariboo,ICHwk4,ICHwk4/03,80082,Pl,1.4
Cariboo,Cariboo,ICHwk4,ICHwk4/04,80083,Fd,1.4
Cariboo,Cariboo,ICHwk4,ICHwk4/04,80083,Others,1
Cariboo,Cariboo,ICHwk4,ICHwk4/04,80083,Pl,2
Cariboo,Cariboo,ICHwk4,ICHwk4/05,80084,Fd,1.4
Cariboo,Cariboo,ICHwk4,ICHwk4/05,80084,Others,1
Cariboo,Cariboo,ICHwk4,ICHwk4/05,80084,Pl,2
Cariboo,Cariboo,ICHwk4,ICHwk4/06,80085,Others,1
Cariboo,Cariboo,ICHwk4,ICHwk4/06,80085,Pl,2
Cariboo,Cariboo,ICHwk4,ICHwk4/07,80086,Fd,1.4
Cariboo,Cariboo,ICHwk4,ICHwk4/07,80086,Others,1
Cariboo,Cariboo,ICHwk4,ICHwk4/07,80086,Pl,2
Cariboo,Cariboo,ICHwk4,ICHwk4/08,80087,Others,0.8
Cariboo,Cariboo,ICHwk4,ICHwk4/08,80087,Pl,1.4
Cariboo,Cariboo,IDFdk1,IDFdk1/01,80088,Fd,0.8
Cariboo,Cariboo,IDFdk1,IDFdk1/01,80088,Lw,1
Cariboo,Cariboo,IDFdk1,IDFdk1/01,80088,Pl,1
Cariboo,Cariboo,IDFdk1,IDFdk1/01,80088,Py,0.6
Cariboo,Cariboo,IDFdk1,IDFdk1/01,80088,Sxw,0.6
Cariboo,Cariboo,IDFdk1,IDFdk1/02,80089,Fd,0.8
Cariboo,Cariboo,IDFdk1,IDFdk1/02,80089,Pl,1
Cariboo,Cariboo,IDFdk1,IDFdk1/02,80089,Py,0.6
Cariboo,Cariboo,IDFdk1,IDFdk1/03,80090,Fd,0.8
Cariboo,Cariboo,IDFdk1,IDFdk1/03,80090,Pl,1
Cariboo,Cariboo,IDFdk1,IDFdk1/03,80090,Py,0.6
Cariboo,Cariboo,IDFdk1,IDFdk1/04,80091,Fd,0.8
Cariboo,Cariboo,IDFdk1,IDFdk1/04,80091,Others,0.6
Cariboo,Cariboo,IDFdk1,IDFdk1/04,80091,Pl,1
Cariboo,Cariboo,IDFdk1,IDFdk1/05,80092,Fd,0.8
Cariboo,Cariboo,IDFdk1,IDFdk1/05,80092,Others,0.6
Cariboo,Cariboo,IDFdk1,IDFdk1/05,80092,Pl  Lw,1
Cariboo,Cariboo,IDFdk1,IDFdk1/06,80093,Fd,0.8
Cariboo,Cariboo,IDFdk1,IDFdk1/06,80093,Others,0.6
Cariboo,Cariboo,IDFdk1,IDFdk1/06,80093,Pl,1
Cariboo,Cariboo,IDFdk3,IDFdk3/01,80094,Fd,1
Cariboo,Cariboo,IDFdk3,IDFdk3/01,80094,Pl,1.4
Cariboo,Cariboo,IDFdk3,IDFdk3/01,80094,Sxw,0.8
Cariboo,Cariboo,IDFdk3,IDFdk3/02,80095,Fd,0.8
Cariboo,Cariboo,IDFdk3,IDFdk3/02,80095,Pl,1
Cariboo,Cariboo,IDFdk3,IDFdk3/03,80096,Fd,0.8
Cariboo,Cariboo,IDFdk3,IDFdk3/03,80096,Pl,1
Cariboo,Cariboo,IDFdk3,IDFdk3/04,80097,Fd,0.8
Cariboo,Cariboo,IDFdk3,IDFdk3/04,80097,Pl,1
Cariboo,Cariboo,IDFdk3,IDFdk3/05,80098,Fd,1
Cariboo,Cariboo,IDFdk3,IDFdk3/05,80098,Pl,1.4
Cariboo,Cariboo,IDFdk3,IDFdk3/06,80099,Fd,1
Cariboo,Cariboo,IDFdk3,IDFdk3/06,80099,Pl,1.4
Cariboo,Cariboo,IDFdk3,IDFdk3/07,80100,Fd,1
Cariboo,Cariboo,IDFdk3,IDFdk3/07,80100,Pl,1.4
Cariboo,Cariboo,IDFdk3,IDFdk3/07,80100,Sxw,0.8
Cariboo,Cariboo,IDFdk3,IDFdk3/08,80101,Fd,1
Cariboo,Cariboo,IDFdk3,IDFdk3/08,80101,Pl,1.4
Cariboo,Cariboo,IDFdk3,IDFdk3/08,80101,Sxw,0.8
Cariboo,Cariboo,IDFdk3,IDFdk3/09,80102,Pl,1
Cariboo,Cariboo,IDFdk3,IDFdk3/09,80102,Sxw,0.6
Cariboo,Cariboo,IDFdk4,IDFdk4/01,80103,Fd,1
Cariboo,Cariboo,IDFdk4,IDFdk4/01,80103,Pl,1.4
Cariboo,Cariboo,IDFdk4,IDFdk4/01,80103,Sxw,0.8
Cariboo,Cariboo,IDFdk4,IDFdk4/02,80104,Fd,0.8
Cariboo,Cariboo,IDFdk4,IDFdk4/02,80104,Pl,1
Cariboo,Cariboo,IDFdk4,IDFdk4/03,80105,Fd,0.8
Cariboo,Cariboo,IDFdk4,IDFdk4/04,80106,Fd,0.8
Cariboo,Cariboo,IDFdk4,IDFdk4/04,80106,Pl,1
Cariboo,Cariboo,IDFdk4,IDFdk4/05,80107,Fd,1
Cariboo,Cariboo,IDFdk4,IDFdk4/05,80107,Pl,1.4
Cariboo,Cariboo,IDFdk4,IDFdk4/06,80108,Pl,1
Cariboo,Cariboo,IDFdk4,IDFdk4/06,80108,Sxw,0.6
Cariboo,Cariboo,IDFdk4,IDFdk4/07,80109,Fd,1
Cariboo,Cariboo,IDFdk4,IDFdk4/07,80109,Pl,1.4
Cariboo,Cariboo,IDFdk4,IDFdk4/08,80110,Pl,1
Cariboo,Cariboo,IDFdk4,IDFdk4/08,80110,Sxw,0.6
Cariboo,Cariboo,IDFdk4,IDFdk4/09,80111,Fd,1
Cariboo,Cariboo,IDFdk4,IDFdk4/09,80111,Pl,1.4
Cariboo,Cariboo,IDFdk4,IDFdk4/09,80111,Sxw,0.8
Cariboo,Cariboo,IDFdk4,IDFdk4/10,80112,Pl,1
Cariboo,Cariboo,IDFdk4,IDFdk4/10,80112,Sxw,0.6
Cariboo,Cariboo,IDFmw2,IDFmw2/01,80113,Fd,1
Cariboo,Cariboo,IDFmw2,IDFmw2/01,80113,Others,0.8
Cariboo,Cariboo,IDFmw2,IDFmw2/01,80113,Pl  Lw,1.6
Cariboo,Cariboo,IDFmw2,IDFmw2/02,80116,Fd,0.8
Cariboo,Cariboo,IDFmw2,IDFmw2/02,80116,Pl,1.2
Cariboo,Cariboo,IDFmw2,IDFmw2/02,80116,Py,0.6
Cariboo,Cariboo,IDFmw2,IDFmw2/03,80117,Fd,1
Cariboo,Cariboo,IDFmw2,IDFmw2/03,80117,Others,0.8
Cariboo,Cariboo,IDFmw2,IDFmw2/03,80117,Pl  Lw,1.6
Cariboo,Cariboo,IDFmw2,IDFmw2/04,80118,Fd,1
Cariboo,Cariboo,IDFmw2,IDFmw2/04,80118,Others,0.8
Cariboo,Cariboo,IDFmw2,IDFmw2/04,80118,Pl  Lw,1.6
Cariboo,Cariboo,IDFmw2,IDFmw2/05,80119,Others,0.6
Cariboo,Cariboo,IDFmw2,IDFmw2/05,80119,Pl,1.2
Cariboo,Cariboo,IDFxm,IDFxm/01b,80121,All,0.8
Cariboo,Cariboo,IDFxm,IDFxm/02,80122,Fd,0.6
Cariboo,Cariboo,IDFxm,IDFxm/03,80123,Fd,0.6
Cariboo,Cariboo,IDFxm,IDFxm/03,80123,Pl,0.8
Cariboo,Cariboo,IDFxm,IDFxm/04,80124,Fd,0.6
Cariboo,Cariboo,IDFxm,IDFxm/05,80125,Fd,0.8
Cariboo,Cariboo,IDFxm,IDFxm/06,80126,Fd,0.8
Cariboo,Cariboo,IDFxm,IDFxm/07,80127,Fd,0.8
Cariboo,Cariboo,IDFxm,IDFxm/08,80128,Pl  Fd  Sxw,0.8
Cariboo,Cariboo,IDFxm,IDFxm/09,80129,Pl,0.8
Cariboo,Cariboo,IDFxm,IDFxm/09,80129,Sxw,0.6
Cariboo,Cariboo,IDFxw,IDFxw/01,80130,Fd  Py,0.8
Cariboo,Cariboo,IDFxw,IDFxw/02,80131,Fd  Py,0.6
Cariboo,Cariboo,IDFxw,IDFxw/03,80132,Fd  Py,0.6
Cariboo,Cariboo,IDFxw,IDFxw/04,80133,Fd  Py,0.6
Cariboo,Cariboo,IDFxw,IDFxw/05,80134,Fd,0.8
Cariboo,Cariboo,IDFxw,IDFxw/06,80135,Fd  Sxw,0.6
Cariboo,Cariboo,IDFxw,IDFxw/07,80136,Fd  Sxw,0.6
Cariboo,Cariboo,MSdc2,MSdc2/01,80137,Others,0.8
Cariboo,Cariboo,MSdc2,MSdc2/01,80137,Pl,1
Cariboo,Cariboo,MSdc2,MSdc2/02,80138,Others,0.6
Cariboo,Cariboo,MSdc2,MSdc2/02,80138,Pl,0.8
Cariboo,Cariboo,MSdc2,MSdc2/03,80139,Others,0.6
Cariboo,Cariboo,MSdc2,MSdc2/03,80139,Pl,0.8
Cariboo,Cariboo,MSdc2,MSdc2/04,80140,Others,0.8
Cariboo,Cariboo,MSdc2,MSdc2/04,80140,Pl,1
Cariboo,Cariboo,MSdc2,MSdc2/05,80141,Others,0.8
Cariboo,Cariboo,MSdc2,MSdc2/05,80141,Pl,1
Cariboo,Cariboo,MSdc2,MSdc2/06,80142,Others,0.8
Cariboo,Cariboo,MSdc2,MSdc2/06,80142,Pl,1
Cariboo,Cariboo,MSdc2,MSdc2/07,80143,Others,0.8
Cariboo,Cariboo,MSdc2,MSdc2/07,80143,Pl,1
Cariboo,Cariboo,MSdc2,MSdc2/08,80144,Others,0.6
Cariboo,Cariboo,MSdc2,MSdc2/08,80144,Pl,0.8
Cariboo,Cariboo,MSdv,MSdv/01,80145,Others,0.8
Cariboo,Cariboo,MSdv,MSdv/01,80145,Pl,1
Cariboo,Cariboo,MSdv,MSdv/02,80146,Pl,0.8
Cariboo,Cariboo,MSdv,MSdv/03,801,Others,0.8
Cariboo,Cariboo,MSdv,MSdv/03,801,Pl,1
Cariboo,Cariboo,MSdv,MSdv/03,80147,Others,0.8
Cariboo,Cariboo,MSdv,MSdv/03,80147,Pl,1
Cariboo,Cariboo,MSdv,MSdv/04,80148,Others,0.8
Cariboo,Cariboo,MSdv,MSdv/04,80148,Pl,1
Cariboo,Cariboo,MSdv,MSdv/05,80149,Others,0.8
Cariboo,Cariboo,MSdv,MSdv/05,80149,Pl,1
Cariboo,Cariboo,MSdv,MSdv/06,80150,Others,0.8
Cariboo,Cariboo,MSdv,MSdv/06,80150,Pl,1
Cariboo,Cariboo,MSdv,MSdv/07,80151,Others,0.8
Cariboo,Cariboo,MSdv,MSdv/07,80151,Pl,1
Cariboo,Cariboo,MSdv,MSdv/08,80152,Others,0.6
Cariboo,Cariboo,MSdv,MSdv/08,80152,Pl,0.8
Cariboo,Cariboo,MSdv,MSdv/09,80153,Others,0.6
Cariboo,Cariboo,MSdv,MSdv/09,80153,Pl,0.8
Cariboo,Cariboo,MSxv,MSxv/01,80154,Others,0.8
Cariboo,Cariboo,MSxv,MSxv/01,80154,Pl,1
Cariboo,Cariboo,MSxv,MSxv/02,80155,Pl,0.8
Cariboo,Cariboo,MSxv,MSxv/03,80156,Pl,0.8
Cariboo,Cariboo,MSxv,MSxv/04,80157,Others,0.8
Cariboo,Cariboo,MSxv,MSxv/04,80157,Pl,1
Cariboo,Cariboo,MSxv,MSxv/05,80158,Others,0.8
Cariboo,Cariboo,MSxv,MSxv/05,80158,Pl,1
Cariboo,Cariboo,MSxv,MSxv/06,80159,Others,0.8
Cariboo,Cariboo,MSxv,MSxv/06,80159,Pl,1
Cariboo,Cariboo,MSxv,MSxv/07,80160,Others,0.6
Cariboo,Cariboo,MSxv,MSxv/07,80160,Pl,0.8
Cariboo,Cariboo,MSxv,MSxv/08,80161,Others,0.6
Cariboo,Cariboo,MSxv,MSxv/08,80161,Pl,0.8
Cariboo,Cariboo,MSxv,MSxv/09,80162,Others,0.6
Cariboo,Cariboo,MSxv,MSxv/09,80162,Pl,0.8
Cariboo,Cariboo,SBPSdc,SBPSdc/01,80163,Pl,1.4
Cariboo,Cariboo,SBPSdc,SBPSdc/01,80167,Others,0.6
Cariboo,Cariboo,SBPSdc,SBPSdc/01,80167,Pl,1
Cariboo,Cariboo,SBPSdc,SBPSdc/02,80164,Pl,1
Cariboo,Cariboo,SBPSdc,SBPSdc/03,80165,Others,0.8
Cariboo,Cariboo,SBPSdc,SBPSdc/03,80165,Pl,1.4
Cariboo,Cariboo,SBPSdc,SBPSdc/04,80166,Others,0.8
Cariboo,Cariboo,SBPSdc,SBPSdc/04,80166,Pl,1.4
Cariboo,Cariboo,SBPSdc,SBPSdc/05,80167,Others,0.6
Cariboo,Cariboo,SBPSdc,SBPSdc/05,80167,Pl,1
Cariboo,Cariboo,SBPSdc,SBPSdc/06,80168,Others,0.6
Cariboo,Cariboo,SBPSdc,SBPSdc/06,80168,Pl,1
Cariboo,Cariboo,SBPSdc,SBPSdc/07,80169,Others,0.6
Cariboo,Cariboo,SBPSdc,SBPSdc/07,80169,Pl,1
Cariboo,Cariboo,SBPSdc,SBPSdc/08,80170,Others,0.6
Cariboo,Cariboo,SBPSdc,SBPSdc/08,80170,Pl,1
