Region,ZoneSubzone,SS_NoSpace,Species,Suitability,PreferredAcceptable,Standard,FN1,FN2,FN3,FN4,FN5
Cariboo,SBPSmk,SBPSmk/07,Sx,1,P,80184,1,32,,,
Cariboo,SBPSmk,SBPSmk/07,Bl,2,A,80184,1,32,,,
Cariboo,SBPSmk,SBPSmk/07,Pl,2,A,80184,1,,,,
Cariboo,SBPSmk,SBPSmk/08,Sx,1,P,80185,1,32,,,
Cariboo,SBPSmk,SBPSmk/08,Pl,2,P,80185,1,,,,
Cariboo,SBPSmk,SBPSmk/08,Sb,3,A,80185,1,,,,
Cariboo,SBPSxc,SBPSxc/01,At,3,X,80186,901,,,,
Cariboo,SBPSxc,SBPSxc/01,Pl,1,P,80186,,,,,
Cariboo,SBPSxc,SBPSxc/01,Fd,3,A,80186,203,,,,
Cariboo,SBPSxc,SBPSxc/02a,At,3,X,80187,901,,,,
Cariboo,SBPSxc,SBPSxc/02a,Fd,1,P,80187,9,11,18,28,
Cariboo,SBPSxc,SBPSxc/02a,Pl,1,P,80187,,,,,
Cariboo,SBPSxc,SBPSxc/02b,At,3,X,80188,901,,,,
Cariboo,SBPSxc,SBPSxc/02b,Pl,1,P,80188,,,,,
Cariboo,SBPSxc,SBPSxc/02c,At,3,X,80189,901,,,,
Cariboo,SBPSxc,SBPSxc/02c,Fd,1,P,80189,9,11,18,28,
Cariboo,SBPSxc,SBPSxc/02c,Pl,1,P,80189,,,,,
Cariboo,SBPSxc,SBPSxc/03,At,3,X,80190,901,,,,
Cariboo,SBPSxc,SBPSxc/03,Pl,1,P,80190,,,,,
Cariboo,SBPSxc,SBPSxc/03,Sw,1,P,80190,32,,,,
Cariboo,SBPSxc,SBPSxc/04,At,3,X,80191,901,,,,
Cariboo,SBPSxc,SBPSxc/04,Pl,1,P,80191,,,,,
Cariboo,SBPSxc,SBPSxc/04,Sw,1,P,80191,32,,,,
Cariboo,SBPSxc,SBPSxc/05,Act,3,X,80192,901,,,,
Cariboo,SBPSxc,SBPSxc/05,At,3,X,80192,901,,,,
Cariboo,SBPSxc,SBPSxc/05,Pl,1,P,80192,1,,,,
Cariboo,SBPSxc,SBPSxc/05,Sw,1,P,80192,1,32,,,
Cariboo,SBPSxc,SBPSxc/06,Act,3,X,80193,901,,,,
Cariboo,SBPSxc,SBPSxc/06,At,3,X,80193,901,,,,
Cariboo,SBPSxc,SBPSxc/06,Pl,1,P,80193,,,,,
Cariboo,SBPSxc,SBPSxc/06,Sw,1,P,80193,32,,,,
Cariboo,SBSdw1,SBSdw1/01,At,3,X,80194,901,,,,
Cariboo,SBSdw1,SBSdw1/01,Ep,3,X,80194,901,,,,
Cariboo,SBSdw1,SBSdw1/01,Fd,1,P,80194,,,,,
Cariboo,SBSdw1,SBSdw1/01,Pl,1,P,80194,,,,,
Cariboo,SBSdw1,SBSdw1/01,Sx,1,P,80194,28,,,,
Cariboo,SBSdw1,SBSdw1/01,Bl,3,A,80194,28,53,,,
Cariboo,SBSdw1,SBSdw1/01,Lw,3,,80194,,,,,
Cariboo,SBSdw1,SBSdw1/02,At,3,X,80195,901,,,,
Cariboo,SBSdw1,SBSdw1/02,Fd,1,P,80195,28,,,,
Cariboo,SBSdw1,SBSdw1/02,Pl,1,P,80195,,,,,
Cariboo,SBSdw1,SBSdw1/03,At,3,X,80196,901,,,,
Cariboo,SBSdw1,SBSdw1/03,Fd,1,P,80196,27,,,,
Cariboo,SBSdw1,SBSdw1/03,Pl,1,P,80196,,,,,
Cariboo,SBSdw1,SBSdw1/04,At,3,X,80197,901,,,,
Cariboo,SBSdw1,SBSdw1/04,Ep,3,X,80197,901,,,,
Cariboo,SBSdw1,SBSdw1/04,Fd,1,P,80197,32,,,,
Cariboo,SBSdw1,SBSdw1/04,Pl,1,P,80197,,,,,
Cariboo,SBSdw1,SBSdw1/04,Sx,1,P,80197,28,,,,
Cariboo,SBSdw1,SBSdw1/05,At,3,X,80198,901,,,,
Cariboo,SBSdw1,SBSdw1/05,Ep,3,X,80198,901,,,,
Cariboo,SBSdw1,SBSdw1/05,Fd,1,P,80198,,,,,
Cariboo,SBSdw1,SBSdw1/05,Pl,1,P,80198,,,,,
Cariboo,SBSdw1,SBSdw1/05,Sx,1,P,80198,,,,,
Cariboo,SBSdw1,SBSdw1/05,Lw,3,,80198,,,,,
Cariboo,SBSdw1,SBSdw1/06,Act,3,X,80199,901,,,,
Cariboo,SBSdw1,SBSdw1/06,At,3,X,80199,901,,,,
Cariboo,SBSdw1,SBSdw1/06,Ep,3,X,80199,901,,,,
Cariboo,SBSdw1,SBSdw1/06,Fd,1,P,80199,,,,,
Cariboo,SBSdw1,SBSdw1/06,Pl,1,P,80199,,,,,
Cariboo,SBSdw1,SBSdw1/06,Sx,1,P,80199,,,,,
Cariboo,SBSdw1,SBSdw1/06,Bl,2,A,80199,,,,,
Cariboo,SBSdw1,SBSdw1/06,Lw,3,,80199,,,,,
Cariboo,SBSdw1,SBSdw1/07,Act,3,X,80200,901,,,,
Cariboo,SBSdw1,SBSdw1/07,At,3,X,80200,901,,,,
Cariboo,SBSdw1,SBSdw1/07,Ep,3,X,80200,901,,,,
Cariboo,SBSdw1,SBSdw1/07,Fd,1,P,80200,1,32,,,
Cariboo,SBSdw1,SBSdw1/07,Pl,1,P,80200,,,,,
Cariboo,SBSdw1,SBSdw1/07,Sx,1,P,80200,,,,,
Cariboo,SBSdw1,SBSdw1/07,Bl,2,A,80200,,,,,
Cariboo,SBSdw1,SBSdw1/08,Act,3,X,80201,901,,,,
Cariboo,SBSdw1,SBSdw1/08,At,3,X,80201,901,,,,
Cariboo,SBSdw1,SBSdw1/08,Ep,3,X,80201,901,,,,
Cariboo,SBSdw1,SBSdw1/08,Fd,1,P,80201,1,32,,,
Cariboo,SBSdw1,SBSdw1/08,Pl,1,P,80201,,,,,
Cariboo,SBSdw1,SBSdw1/08,Sx,1,P,80201,,,,,
Cariboo,SBSdw1,SBSdw1/08,Bl,2,A,80201,32,,,,
Cariboo,SBSdw1,SBSdw1/09,Act,3,X,80202,901,,,,
Cariboo,SBSdw1,SBSdw1/09,Sx,1,P,80202,1,32,,,
Cariboo,SBSdw1,SBSdw1/09,Bl,2,A,80202,1,32,,,
Cariboo,SBSdw1,SBSdw1/09,Pl,2,A,80202,1,,,,
Cariboo,SBSdw2,SBSdw2/01,At,3,X,80203,901,,,,
Cariboo,SBSdw2,SBSdw2/01,Ep,3,X,80203,901,,,,
Cariboo,SBSdw2,SBSdw2/01,Fd,1,P,80203,32,,,,
Cariboo,SBSdw2,SBSdw2/01,Pl,1,P,80203,,,,,
Cariboo,SBSdw2,SBSdw2/01,Sx,1,P,80203,,,,,
Cariboo,SBSdw2,SBSdw2/01,Lw,3,,80203,,,,,
Cariboo,SBSdw2,SBSdw2/02,Fd,1,P,80204,28,,,,
Cariboo,SBSdw2,SBSdw2/02,Pl,1,P,80204,,,,,
Cariboo,SBSdw2,SBSdw2/03,At,3,X,80205,901,,,,
Cariboo,SBSdw2,SBSdw2/03,Fd,1,P,80205,28,32,,,
Cariboo,SBSdw2,SBSdw2/03,Pl,1,P,80205,,,,,
Cariboo,SBSdw2,SBSdw2/04,At,3,X,80206,901,,,,
Cariboo,SBSdw2,SBSdw2/04,Fd,1,P,80206,27,,,,
Cariboo,SBSdw2,SBSdw2/04,Pl,1,P,80206,,,,,
Cariboo,SBSdw2,SBSdw2/05,At,2,X,80207,900,,,,
Cariboo,SBSdw2,SBSdw2/05,Ep,3,X,80207,28,901,,,
Cariboo,SBSdw2,SBSdw2/05,Fd,1,P,80207,,,,,
Cariboo,SBSdw2,SBSdw2/05,Pl,1,P,80207,,,,,
Cariboo,SBSdw2,SBSdw2/05,Sx,1,P,80207,,,,,
Cariboo,SBSdw2,SBSdw2/06,At,3,X,80208,901,,,,
Cariboo,SBSdw2,SBSdw2/06,Ep,3,X,80208,901,,,,
Cariboo,SBSdw2,SBSdw2/06,Fd,1,P,80208,32,,,,
Cariboo,SBSdw2,SBSdw2/06,Pl,1,P,80208,,,,,
Cariboo,SBSdw2,SBSdw2/06,Sx,1,P,80208,28,,,,
Cariboo,SBSdw2,SBSdw2/06,Lw,3,,80208,,,,,
Cariboo,SBSdw2,SBSdw2/07,At,3,X,80209,901,,,,
Cariboo,SBSdw2,SBSdw2/07,Pl,1,P,80209,,,,,
Cariboo,SBSdw2,SBSdw2/07,Sx,1,P,80209,,,,,
Cariboo,SBSdw2,SBSdw2/07,Sb,3,A,80209,,,,,
Cariboo,SBSdw2,SBSdw2/08,Act,3,X,80210,901,,,,
Cariboo,SBSdw2,SBSdw2/08,At,3,X,80210,901,,,,
Cariboo,SBSdw2,SBSdw2/08,Ep,3,X,80210,901,,,,
Cariboo,SBSdw2,SBSdw2/08,Fd,1,P,80210,1,32,,,
Cariboo,SBSdw2,SBSdw2/08,Pl,1,P,80210,,,,,
Cariboo,SBSdw2,SBSdw2/08,Sx,1,P,80210,,,,,
Cariboo,SBSdw2,SBSdw2/08,Bl,2,A,80210,,,,,
Cariboo,SBSdw2,SBSdw2/08,Lw,3,,80210,,,,,
Cariboo,SBSdw2,SBSdw2/09,Act,3,X,80211,901,,,,
Cariboo,SBSdw2,SBSdw2/09,At,3,X,80211,901,,,,
Cariboo,SBSdw2,SBSdw2/09,Ep,3,X,80211,901,,,,
Cariboo,SBSdw2,SBSdw2/09,Fd,1,P,80211,,,,,
Cariboo,SBSdw2,SBSdw2/09,Pl,1,P,80211,,,,,
Cariboo,SBSdw2,SBSdw2/09,Sx,1,P,80211,,,,,
Cariboo,SBSdw2,SBSdw2/09,Bl,2,A,80211,,,,,
Cariboo,SBSdw2,SBSdw2/10,Act,3,X,80212,901,,,,
Cariboo,SBSdw2,SBSdw2/10,Sx,1,P,80212,1,32,,,
Cariboo,SBSdw2,SBSdw2/10,Bl,2,A,80212,1,32,,,
Cariboo,SBSdw2,SBSdw2/10,Pl,2,A,80212,1,,,,
Cariboo,SBSdw2,SBSdw2/11,Sx,1,P,80213,1,32,,,
Cariboo,SBSdw2,SBSdw2/11,Pl,2,P,80213,1,,,,
Cariboo,SBSdw2,SBSdw2/11,Sb,3,A,80213,1,,,,
Cariboo,SBSmc1,SBSmc1/01,Act,3,X,80214,901,,,,
Cariboo,SBSmc1,SBSmc1/01,Fd,1,P,80214,15,32,,,
Cariboo,SBSmc1,SBSmc1/01,Pl,1,P,80214,,,,,
Cariboo,SBSmc1,SBSmc1/01,Sx,1,P,80214,28,,,,
Cariboo,SBSmc1,SBSmc1/01,Bl,2,A,80214,28,,,,
Cariboo,SBSmc1,SBSmc1/02,Pl,1,P,80215,,,,,
Cariboo,SBSmc1,SBSmc1/02,Bl,3,A,80215,28,,,,
Cariboo,SBSmc1,SBSmc1/02,Sx,3,A,80215,28,,,,
Cariboo,SBSmc1,SBSmc1/03,At,3,X,80216,901,,,,
Cariboo,SBSmc1,SBSmc1/03,Fd,1,P,80216,,,,,
Cariboo,SBSmc1,SBSmc1/03,Pl,1,P,80216,,,,,
Cariboo,SBSmc1,SBSmc1/04,Pl,1,P,80217,,,,,
Cariboo,SBSmc1,SBSmc1/04,Sx,1,P,80217,32,,,,
Cariboo,SBSmc1,SBSmc1/04,Bl,2,A,80217,32,,,,
Cariboo,SBSmc1,SBSmc1/05,Pl,1,P,80218,,,,,
Cariboo,SBSmc1,SBSmc1/05,Sx,1,P,80218,32,,,,
Cariboo,SBSmc1,SBSmc1/05,Bl,2,A,80218,32,,,,
Cariboo,SBSmc1,SBSmc1/06,Act,3,X,80219,901,,,,
Cariboo,SBSmc1,SBSmc1/06,Fd,1,P,80219,15,32,,,
Cariboo,SBSmc1,SBSmc1/06,Pl,1,P,80219,,,,,
Cariboo,SBSmc1,SBSmc1/06,Sx,1,P,80219,,,,,
Cariboo,SBSmc1,SBSmc1/06,Bl,2,A,80219,,,,,
Cariboo,SBSmc1,SBSmc1/07,Act,3,X,80220,901,,,,
Cariboo,SBSmc1,SBSmc1/07,Fd,1,P,80220,15,32,,,
Cariboo,SBSmc1,SBSmc1/07,Pl,1,P,80220,,,,,
Cariboo,SBSmc1,SBSmc1/07,Sx,1,P,80220,,,,,
Cariboo,SBSmc1,SBSmc1/07,Bl,2,A,80220,,,,,
Cariboo,SBSmc1,SBSmc1/08,Act,3,X,80221,901,,,,
Cariboo,SBSmc1,SBSmc1/08,Sx,1,P,80221,1,32,,,
Cariboo,SBSmc1,SBSmc1/08,Bl,2,A,80221,1,32,,,
Cariboo,SBSmc1,SBSmc1/08,Pl,2,A,80221,1,,,,
Cariboo,SBSmc1,SBSmc1/08,At,3,X,80222,901,,,,
Cariboo,SBSmc2,SBSmc2/01,Pl,1,P,80222,,,,,
Cariboo,SBSmc2,SBSmc2/01,Sx,1,P,80222,,,,,
Cariboo,SBSmc2,SBSmc2/01,Bl,2,A,80222,,,,,
Cariboo,SBSmc2,SBSmc2/01,Lw,3,,80222,,,,,
Cariboo,SBSmc2,SBSmc2/02,Pl,1,P,80223,,,,,
Cariboo,SBSmc2,SBSmc2/02,Bl,3,A,80223,28,,,,
Cariboo,SBSmc2,SBSmc2/02,Sx,3,A,80223,28,,,,
Cariboo,SBSmc2,SBSmc2/03,At,3,X,80224,901,,,,
Cariboo,SBSmc2,SBSmc2/03,Pl,1,P,80224,,,,,
Cariboo,SBSmc2,SBSmc2/03,Bl,2,A,80224,29,,,,
Cariboo,SBSmc2,SBSmc2/03,Sb,2,A,80224,,,,,
Cariboo,SBSmc2,SBSmc2/03,Sx,2,P,80224,32,,,,
Cariboo,SBSmc2,SBSmc2/04,Pl,1,P,80225,,,,,
Cariboo,SBSmc2,SBSmc2/04,Sx,1,P,80225,,,,,
Cariboo,SBSmc2,SBSmc2/04,Bl,2,A,80225,,,,,
Cariboo,SBSmc2,SBSmc2/04,Lw,3,,80225,,,,,
Cariboo,SBSmc2,SBSmc2/05,Act,3,X,80226,901,,,,
Cariboo,SBSmc2,SBSmc2/05,At,3,X,80226,901,,,,
Cariboo,SBSmc2,SBSmc2/05,Pl,1,P,80226,,,,,
Cariboo,SBSmc2,SBSmc2/05,Sx,1,P,80226,,,,,
Cariboo,SBSmc2,SBSmc2/05,Bl,2,A,80226,29,,,,
Cariboo,SBSmc2,SBSmc2/06,Act,3,X,80227,901,,,,
Cariboo,SBSmc2,SBSmc2/06,Pl,1,P,80227,,,,,
Cariboo,SBSmc2,SBSmc2/06,Sx,1,P,80227,,,,,
Cariboo,SBSmc2,SBSmc2/06,Bl,2,A,80227,,,,,
Cariboo,SBSmc2,SBSmc2/06,Lw,3,,80227,,,,,
Cariboo,SBSmc2,SBSmc2/07,At,3,X,80228,901,,,,
Cariboo,SBSmc2,SBSmc2/07,Pl,1,P,80228,,,,,
Cariboo,SBSmc2,SBSmc2/07,Sb,1,A,80228,,,,,
Cariboo,SBSmc2,SBSmc2/07,Sx,1,P,80228,32,,,,
Cariboo,SBSmc2,SBSmc2/07,Bl,3,X,80228,53,,,,
Cariboo,SBSmc2,SBSmc2/08,Act,3,X,80229,901,,,,
Cariboo,SBSmc2,SBSmc2/08,Sx,1,P,80229,,,,,
Cariboo,SBSmc2,SBSmc2/08,Bl,2,A,80229,,,,,
Cariboo,SBSmc2,SBSmc2/08,Pl,2,P,80229,,,,,
Cariboo,SBSmc2,SBSmc2/09,Act,3,X,80230,901,,,,
Cariboo,SBSmc2,SBSmc2/09,At,3,X,80230,901,,,,
Cariboo,SBSmc2,SBSmc2/09,Sx,1,P,80230,,,,,
Cariboo,SBSmc2,SBSmc2/09,Bl,2,A,80230,29,,,,
Cariboo,SBSmc2,SBSmc2/09,Pl,2,P,80230,,,,,
Cariboo,SBSmc2,SBSmc2/10,Act,3,X,80231,901,,,,
Cariboo,SBSmc2,SBSmc2/10,At,3,X,80231,901,,,,
Cariboo,SBSmc2,SBSmc2/10,Sx,1,P,80231,1,32,,,
Cariboo,SBSmc2,SBSmc2/10,Bl,2,A,80231,1,29,32,,
Cariboo,SBSmc2,SBSmc2/10,Pl,2,P,80231,1,,,,
Cariboo,SBSmc2,SBSmc2/11,Act,3,X,80232,901,,,,
Cariboo,SBSmc2,SBSmc2/11,Sx,1,P,80232,1,32,,,
Cariboo,SBSmc2,SBSmc2/11,Bl,2,A,80232,1,32,,,
Cariboo,SBSmc2,SBSmc2/11,Pl,2,A,80232,1,,,,
Cariboo,SBSmc2,SBSmc2/12,Pl,1,P,80233,1,,,,
Cariboo,SBSmc2,SBSmc2/12,Sb,1,A,80233,1,,,,
Cariboo,SBSmc2,SBSmc2/12,Sx,1,P,80233,1,32,,,
Cariboo,SBSmh,SBSmh/01,Act,3,X,80234,901,,,,
Cariboo,SBSmh,SBSmh/01,At,3,X,80234,901,,,,
Cariboo,SBSmh,SBSmh/01,Ep,3,X,80234,901,,,,
Cariboo,SBSmh,SBSmh/01,Fd,1,P,80234,,,,,
Cariboo,SBSmh,SBSmh/01,Sx,1,P,80234,,,,,
Cariboo,SBSmh,SBSmh/01,Bl,2,A,80234,15,,,,
Cariboo,SBSmh,SBSmh/01,Lw,3,,80234,,,,,
Cariboo,SBSmh,SBSmh/02,At,3,X,80235,901,,,,
Cariboo,SBSmh,SBSmh/02,Ep,3,X,80235,901,,,,
Cariboo,SBSmh,SBSmh/02,Fd,1,P,80235,28,,,,
Cariboo,SBSmh,SBSmh/02,Pl,1,P,80235,,,,,
Cariboo,SBSmh,SBSmh/03,At,3,X,80236,901,,,,
Cariboo,SBSmh,SBSmh/03,Ep,3,X,80236,901,,,,
Cariboo,SBSmh,SBSmh/03,Fd,1,P,80236,,,,,
Cariboo,SBSmh,SBSmh/03,Pl,1,P,80236,,,,,
Cariboo,SBSmh,SBSmh/03,Sx,1,P,80236,28,,,,
Cariboo,SBSmh,SBSmh/03,Bl,2,A,80236,15,,,,
Cariboo,SBSmh,SBSmh/04,At,3,X,80237,901,,,,
Cariboo,SBSmh,SBSmh/04,Ep,3,X,80237,901,,,,
Cariboo,SBSmh,SBSmh/04,Fd,1,P,80237,28,,,,
Cariboo,SBSmh,SBSmh/04,Bl,3,A,80237,15,28,,,
Cariboo,SBSmh,SBSmh/04,Sx,3,A,80237,28,,,,
Cariboo,SBSmh,SBSmh/05,Act,3,X,80238,901,,,,
Cariboo,SBSmh,SBSmh/05,At,3,X,80238,901,,,,
Cariboo,SBSmh,SBSmh/05,Ep,3,X,80238,901,,,,
Cariboo,SBSmh,SBSmh/05,Fd,1,P,80238,32,,,,
Cariboo,SBSmh,SBSmh/05,Sx,1,P,80238,,,,,
Cariboo,SBSmh,SBSmh/05,Bl,2,A,80238,15,,,,
Cariboo,SBSmh,SBSmh/05,Lw,3,,80238,,,,,
Cariboo,SBSmh,SBSmh/06,Act,3,X,80239,901,,,,
Cariboo,SBSmh,SBSmh/06,At,3,X,80239,901,,,,
Cariboo,SBSmh,SBSmh/06,Ep,3,X,80239,901,,,,
Cariboo,SBSmh,SBSmh/06,Fd,1,P,80239,32,,,,
Cariboo,SBSmh,SBSmh/06,Pl,1,P,80239,,,,,
Cariboo,SBSmh,SBSmh/06,Sx,1,P,80239,,,,,
Cariboo,SBSmh,SBSmh/06,Bl,2,A,80239,15,,,,
Cariboo,SBSmh,SBSmh/06,Lw,3,,80239,,,,,
Cariboo,SBSmh,SBSmh/07,Act,3,X,80240,901,,,,
Cariboo,SBSmh,SBSmh/07,At,3,X,80240,901,,,,
Cariboo,SBSmh,SBSmh/07,Ep,3,X,80240,901,,,,
Cariboo,SBSmh,SBSmh/07,Fd,1,P,80240,,,,,
Cariboo,SBSmh,SBSmh/07,Sx,1,P,80240,,,,,
Cariboo,SBSmh,SBSmh/07,Bl,2,A,80240,,,,,
Cariboo,SBSmh,SBSmh/08,Act,3,X,80241,901,,,,
Cariboo,SBSmh,SBSmh/08,At,3,X,80241,901,,,,
Cariboo,SBSmh,SBSmh/08,Ep,3,X,80241,901,,,,
Cariboo,SBSmh,SBSmh/08,Fd,1,P,80241,,,,,
Cariboo,SBSmh,SBSmh/08,Sx,1,P,80241,,,,,
Cariboo,SBSmh,SBSmh/08,Bl,2,A,80241,15,,,,
Cariboo,SBSmh,SBSmh/09,Act,3,X,80242,901,,,,
Cariboo,SBSmh,SBSmh/09,Sx,1,P,80242,1,32,,,
Cariboo,SBSmh,SBSmh/09,Bl,2,A,80242,1,,,,
Cariboo,SBSmm,SBSmm/01,Act,3,X,80243,901,,,,
Cariboo,SBSmm,SBSmm/01,At,3,X,80243,901,,,,
Cariboo,SBSmm,SBSmm/01,Pl,1,P,80243,,,,,
Cariboo,SBSmm,SBSmm/01,Sx,1,P,80243,,,,,
Cariboo,SBSmm,SBSmm/01,Bl,2,A,80243,10,13,,,
Cariboo,SBSmm,SBSmm/01,Fd,2,P,80243,9,14,32,,
Cariboo,SBSmm,SBSmm/01,Lw,3,,80243,,,,,
Cariboo,SBSmm,SBSmm/02,At,3,X,80244,901,,,,
Cariboo,SBSmm,SBSmm/02,Pl,1,P,80244,,,,,
Cariboo,SBSmm,SBSmm/02,Fd,2,P,80244,9,13,32,,
Cariboo,SBSmm,SBSmm/02,Bl,3,A,80244,10,13,,,
Cariboo,SBSmm,SBSmm/02,Sx,3,A,80244,10,13,,,
Cariboo,SBSmm,SBSmm/03,Fd,1,P,80245,9,14,32,,
Cariboo,SBSmm,SBSmm/03,Pl,1,P,80245,,,,,
Cariboo,SBSmm,SBSmm/03,Bl,3,A,80245,10,13,,,
Cariboo,SBSmm,SBSmm/03,Sx,3,A,80245,10,13,,,
Cariboo,SBSmm,SBSmm/04,At,3,X,80246,901,,,,
Cariboo,SBSmm,SBSmm/04,Pl,1,P,80246,,,,,
Cariboo,SBSmm,SBSmm/04,Fd,2,P,80246,9,14,32,,
Cariboo,SBSmm,SBSmm/04,Bl,3,A,80246,10,13,,,
Cariboo,SBSmm,SBSmm/04,Sx,3,A,80246,10,13,,,
Cariboo,SBSmm,SBSmm/05,At,3,X,80247,901,,,,
Cariboo,SBSmm,SBSmm/05,Pl,1,P,80247,,,,,
Cariboo,SBSmm,SBSmm/05,Bl,2,A,80247,10,13,,,
Cariboo,SBSmm,SBSmm/05,Fd,2,P,80247,9,14,32,,
Cariboo,SBSmm,SBSmm/05,Sx,2,P,80247,,,,,
Cariboo,SBSmm,SBSmm/05,Lw,3,,80247,,,,,
Cariboo,SBSmm,SBSmm/06,At,3,X,80248,901,,,,
Cariboo,SBSmm,SBSmm/06,Pl,1,P,80248,,,,,
Cariboo,SBSmm,SBSmm/06,Sx,1,P,80248,,,,,
Cariboo,SBSmm,SBSmm/06,Bl,2,A,80248,10,13,,,
Cariboo,SBSmm,SBSmm/06,Fd,2,A,80248,9,14,32,,
Cariboo,SBSmm,SBSmm/06,Lw,3,,80248,,,,,
Cariboo,SBSmm,SBSmm/07,Act,3,X,80249,901,,,,
Cariboo,SBSmm,SBSmm/07,At,3,X,80249,901,,,,
Cariboo,SBSmm,SBSmm/07,Pl,1,P,80249,,,,,
Cariboo,SBSmm,SBSmm/07,Sx,1,P,80249,,,,,
Cariboo,SBSmm,SBSmm/07,Bl,2,A,80249,,,,,
Cariboo,SBSmm,SBSmm/07,Fd,2,P,80249,9,14,32,,
Cariboo,SBSmm,SBSmm/07,Cw,3,A,80249,32,,,,
Cariboo,SBSmm,SBSmm/08,Act,3,X,80250,901,,,,
Cariboo,SBSmm,SBSmm/08,At,3,X,80250,901,,,,
Cariboo,SBSmm,SBSmm/08,Ep,3,X,80250,901,,,,
Cariboo,SBSmm,SBSmm/08,Pl,1,A,80250,1,,,,
Cariboo,SBSmm,SBSmm/08,Sx,1,P,80250,1,,,,
Cariboo,SBSmm,SBSmm/08,Bl,2,A,80250,1,,,,
Cariboo,SBSmw,SBSmw/01,Act,3,X,80251,901,,,,
Cariboo,SBSmw,SBSmw/01,At,3,X,80251,901,,,,
Cariboo,SBSmw,SBSmw/01,Ep,3,X,80251,901,,,,
Cariboo,SBSmw,SBSmw/01,Fd,1,P,80251,,,,,
Cariboo,SBSmw,SBSmw/01,Pl,1,P,80251,,,,,
Cariboo,SBSmw,SBSmw/01,Sx,1,P,80251,,,,,
Cariboo,SBSmw,SBSmw/01,Bl,2,A,80251,,,,,
Cariboo,SBSmw,SBSmw/01,Lw,3,,80251,,,,,
Cariboo,SBSmw,SBSmw/02,At,3,X,80252,901,,,,
Cariboo,SBSmw,SBSmw/02,Ep,3,X,80252,901,,,,
Cariboo,SBSmw,SBSmw/02,Fd,1,P,80252,,,,,
Cariboo,SBSmw,SBSmw/02,Pl,1,P,80252,,,,,
Cariboo,SBSmw,SBSmw/02,Bl,3,A,80252,28,,,,
Cariboo,SBSmw,SBSmw/02,Sx,3,A,80252,28,,,,
Cariboo,SBSmw,SBSmw/03,At,3,X,80253,901,,,,
Cariboo,SBSmw,SBSmw/03,Fd,1,P,80253,32,,,,
Cariboo,SBSmw,SBSmw/03,Pl,1,P,80253,,,,,
Cariboo,SBSmw,SBSmw/03,Bl,3,X,80253,32,,,,
Cariboo,SBSmw,SBSmw/03,Sx,3,A,80253,32,,,,
Cariboo,SBSmw,SBSmw/04,At,2,X,80254,900,,,,
Cariboo,SBSmw,SBSmw/04,Ep,2,X,80254,900,,,,
Cariboo,SBSmw,SBSmw/04,Fd,1,P,80254,,,,,
Cariboo,SBSmw,SBSmw/04,Pl,1,P,80254,,,,,
Cariboo,SBSmw,SBSmw/04,Sx,1,P,80254,28,,,,
Cariboo,SBSmw,SBSmw/04,Bl,2,A,80254,28,,,,
Cariboo,SBSmw,SBSmw/04,Lw,3,,80254,,,,,
Cariboo,SBSmw,SBSmw/05,Act,3,X,80255,901,,,,
Cariboo,SBSmw,SBSmw/05,At,3,X,80255,901,,,,
Cariboo,SBSmw,SBSmw/05,Pl,1,P,80255,,,,,
Cariboo,SBSmw,SBSmw/05,Sx,1,P,80255,32,,,,
Cariboo,SBSmw,SBSmw/05,Bl,2,A,80255,32,,,,
Cariboo,SBSmw,SBSmw/06,Act,3,X,80256,901,,,,
Cariboo,SBSmw,SBSmw/06,At,3,X,80256,901,,,,
Cariboo,SBSmw,SBSmw/06,Ep,3,X,80256,901,,,,
Cariboo,SBSmw,SBSmw/06,Fd,1,P,80256,,,,,
Cariboo,SBSmw,SBSmw/06,Pl,1,P,80256,,,,,
Cariboo,SBSmw,SBSmw/06,Sx,1,P,80256,,,,,
Cariboo,SBSmw,SBSmw/06,Bl,2,A,80256,,,,,
Cariboo,SBSmw,SBSmw/06,Lw,3,,80256,,,,,
Cariboo,SBSmw,SBSmw/07,Act,3,X,80257,901,,,,
Cariboo,SBSmw,SBSmw/07,At,3,X,80257,901,,,,
Cariboo,SBSmw,SBSmw/07,Sx,1,P,80257,32,,,,
Cariboo,SBSmw,SBSmw/07,Bl,2,A,80257,32,,,,
Cariboo,SBSmw,SBSmw/07,Pl,2,P,80257,,,,,
Cariboo,SBSmw,SBSmw/08,Act,3,X,80258,901,,,,
Cariboo,SBSmw,SBSmw/08,At,3,X,80258,901,,,,
Cariboo,SBSmw,SBSmw/08,Ep,3,X,80258,901,,,,
Cariboo,SBSmw,SBSmw/08,Fd,1,P,80258,32,,,,
Cariboo,SBSmw,SBSmw/08,Sx,1,P,80258,,,,,
Cariboo,SBSmw,SBSmw/08,Bl,2,A,80258,,,,,
Cariboo,SBSmw,SBSmw/08,Pl,2,A,80258,,,,,
Cariboo,SBSmw,SBSmw/09,Act,3,X,80259,901,,,,
Cariboo,SBSmw,SBSmw/09,Sx,1,P,80259,1,32,,,
Cariboo,SBSmw,SBSmw/09,Bl,2,A,80259,1,32,,,
Cariboo,SBSmw,SBSmw/09,Pl,2,A,80259,1,,,,
Cariboo,SBSmw,SBSmw/10,Pl,1,P,80260,1,,,,
Cariboo,SBSmw,SBSmw/10,Sx,1,P,80260,1,32,,,
