ID1,SiteNo,Spp,FuturePeriod,SS_NoSpace,Curr,NewSuit,1,2,3,X
IDFdk3_1,4812311,Lw,2055,IDFxm/02,4,4,0.01,0.07,0.04,0.87
IDFdk3_1,4812311,Lw,2085,IDFxm/02,4,4,0.01,0.03,0.02,0.94
IDFdk3_1,4812311,Mb,2085,IDFxm/02,4,4,0,0,0.03,0.97
IDFdk3_1,4812311,Pl,2055,IDFxm/02,4,4,0.1,0.14,0.1,0.66
IDFdk3_1,4812311,Pl,2085,IDFxm/02,4,4,0.04,0.08,0.04,0.84
IDFdk3_1,4812311,Pw,2055,IDFxm/02,4,4,0,0.1,0.1,0.8
IDFdk3_1,4812311,Pw,2085,IDFxm/02,4,4,0,0.04,0.03,0.93
IDFdk3_1,4812311,Py,2000,IDFxm/02,4,1,1,0,0,0
IDFdk3_1,4812311,Py,2025,IDFxm/02,4,2,0.86,0,0,0.14
IDFdk3_1,4812311,Py,2055,IDFxm/02,4,3,0.44,0.23,0.01,0.31
IDFdk3_1,4812311,Py,2085,IDFxm/02,4,3,0.3,0.12,0.01,0.58
IDFdk3_1,4812311,Qg,2085,IDFxm/02,4,4,0,0,0.03,0.97
IDFdk3_1,4812311,Ra,2085,IDFxm/02,4,4,0,0,0.03,0.97
IDFdk3_1,4812311,Sx,2055,IDFxm/02,4,4,0,0,0.1,0.9
IDFdk3_1,4812311,Sx,2085,IDFxm/02,4,4,0,0,0.04,0.96
IDFdk3_1,4812311,X,2055,IDFxm/02,4,4,0.03,0,0,0.97
IDFdk3_1,4812311,X,2085,IDFxm/02,4,4,0.34,0,0,0.66
IDFdk3_1,4812311,At,2000,IDFxm/03,4,4,0,0,0.06,0.94
IDFdk3_1,4812311,At,2025,IDFxm/03,4,4,0,0.02,0.1,0.89
IDFdk3_1,4812311,At,2055,IDFxm/03,4,4,0,0.05,0.35,0.6
IDFdk3_1,4812311,At,2085,IDFxm/03,4,4,0,0.03,0.16,0.81
IDFdk3_1,4812311,Bg,2055,IDFxm/03,4,4,0,0.01,0.06,0.93
IDFdk3_1,4812311,Bg,2085,IDFxm/03,4,4,0,0.01,0.06,0.93
IDFdk3_1,4812311,Bl,2055,IDFxm/03,4,4,0,0,0,1
IDFdk3_1,4812311,Bl,2085,IDFxm/03,4,4,0,0,0,1
IDFdk3_1,4812311,Cw,2025,IDFxm/03,4,4,0,0.02,0,0.98
IDFdk3_1,4812311,Cw,2055,IDFxm/03,4,4,0,0.07,0.1,0.83
IDFdk3_1,4812311,Cw,2085,IDFxm/03,4,4,0,0.04,0.09,0.87
IDFdk3_1,4812311,Dr,2085,IDFxm/03,4,4,0,0.01,0.05,0.94
IDFdk3_1,4812311,Ep,2025,IDFxm/03,4,4,0,0.02,0.06,0.93
IDFdk3_1,4812311,Ep,2055,IDFxm/03,4,4,0,0.07,0.27,0.66
IDFdk3_1,4812311,Ep,2085,IDFxm/03,4,4,0,0.03,0.14,0.83
IDFdk3_1,4812311,Fd,1975,IDFxm/03,2,2,0,1,0,0
IDFdk3_1,4812311,Fd,2000,IDFxm/03,2,2,0.14,0.51,0.35,0
IDFdk3_1,4812311,Fd,2025,IDFxm/03,2,2,0.29,0.44,0.22,0.05
IDFdk3_1,4812311,Fd,2055,IDFxm/03,2,2,0.44,0.47,0.02,0.06
IDFdk3_1,4812311,Fd,2085,IDFxm/03,2,3,0.34,0.3,0,0.36
IDFdk3_1,4812311,Hw,2055,IDFxm/03,4,4,0,0,0.01,0.99
IDFdk3_1,4812311,Hw,2085,IDFxm/03,4,4,0,0.01,0.05,0.94
IDFdk3_1,4812311,Lw,2025,IDFxm/03,4,4,0.06,0.19,0,0.75
IDFdk3_1,4812311,Lw,2055,IDFxm/03,4,3,0.14,0.31,0.05,0.5
IDFdk3_1,4812311,Lw,2085,IDFxm/03,4,4,0.09,0.21,0.02,0.68
IDFdk3_1,4812311,Mb,2085,IDFxm/03,4,4,0,0.01,0.05,0.94
IDFdk3_1,4812311,Pl,1975,IDFxm/03,2,2,0,1,0,0
IDFdk3_1,4812311,Pl,2025,IDFxm/03,2,4,0,0.02,0,0.98
IDFdk3_1,4812311,Pl,2055,IDFxm/03,2,4,0.19,0.14,0.07,0.6
IDFdk3_1,4812311,Pl,2085,IDFxm/03,2,4,0.07,0.06,0.02,0.85
IDFdk3_1,4812311,Pw,2055,IDFxm/03,4,4,0,0.19,0.06,0.75
IDFdk3_1,4812311,Pw,2085,IDFxm/03,4,4,0,0.07,0.03,0.9
IDFdk3_1,4812311,Py,2000,IDFxm/03,4,1,1,0,0,0
IDFdk3_1,4812311,Py,2025,IDFxm/03,4,1,0.9,0.06,0,0.05
IDFdk3_1,4812311,Py,2055,IDFxm/03,4,2,0.49,0.3,0.06,0.15
IDFdk3_1,4812311,Py,2085,IDFxm/03,4,3,0.4,0.12,0.03,0.45
IDFdk3_1,4812311,Qg,2085,IDFxm/03,4,4,0,0,0.05,0.95
IDFdk3_1,4812311,Sx,2025,IDFxm/03,4,4,0,0.02,0,0.98
IDFdk3_1,4812311,Sx,2055,IDFxm/03,4,4,0,0.02,0.19,0.79
IDFdk3_1,4812311,Sx,2085,IDFxm/03,4,4,0,0.02,0.07,0.91
IDFdk3_1,4812311,X,2085,IDFxm/03,4,4,0.31,0,0,0.69
IDFdk3_1,4812311,At,1975,IDFxm/04,3,3,0,0,1,0
IDFdk3_1,4812311,At,2000,IDFxm/04,3,4,0,0,0.18,0.82
IDFdk3_1,4812311,At,2025,IDFxm/04,3,4,0,0.06,0.16,0.78
IDFdk3_1,4812311,At,2055,IDFxm/04,3,4,0,0.11,0.33,0.55
IDFdk3_1,4812311,At,2085,IDFxm/04,3,4,0,0.07,0.15,0.78
IDFdk3_1,4812311,Bg,2055,IDFxm/04,4,4,0,0.03,0.06,0.91
IDFdk3_1,4812311,Bg,2085,IDFxm/04,4,4,0,0.03,0.06,0.91
IDFdk3_1,4812311,Bl,2055,IDFxm/04,4,4,0,0,0,1
IDFdk3_1,4812311,Bl,2085,IDFxm/04,4,4,0,0,0,1
IDFdk3_1,4812311,Cw,2025,IDFxm/04,4,4,0,0.06,0,0.94
IDFdk3_1,4812311,Cw,2055,IDFxm/04,4,4,0,0.15,0.14,0.71
IDFdk3_1,4812311,Cw,2085,IDFxm/04,4,4,0,0.1,0.08,0.82
IDFdk3_1,4812311,Dr,2085,IDFxm/04,4,4,0,0.03,0.04,0.94
IDFdk3_1,4812311,Ep,2025,IDFxm/04,4,4,0,0.06,0.05,0.9
IDFdk3_1,4812311,Ep,2055,IDFxm/04,4,4,0,0.15,0.3,0.55
IDFdk3_1,4812311,Ep,2085,IDFxm/04,4,4,0,0.07,0.14,0.78
IDFdk3_1,4812311,Fd,1975,IDFxm/04,2,2,0,1,0,0
IDFdk3_1,4812311,Fd,2000,IDFxm/04,2,2,0.1,0.39,0.51,0
IDFdk3_1,4812311,Fd,2025,IDFxm/04,2,2,0.33,0.31,0.32,0.04
IDFdk3_1,4812311,Fd,2055,IDFxm/04,2,2,0.54,0.37,0.03,0.06
IDFdk3_1,4812311,Fd,2085,IDFxm/04,2,3,0.41,0.23,0,0.35
IDFdk3_1,4812311,Hw,2055,IDFxm/04,4,4,0,0,0.03,0.98
IDFdk3_1,4812311,Hw,2085,IDFxm/04,4,4,0,0.03,0.04,0.94
IDFdk3_1,4812311,Lw,2025,IDFxm/04,4,4,0.05,0.2,0,0.75
IDFdk3_1,4812311,Lw,2055,IDFxm/04,4,3,0.15,0.31,0.05,0.49
IDFdk3_1,4812311,Lw,2085,IDFxm/04,4,4,0.08,0.23,0.02,0.67
IDFdk3_1,4812311,Mb,2085,IDFxm/04,4,4,0,0.03,0.04,0.94
IDFdk3_1,4812311,Pl,2025,IDFxm/04,4,4,0,0.06,0,0.94
IDFdk3_1,4812311,Pl,2055,IDFxm/04,4,3,0.24,0.16,0.05,0.55
IDFdk3_1,4812311,Pl,2085,IDFxm/04,4,4,0.09,0.08,0.03,0.79
IDFdk3_1,4812311,Pw,2055,IDFxm/04,4,4,0,0.24,0.01,0.75
IDFdk3_1,4812311,Pw,2085,IDFxm/04,4,4,0,0.09,0.03,0.88
IDFdk3_1,4812311,Py,2000,IDFxm/04,4,1,1,0,0,0
IDFdk3_1,4812311,Py,2025,IDFxm/04,4,1,0.91,0.05,0,0.04
IDFdk3_1,4812311,Py,2055,IDFxm/04,4,2,0.51,0.33,0.06,0.1
IDFdk3_1,4812311,Py,2085,IDFxm/04,4,3,0.41,0.13,0.03,0.43
IDFdk3_1,4812311,Qg,2085,IDFxm/04,4,4,0,0,0.04,0.96
IDFdk3_1,4812311,Sx,2025,IDFxm/04,4,4,0,0.06,0,0.94
IDFdk3_1,4812311,Sx,2055,IDFxm/04,4,4,0,0.07,0.24,0.69
IDFdk3_1,4812311,Sx,2085,IDFxm/04,4,4,0,0.06,0.09,0.85
IDFdk3_1,4812311,X,2085,IDFxm/04,4,4,0.31,0,0,0.69
IDFdk3_1,4812311,Ac,2055,IDFxm/05,4,4,0,0,0.03,0.97
IDFdk3_1,4812311,Ac,2085,IDFxm/05,4,4,0,0,0.01,0.99
IDFdk3_1,4812311,At,1975,IDFxm/05,3,3,0,0,1,0
IDFdk3_1,4812311,At,2000,IDFxm/05,3,4,0,0,0.54,0.46
IDFdk3_1,4812311,At,2025,IDFxm/05,3,4,0,0.14,0.53,0.33
IDFdk3_1,4812311,At,2055,IDFxm/05,3,3,0,0.35,0.44,0.21
IDFdk3_1,4812311,At,2085,IDFxm/05,3,4,0,0.19,0.26,0.54
IDFdk3_1,4812311,Bg,2055,IDFxm/05,4,4,0,0.06,0.06,0.88
IDFdk3_1,4812311,Bg,2085,IDFxm/05,4,4,0,0.06,0.06,0.88
IDFdk3_1,4812311,Bl,2055,IDFxm/05,4,4,0,0,0.03,0.97
IDFdk3_1,4812311,Bl,2085,IDFxm/05,4,4,0,0,0.01,0.99
IDFdk3_1,4812311,Cw,2025,IDFxm/05,4,4,0,0.18,0.04,0.79
IDFdk3_1,4812311,Cw,2055,IDFxm/05,4,3,0.03,0.48,0.08,0.41
IDFdk3_1,4812311,Cw,2085,IDFxm/05,4,4,0.01,0.31,0.05,0.64
IDFdk3_1,4812311,Dr,2085,IDFxm/05,4,4,0,0.06,0,0.94
IDFdk3_1,4812311,Ep,2025,IDFxm/05,4,4,0,0.18,0.12,0.7
IDFdk3_1,4812311,Ep,2055,IDFxm/05,4,3,0,0.51,0.26,0.23
IDFdk3_1,4812311,Ep,2085,IDFxm/05,4,4,0,0.26,0.17,0.58
IDFdk3_1,4812311,Fd,1975,IDFxm/05,1,1,1,0,0,0
IDFdk3_1,4812311,Fd,2000,IDFxm/05,1,2,0.54,0.35,0.12,0
IDFdk3_1,4812311,Fd,2025,IDFxm/05,1,2,0.55,0.37,0.07,0
IDFdk3_1,4812311,Fd,2055,IDFxm/05,1,1,0.69,0.3,0.01,0
IDFdk3_1,4812311,Fd,2085,IDFxm/05,1,2,0.5,0.18,0,0.31
IDFdk3_1,4812311,Hw,2055,IDFxm/05,4,4,0,0,0.09,0.91
IDFdk3_1,4812311,Hw,2085,IDFxm/05,4,4,0,0.06,0.01,0.93
IDFdk3_1,4812311,Lw,2025,IDFxm/05,4,4,0.12,0.25,0,0.62
IDFdk3_1,4812311,Lw,2055,IDFxm/05,4,3,0.34,0.34,0.01,0.31
IDFdk3_1,4812311,Lw,2085,IDFxm/05,4,3,0.18,0.32,0.01,0.5
IDFdk3_1,4812311,Mb,2085,IDFxm/05,4,4,0,0.06,0,0.94
IDFdk3_1,4812311,Pl,2025,IDFxm/05,4,4,0,0.14,0,0.86
IDFdk3_1,4812311,Pl,2055,IDFxm/05,4,3,0.27,0.29,0,0.44
IDFdk3_1,4812311,Pl,2085,IDFxm/05,4,4,0.11,0.16,0.06,0.67
IDFdk3_1,4812311,Pw,2055,IDFxm/05,4,4,0,0.27,0.03,0.7
IDFdk3_1,4812311,Pw,2085,IDFxm/05,4,4,0,0.11,0.07,0.82
IDFdk3_1,4812311,Py,2000,IDFxm/05,4,1,1,0,0,0
IDFdk3_1,4812311,Py,2025,IDFxm/05,4,1,0.84,0.12,0,0.04
IDFdk3_1,4812311,Py,2055,IDFxm/05,4,2,0.42,0.27,0.11,0.21
IDFdk3_1,4812311,Py,2085,IDFxm/05,4,3,0.34,0.14,0.06,0.46
IDFdk3_1,4812311,Sx,2025,IDFxm/05,4,4,0.04,0.14,0,0.82
IDFdk3_1,4812311,Sx,2055,IDFxm/05,4,4,0.08,0.19,0.27,0.47
IDFdk3_1,4812311,Sx,2085,IDFxm/05,4,4,0.05,0.14,0.11,0.71
IDFdk3_1,4812311,X,2085,IDFxm/05,4,4,0.31,0,0,0.69
IDFdk3_1,4812311,Ac,2000,IDFxm/06,4,4,0,0.09,0.23,0.68
IDFdk3_1,4812311,Ac,2025,IDFxm/06,4,4,0,0.05,0.25,0.7
IDFdk3_1,4812311,Ac,2055,IDFxm/06,4,4,0,0.01,0.33,0.66
IDFdk3_1,4812311,Ac,2085,IDFxm/06,4,4,0,0.06,0.18,0.76
IDFdk3_1,4812311,At,1975,IDFxm/06,2,2,0,1,0,0
IDFdk3_1,4812311,At,2000,IDFxm/06,2,3,0,0.32,0.68,0
IDFdk3_1,4812311,At,2025,IDFxm/06,2,3,0,0.2,0.8,0
IDFdk3_1,4812311,At,2055,IDFxm/06,2,3,0,0.27,0.68,0.05
IDFdk3_1,4812311,At,2085,IDFxm/06,2,4,0,0.12,0.45,0.43
IDFdk3_1,4812311,Bg,2055,IDFxm/06,4,4,0.06,0,0.01,0.92
IDFdk3_1,4812311,Bg,2085,IDFxm/06,4,4,0.06,0.01,0.06,0.86
IDFdk3_1,4812311,Bl,2055,IDFxm/06,4,4,0,0.05,0.19,0.76
IDFdk3_1,4812311,Bl,2085,IDFxm/06,4,4,0,0,0.08,0.92
IDFdk3_1,4812311,Cw,2000,IDFxm/06,4,4,0,0,0.32,0.68
IDFdk3_1,4812311,Cw,2025,IDFxm/06,4,4,0,0.14,0.44,0.42
IDFdk3_1,4812311,Cw,2055,IDFxm/06,4,2,0.2,0.36,0.34,0.1
IDFdk3_1,4812311,Cw,2085,IDFxm/06,4,3,0.07,0.26,0.24,0.44
IDFdk3_1,4812311,Dr,2085,IDFxm/06,4,4,0.05,0.01,0,0.94
IDFdk3_1,4812311,Ep,2000,IDFxm/06,4,4,0,0.32,0,0.68
IDFdk3_1,4812311,Ep,2025,IDFxm/06,4,4,0,0.44,0,0.56
IDFdk3_1,4812311,Ep,2055,IDFxm/06,4,3,0,0.66,0,0.34
IDFdk3_1,4812311,Ep,2085,IDFxm/06,4,4,0,0.36,0.06,0.57
IDFdk3_1,4812311,Fd,1975,IDFxm/06,2,2,0,1,0,0
IDFdk3_1,4812311,Fd,2000,IDFxm/06,2,1,0.71,0.29,0,0
IDFdk3_1,4812311,Fd,2025,IDFxm/06,2,1,0.68,0.32,0,0
IDFdk3_1,4812311,Fd,2055,IDFxm/06,2,1,0.56,0.44,0,0
IDFdk3_1,4812311,Fd,2085,IDFxm/06,2,2,0.43,0.57,0,0
IDFdk3_1,4812311,Hw,2055,IDFxm/06,4,4,0,0,0.14,0.86
IDFdk3_1,4812311,Hw,2085,IDFxm/06,4,4,0,0.06,0.03,0.91
IDFdk3_1,4812311,Lw,2025,IDFxm/06,4,4,0,0.27,0.1,0.62
IDFdk3_1,4812311,Lw,2055,IDFxm/06,4,3,0.09,0.46,0.19,0.26
IDFdk3_1,4812311,Lw,2085,IDFxm/06,4,3,0.04,0.36,0.15,0.45
IDFdk3_1,4812311,Mb,2085,IDFxm/06,4,4,0,0.06,0,0.94
IDFdk3_1,4812311,Og,2085,IDFxm/06,4,4,0,0.01,0,0.99
IDFdk3_1,4812311,Pl,2000,IDFxm/06,4,4,0,0,0.23,0.77
IDFdk3_1,4812311,Pl,2025,IDFxm/06,4,4,0,0.1,0.15,0.75
IDFdk3_1,4812311,Pl,2055,IDFxm/06,4,3,0.18,0.32,0.01,0.49
IDFdk3_1,4812311,Pl,2085,IDFxm/06,4,4,0.07,0.15,0.05,0.72
IDFdk3_1,4812311,Pw,2055,IDFxm/06,4,4,0,0.13,0.14,0.73
IDFdk3_1,4812311,Pw,2085,IDFxm/06,4,4,0,0.06,0.1,0.84
IDFdk3_1,4812311,Py,2000,IDFxm/06,4,2,0.68,0.23,0,0.09
IDFdk3_1,4812311,Py,2025,IDFxm/06,4,2,0.56,0.15,0.1,0.19
IDFdk3_1,4812311,Py,2055,IDFxm/06,4,4,0.22,0.08,0.17,0.53
IDFdk3_1,4812311,Py,2085,IDFxm/06,4,3,0.45,0.11,0.12,0.32
IDFdk3_1,4812311,Sx,2000,IDFxm/06,4,4,0.09,0.23,0,0.68
IDFdk3_1,4812311,Sx,2025,IDFxm/06,4,3,0.29,0.15,0,0.56
IDFdk3_1,4812311,Sx,2055,IDFxm/06,4,2,0.5,0.01,0.24,0.24
IDFdk3_1,4812311,Sx,2085,IDFxm/06,4,4,0.31,0,0.11,0.57
IDFdk3_1,4812311,Vb,2085,IDFxm/06,4,4,0,0,0.05,0.95
IDFdk3_1,4812311,Ac,2000,IDFxm/07,4,4,0,0.08,0.46,0.46
IDFdk3_1,4812311,Ac,2025,IDFxm/07,4,4,0,0.05,0.46,0.49
IDFdk3_1,4812311,Ac,2055,IDFxm/07,4,4,0,0,0.48,0.52
IDFdk3_1,4812311,Ac,2085,IDFxm/07,4,4,0,0.06,0.26,0.68
IDFdk3_1,4812311,At,1975,IDFxm/07,2,2,0,1,0,0
IDFdk3_1,4812311,At,2000,IDFxm/07,2,2,0,0.54,0.46,0
IDFdk3_1,4812311,At,2025,IDFxm/07,2,3,0,0.34,0.66,0
IDFdk3_1,4812311,At,2055,IDFxm/07,2,3,0,0.28,0.7,0.01
IDFdk3_1,4812311,At,2085,IDFxm/07,2,4,0,0.12,0.49,0.39
IDFdk3_1,4812311,Bg,2055,IDFxm/07,4,4,0.06,0,0.05,0.89
IDFdk3_1,4812311,Bg,2085,IDFxm/07,4,4,0.06,0.05,0.06,0.82
IDFdk3_1,4812311,Bl,2055,IDFxm/07,4,4,0,0.01,0.27,0.72
IDFdk3_1,4812311,Bl,2085,IDFxm/07,4,4,0,0,0.09,0.91
IDFdk3_1,4812311,Cw,2000,IDFxm/07,4,4,0,0,0.54,0.46
IDFdk3_1,4812311,Cw,2025,IDFxm/07,4,3,0,0.1,0.61,0.29
IDFdk3_1,4812311,Cw,2055,IDFxm/07,4,2,0.23,0.28,0.4,0.09
IDFdk3_1,4812311,Cw,2085,IDFxm/07,4,3,0.11,0.17,0.27,0.44
IDFdk3_1,4812311,Dr,2085,IDFxm/07,4,4,0.01,0.05,0,0.94
IDFdk3_1,4812311,Ep,1975,IDFxm/07,2,2,0,1,0,0
IDFdk3_1,4812311,Ep,2000,IDFxm/07,2,3,0,0.54,0,0.46
IDFdk3_1,4812311,Ep,2025,IDFxm/07,2,3,0,0.61,0,0.39
IDFdk3_1,4812311,Ep,2055,IDFxm/07,2,3,0,0.76,0,0.24
IDFdk3_1,4812311,Ep,2085,IDFxm/07,2,4,0,0.4,0.06,0.54
IDFdk3_1,4812311,Fd,1975,IDFxm/07,1,1,1,0,0,0
IDFdk3_1,4812311,Fd,2000,IDFxm/07,1,1,0.89,0.11,0,0
IDFdk3_1,4812311,Fd,2025,IDFxm/07,1,1,0.83,0.17,0,0
IDFdk3_1,4812311,Fd,2055,IDFxm/07,1,1,0.58,0.42,0,0
IDFdk3_1,4812311,Fd,2085,IDFxm/07,1,2,0.49,0.51,0,0
IDFdk3_1,4812311,Hw,2055,IDFxm/07,4,4,0,0,0.14,0.86
IDFdk3_1,4812311,Hw,2085,IDFxm/07,4,4,0,0.06,0.04,0.9
IDFdk3_1,4812311,Lw,2025,IDFxm/07,4,4,0,0.2,0.17,0.62
IDFdk3_1,4812311,Lw,2055,IDFxm/07,4,3,0.13,0.33,0.24,0.3
IDFdk3_1,4812311,Lw,2085,IDFxm/07,4,4,0.04,0.29,0.18,0.49
IDFdk3_1,4812311,Mb,2085,IDFxm/07,4,4,0,0.06,0,0.94
IDFdk3_1,4812311,Og,2085,IDFxm/07,4,4,0,0.05,0,0.95
IDFdk3_1,4812311,Pl,2000,IDFxm/07,4,4,0,0,0.46,0.54
IDFdk3_1,4812311,Pl,2025,IDFxm/07,4,4,0,0.17,0.29,0.54
IDFdk3_1,4812311,Pl,2055,IDFxm/07,4,3,0.14,0.41,0.03,0.42
IDFdk3_1,4812311,Pl,2085,IDFxm/07,4,4,0.06,0.24,0.01,0.69
IDFdk3_1,4812311,Pw,2055,IDFxm/07,4,4,0,0.09,0.17,0.73
IDFdk3_1,4812311,Pw,2085,IDFxm/07,4,4,0,0.09,0.08,0.84
IDFdk3_1,4812311,Py,2000,IDFxm/07,4,2,0.46,0.46,0,0.08
IDFdk3_1,4812311,Py,2025,IDFxm/07,4,2,0.39,0.29,0.17,0.15
IDFdk3_1,4812311,Py,2055,IDFxm/07,4,4,0.16,0.09,0.26,0.48
IDFdk3_1,4812311,Py,2085,IDFxm/07,4,3,0.41,0.08,0.19,0.32
IDFdk3_1,4812311,Sx,2000,IDFxm/07,4,3,0.08,0.46,0,0.46
IDFdk3_1,4812311,Sx,2025,IDFxm/07,4,3,0.32,0.29,0,0.39
IDFdk3_1,4812311,Sx,2055,IDFxm/07,4,2,0.59,0.03,0.17,0.21
IDFdk3_1,4812311,Sx,2085,IDFxm/07,4,3,0.36,0,0.1,0.54
IDFdk3_1,4812311,Vb,2085,IDFxm/07,4,4,0,0,0.01,0.99
IDFdk3_1,4812311,Ac,1975,IDFxm/08,3,3,0,0,1,0
IDFdk3_1,4812311,Ac,2000,IDFxm/08,3,3,0,0.31,0.47,0.22
IDFdk3_1,4812311,Ac,2025,IDFxm/08,3,3,0,0.2,0.52,0.28
IDFdk3_1,4812311,Ac,2055,IDFxm/08,3,4,0.02,0.07,0.58,0.33
IDFdk3_1,4812311,Ac,2085,IDFxm/08,3,4,0.02,0.23,0.33,0.42
IDFdk3_1,4812311,At,1975,IDFxm/08,2,2,0,1,0,0
IDFdk3_1,4812311,At,2000,IDFxm/08,2,2,0,0.78,0.22,0
IDFdk3_1,4812311,At,2025,IDFxm/08,2,3,0,0.49,0.45,0.06
